global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46
807.3624201144602	n/a	651834.077413078	n/a	858.2549760234006	n/a	736601.6038689279	n/a	762.533395900391	n/a	581457.1798633825	n/a	755.1939970464373	733.8367723092665	n/a	n/a	n/a	n/a	-0.0885529997	-0.0891422385	-0.026995407	0.1738281172	-0.0671040791	0.0002559119	-0.0277400463	0.0327653427	-0.0915535014	0.1132964594	-0.0349380082	0.0138390694	-0.0243620571	0.0035966923	-0.0666278854	0.0334725302	-0.0399061349	0.0122661111	-0.1540534814	0.033765378	0.0931885131	-0.0222074328	0.1261909188	-0.0558358835	0.0627126196	-0.0589172632	0.0381148758	-0.0118246773	0.0038527059	-0.0272554881	-0.0673542853	0.024178319	-0.013479742	0.0263281766	-0.0054091432	0.1404993538	-0.0302239308	0.0289773087	-0.1587407515	0.0398935742	-0.0401810413	0.0438935446	-0.0417191054	0.0353258198	0.1147017419	0.1146833673	0.1146527451	0.351962	n/a	n/a	0.123877249444	-0.542822	n/a	n/a	0.294655723684	0.244303	n/a	0.0596839558089999	n/a	-0.0503219	n/a	n/a	0.00253229361961	0.000445335	n/a	1.98323262225e-07	n/a	0.000918617	n/a	n/a	8.438571926890001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
806.6610694235857	-0.7013506908745057	650702.0809236029	0.4918927915901465	859.5574953430225	1.3025193196219789	738839.0878003702	1.6965565779885028	763.9643338791936	1.4309379788026035	583641.5034394801	2.04758349917968	756.7574441101217	752.0165598206697	0.7838589999999999	34.8284	0.2514364000000002	0.125188	-0.0653094867	-0.0582311098	-0.0161907602	0.1793074007	-0.0249278214	0.0100559227	0.0163896942	0.0350236627	-0.1133861095	0.0773006799	0.004796301	0.0722364992	-0.0083714402	0.0199865176	-0.0965899368	-0.0129269398	-0.0081538648	0.0120483533	-0.112841147	0.0330533115	0.0875230926	-0.0031820584	0.059445797	0.0027423412	0.1606803687	-0.0836704484	0.0377779478	-0.0020099929	0.0330719376	-0.0058363943	-0.0927523473	0.026870625	-0.0109575296	-0.0194483134	0.0026988624	0.0769312811	-0.0509855348	0.066549215	-0.1174292649	-0.0104775089	-0.0681106956	0.0409948744	-0.0823563525	0.0643378202	0.1146527451	0.1144874327	0.1142120884	0.328054	-0.0239079999999999	0.0005715924639999	0.107619426916	-0.508617	0.034205	0.001169982025	0.258691252689	0.272052	0.027749	0.074012290704	0.000770007001	-0.0481959	0.002126	4.519876000000013e-06	0.00232284477681	0.0014778	0.001032465	2.18389284e-06	1.065983976225e-06	0.00107164	0.0001530229999999	2.3416038528999993e-08	1.1484122896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
806.2030780026083	-0.4579914209773505	649963.4029808798	0.2097561416888527	862.5136871676257	2.9561918246031382	743929.8605514929	8.739070103850432	764.46856338259	0.5042295033963455	584412.184400241	0.2542473920953252	757.644012304582	745.235284369339	0.7629639999999999	33.899986	0.1288815	0.0828302	-0.0430549829	-0.0575310803	-0.012939025	0.1587023169	-0.0389381118	0.0310894028	-0.0030925621	-0.0015271372	-0.0868232522	0.1418618806	-0.0326245605	0.0195211593	0.0087990802	0.0053409022	-0.0682116286	0.0168229459	-0.0326674886	0.06052366	-0.1353600177	-0.0221395898	0.087429944	0.0020247839	0.0339378056	0.0336531184	0.1317811101	-0.0953615558	0.082647738	0.0115113747	-0.0123071508	0.0102529967	-0.0868206251	0.0075570407	-0.0201083434	0.0095751159	-0.0568826783	0.0995860643	-0.0946739356	0.0664811393	-0.0981152443	-0.0417346505	-0.1015646437	0.0444124554	-0.0563558061	0.078125948	0.1145547726	0.1140958982	0.1133324686	0.320231	-0.007823	6.119932900000039e-05	0.102547893361	-0.494788	0.0138289999999999	0.0001912412409999	0.244815164944	0.285161	0.0131089999999999	0.081316795921	0.0001718458809999	-0.0465883	0.0016076	2.584377760000002e-06	0.00217046969689	0.0015719	9.409999999999996e-05	2.47086961e-06	8.854809999999991e-09	0.00125235	0.0001807099999999	3.265610409999998e-08	1.5683805225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.5948139426115	-13.608264059996827	628206.5390887229	185.18485072660133	835.7113029159743	-26.802384251651347	698413.3818215154	718.3678015731681	759.3449429685915	-5.1236204139985375	576604.7424119734	26.251486146742543	752.3732571481669	712.6470444715637	1.497488	66.536308	1.6645597	1.05014	-0.0798373229	-0.0156981762	-0.0672497586	0.0499859264	-0.0462392667	-0.092574956	0.051303304	0.0591716935	-0.0191577519	-0.0052565706	0.0767970903	-0.1612900226	-0.0642417838	-0.0037050402	-0.0174551844	-0.1478038705	0.0831925039	-0.0312511883	0.0502509482	-0.0130380012	0.0268278399	0.035179706	0.0145905798	0.1441629597	0.0885236256	-0.1111435308	-0.003452278	0.0647159582	-0.0256736398	-0.052363885	-0.0562854097	-0.0059386543	0.0733819778	-0.1371556123	0.0059707243	-0.0296313007	-0.0208600119	-0.0011116486	0.0642936367	-0.0504654114	-0.1271234335	0.0314493226	-0.0800069943	0.0058618159	0.1144078661	0.1135094328	0.1120172664	0.254123	-0.066108	0.004370267664	0.0645784991289999	0.0561297	0.5509177	0.3035103121732899	0.0031505432220899	0.23417	-0.050991	0.0548355888999999	0.002600082081	-0.0285701	0.0180181999999999	0.0003246555312399	0.00081625061401	0.00347807	0.00190617	1.20969709249e-05	3.6334840689000007e-06	0.00125884	6.490000000000055e-06	4.212010000000071e-11	1.5846781456e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
805.0257880172612	12.430974074649724	648066.5193728124	154.5291164446136	855.5847361280415	19.8734332120672	732025.2406952905	394.9533476344956	762.5424455505965	3.197502582005086	581470.9812662845	10.224022761929191	756.1803409206119	716.3677173173044	1.276644	56.723774	1.0569242	0.602501	0.0034341448	-0.0208476791	-0.0753227755	-0.0552125446	0.0039884018	-0.0100451637	0.1196092469	-0.0311663915	-0.0362557293	-0.1163991597	0.0014887698	-0.0226792649	-0.017418137	-0.0575869298	-0.0464898231	-0.1040332172	-0.0101206361	-0.0526390421	0.0564875284	0.041761936	0.0273227538	0.0812213205	0.0032704022	-0.0391497247	-0.0433744515	-0.1177056821	-0.1093821634	0.1581246884	0.0228348059	-0.0049469048	-0.0609486753	-0.0443676022	0.1026081283	-0.0473981885	0.0765517086	-0.0584212372	0.0473992024	0.0482100901	-0.0048294185	-0.0555714519	0.0686424315	0.0424797295	0.0183838609	0.033301088	0.1142120884	0.1127290384	0.1102715368	0.29803	0.043907	0.001927824649	0.0888218809	-0.226685	-0.2828147	0.0799841545360899	0.051386089225	0.129541	-0.104629	0.0167808706809999	0.010947227641	-0.0192142	0.0093559	8.753286481000001e-05	0.00036918548164	0.00568549	0.0022074199999999	3.23247965401e-05	4.872703056399998e-06	0.00220699	0.0009481499999999	8.989884224999997e-07	4.870804860099999e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.3396288018006	4.313840784539366	655030.6347490364	18.60922231435521	850.0995486996176	-5.485187428423956	722669.2426992934	30.08728112494021	765.4183818707693	2.875936320172741	585865.2993056668	8.271009717688727	757.476992916569	724.9205867393539	1.018311	45.245567	0.413793	0.246088	-0.0078997489	0.0361803832	-0.0704430255	-0.0897980933	-0.0268725572	0.0012222521	-0.0449493877	0.0232920698	-0.0414493523	0.0425692358	0.1008814181	0.0295935973	0.020716229	-0.0171596031	-0.0331887406	0.0127424806	-0.059704479	0.0320203413	-0.0314407482	0.047486814	0.0548836393	0.0197433934	-0.0944087242	-0.1013025491	-0.0407987549	0.0252779512	-0.0665496652	0.0126286134	-0.060029295	0.0212964563	-0.0436343668	-0.0058677048	0.0069380101	0.0535705789	-0.035513748	0.0190061061	0.0409184129	-0.0075264329	-0.094424248	-0.0671384404	0.1029823846	0.0763830152	0.0461360374	0.0159926744	0.1139675232	0.1117560484	0.1081019891	0.288436	-0.0095939999999999	9.204483599999985e-05	0.083195326096	-0.132506	0.0941789999999999	0.0088696840409999	0.017557840036	0.199135	0.069594	0.039654748225	0.004843324836	-0.0231571	-0.0039428999999999	1.5546460409999994e-05	0.00053625128041	0.00648908	0.00080359	4.2108159246400006e-05	6.457568881000012e-07	0.00226902	6.203000000000024e-05	3.84772090000003e-09	5.1484517604000006e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.738432488104	0.3988036863033812	655676.3290482917	0.1590443802091657	859.8627215465917	9.763172846974156	739363.8999055115	95.31954403989349	763.9250984830006	-1.4932833877686562	583581.5560922622	2.229895276185835	757.3766208859248	745.4496183614622	0.687259	30.536276	0.33941	0.152112	-0.0081876499	0.0150488642	-0.0833979157	-0.1065576962	-0.0104460718	0.0214733907	0.0185206437	-0.0100547027	-0.049449159	0.0269745722	0.0417124515	-0.0423230081	0.0042598856	-0.0245937989	-0.0058418689	-0.0157351867	-0.0335988319	0.0176119399	-0.0230604436	0.0386177363	0.0907673307	-0.0196912608	-0.0088531131	-0.143761769	-0.0932980794	0.0695103037	-0.0047612743	-0.0058478541	-0.0229127903	0.009139349	-0.0193635739	-0.0168908447	0.019989654	0.011441402	-0.0197867841	0.0060811417	0.013712032	-0.0238793399	-0.0892276396	0.0322672547	0.0598177779	0.0744173192	0.0860383633	0.0359382423	0.1136742748	0.110592125	0.105516962	0.22929	-0.059146	0.003498249316	0.0525739041	-0.043978	0.088528	0.007837206784	0.001934064484	0.266967	0.067832	0.071271379089	0.004601180224	-0.0240399	-0.0008827999999999	7.793358399999992e-07	0.0005779167920099	0.00594775	-0.00054133	3.53757300625e-05	2.930381689000005e-07	0.00121507	-0.00105395	1.1108106025000003e-06	1.4763951048999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.263510245363	-0.4749222427409449	654907.4290146468	0.225551136650089	854.9524495820193	-4.910271964572416	730943.6910462952	24.11077076606586	764.6310623028908	0.7059638198901439	584660.6614384472	0.4983849149938835	757.4983998585687	735.2180079929293	0.680881	30.252893	0.13815295	0.0662685	-0.0133658855	0.0389656554	-0.0645829664	-0.107578442	-0.0434413829	0.0101533425	0.0232717424	-0.0252143728	-0.0730468388	-0.0329066103	0.0875770618	0.0921439128	0.0069484897	-0.001246938	-0.0211348785	-0.0013428366	-0.0130728746	0.0179531194	0.0005746052	0.0167597099	0.1453076959	0.0754778127	0.0169699419	0.005067633	-0.1100639051	-0.0520695869	0.0174723801	-0.0631556415	-0.0941673839	0.0105656338	-0.0249191909	-0.0196722634	0.012498615	-0.0009017885	0.005654665	-0.0376497265	-0.0389928783	0.1225689501	-0.0960583398	-0.0416539149	-0.0082513225	0.0187299466	0.0702815663	-0.0681466364	0.1133324686	0.1092392569	0.1025263906	0.210362	-0.018928	0.000358269184	0.044252171044	-0.0649742	-0.0209961999999999	0.0004408404144399	0.00422164666564	0.292987	0.0260199999999999	0.085841382169	0.0006770403999999	-0.0249167	-0.0008768	7.687782400000008e-07	0.00062084193889	0.0058966	-5.114999999999981e-05	3.476989156e-05	2.61632249999998e-09	0.000698845	-0.0005162249999999	2.66488250625e-07	4.883843340250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
806.7156971258247	-2.5478131195383185	650790.2159892053	6.491351692091578	857.8908729349791	2.9384233529598305	735976.7498651405	8.634331801219693	763.380509969124	-1.250552333766791	582749.8030007198	1.5638811394895673	756.1646918496592	733.8324739445491	0.678444	30.144579	0.15701095	0.0897301999999999	-0.0180125553	0.0323390498	-0.0611230159	-0.0941399565	-0.0345309686	0.0359231766	-0.0084279274	-0.007933206	-0.0556851067	0.037464002	0.0642993462	0.0298396216	-0.0089982459	-0.0557266371	0.0044059765	-0.0019002896	0.0111515483	0.0149964057	-0.0282164791	-0.0214686149	0.0896737213	0.003232253	0.0147748693	-0.1260207325	-0.032310166	0.03895673	-0.0299938577	0.0603322577	-0.0919322718	0.0007745389	-0.0038861205	-0.0376821967	0.0210044988	0.0145280664	-0.0409328745	0.034105703	-0.0064120673	-0.0308583274	-0.0601011126	0.0037238172	0.0589422949	0.1201773404	0.0311318818	-0.035784305	0.1129422506	0.1076997553	0.099141769	0.20291	-0.0074519999999999	5.55323039999998e-05	0.0411724681	-0.095873	-0.0308988	0.00095473584144	0.009191632129	0.285789	-0.0071979999999999	0.081675352521	5.181120399999974e-05	-0.0265132	-0.0015965	2.5488122500000024e-06	0.00070294977424	0.00535289	-0.00054371	2.86534313521e-05	2.956205641000002e-07	0.000609812	-8.903299999999997e-05	7.926875088999995e-09	3.718706753440001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
807.2236593545364	0.5079622287116763	651610.0362217285	0.2580256257977333	857.3423090180562	-0.5485639169229444	735035.8348324122	0.300922370949843	764.5904907167345	1.2099807476105298	584598.6184944569	1.4640534095881366	757.308513496969	725.5425976724916	0.618243	27.469751	0.2135677400000001	0.132328	-0.0294349835	0.0458690626	-0.0643455442	-0.0809330338	-0.0418329927	0.0257178906	-0.0337828537	-0.0056315485	-0.0308322003	0.1043437549	0.0004717836	-0.0671209492	0.0089941616	-0.0171729667	-0.0107500549	-0.0016748395	-0.0158228613	0.0312669308	-0.0442523783	-0.0300268181	0.0749770286	0.0237261495	-0.0046153929	-0.1003654215	-0.0251272081	0.0532918549	0.0341991931	-0.0101709179	-0.0271177786	0.0093567673	-0.0234406244	-0.019025951	0.0004124808	0.0033777109	-0.055785269	0.0323877636	-0.0417656948	-0.0258390494	-0.0609850628	0.0017399171	0.0555087223	0.0873089743	0.0154575029	0.0133046305	0.1125037874	0.1059762505	0.0953761056	0.203941	0.001031	1.0629610000000085e-06	0.041591931481	-0.0079343599999999	0.0879386400000001	0.0077332044050496	6.295406860959842e-05	0.308456	0.0226669999999999	0.095145103936	0.0005137928889999	-0.0282411	-0.0017279	2.9856384100000034e-06	0.00079755972921	0.00517144	-0.0001814499999999	2.67437916736e-05	3.292410249999988e-08	0.00048054	-0.000129272	1.671124998400001e-08	2.309186916e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
