global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
775.1999581786429	n/a	n/a	600934.9751601696	891.1358452307518	n/a	794123.0946551264	n/a	721.9498303776995	n/a	n/a	521211.5575823891	735.5796424268508	604.1276683093013	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0279134	n/a	0.00077915789956	n/a	0.0837894	n/a	n/a	0.00702066355236	-0.078488	n/a	n/a	0.006160366144	0.00218143	n/a	n/a	4.7586368449e-06	0.000579254	n/a	3.35535196516e-07	n/a	0.00101113	n/a	n/a	1.0223838769e-06	0.0
768.5569833333499	-6.642974845292997	44.12911479519552	590679.8366304591	882.7504223581465	-8.385422872605318	779248.3081734859	70.31531675241243	721.8443874418253	-0.1054429358741799	0.0111182127257664	521059.31968126405	735.0877164609942	610.8166853408181	1.320182	34.511257	0.1078316999999999	0.0721756	0.12992399	-0.1609816976	0.0159611382	-0.099833311	0.2414913017	-0.115824923	0.1340185179	0.089459151	-0.0910033757	0.034491863	-0.0285397735	0.0218032563	-0.1996205758	0.2589879179	-0.1982486317	0.0756334378	-0.1674599001	0.0284175754	-0.170816384	0.018202986	-0.1697197075	0.0016270878	-0.0744837591	0.1462118329	0.1332618437	-0.1498345322	0.2818394676	-0.0904805968	0.1357450244	-0.0771048181	0.1277123761	0.0027899946	-0.0733962733	0.0577230965	-0.0263359726	0.0487225959	-0.0486364619	0.0680164185	-0.0004319491	0.0064805799	-0.1154398121	0.1278631757	-0.1092990046	0.0415930782	-0.0844278647	0.0840690425	-0.0192329804	0.0734003461	-0.0810240417	0.0345803097	0.0757117888	-0.025044602	-0.0707113114	0.0367647425	0.0540003093	-0.0319560556	-0.0589863651	0.025214846	0.1305494101	-0.0916430519	-0.0490041688	0.0336078596	0.0841625334	0.0603627016	-0.0917534689	-0.1134170556	0.0851203238	0.1300790797	-0.0234243791	-0.018496627	-0.0471521181	-0.1743293613	0.0821142381	0.0360496345	0.1254594792	0.0520318369	-0.1148185432	0.1673404731	-0.1614390891	0.2134984876	-0.0196284284	0.2393163682	-0.0171304449	0.0110069834	-0.1029064289	0.0165551136	-0.0760902785	0.0601252089	-0.1250401445	0.0310183115	-0.0537694017	0.0348326992	-0.0109242761	0.0142498172	-0.1852299151	0.1449058304	-0.075270073	0.0063636347	-0.0210444032	0.1002135252	-0.1474780724	0.0855522693	0.0315083645	-0.0019594484	-0.0291551744	0.1400949601	-0.0728367851	-0.0124905697	-0.079187871	0.0982019748	-0.0243670919	-0.0463501896	-0.1131824043	0.1703493806	-0.0741682181	-0.0607147592	-0.0108340671	-0.0930075388	0.1333296915	0.0022448814	-0.0665319322	-0.0222887753	0.0543086699	0.0626280682	0.1150808405	0.1150621602	0.1150310286	0.0	-0.0445104	-0.0165969999999999	0.0019811757081599	0.0002754604089999	0.0150049	-0.0687845	0.0047313074402499	0.00022514702401	-0.0671986	0.0112894	0.00012745055236	0.00451565184196	0.00204288	-0.0001385499999999	1.9196102499999963e-08	4.1733586944e-06	0.000538048	-4.120600000000001e-05	2.89495650304e-07	1.697934436000001e-09	0.00105459	4.345999999999994e-05	1.888771599999994e-09	1.1121600681e-06	0.0
763.2073422717923	-5.349641061557577	28.61865948750288	582485.4472975727	877.7147916927568	-5.035630665389704	770383.2555562594	25.35757619821315	720.0233370017448	-1.821050440080512	3.3162247053174267	518433.6058271282	732.9485297455889	575.8401136922747	1.344633	35.150425	0.1465935	0.090706	0.0688242935	0.0712012062	0.0196088616	-0.0741603638	0.1653108478	-0.0881116957	0.0894482839	0.0173757133	-0.0932990193	0.1073719979	0.0783007735	-0.0995659918	0.0143930564	0.1298011506	-0.1710407169	-0.0954768209	-0.203285618	0.0586877194	-0.1560699563	0.0826503897	-0.0574885308	0.006964348	0.1338004753	-0.17980597	0.1260538439	-0.0470706177	0.1568747635	-0.1229287804	0.094331403	-0.1195760283	-0.0104119014	0.2586945304	-0.105594669	-0.081405432	0.0193666546	0.0126085254	-0.0565595132	-0.0725920853	0.0079162996	-0.0078277437	-0.110424812	0.0355263808	0.0415263666	0.0239791194	-0.0499609709	-0.0812916015	0.0838021465	-0.1047059259	-0.0991189043	0.0366703697	-0.0399047504	0.0333348825	0.050710731	0.1179692005	-0.0226420124	-0.0279073938	-0.000118097	-0.0740483288	0.0102639558	-0.0700987771	0.0958777776	-0.1510242343	0.0450825556	0.0524324602	-0.121985164	-0.0609172331	-0.094849995	-0.0234922692	-0.0132940816	0.0204269933	0.0490138296	0.0257102659	0.1022448871	-0.0542918055	-0.0163773894	0.0299315166	-0.0354920611	0.1370967446	-0.1222830054	0.1365531022	0.0908206762	0.2543153547	-0.1341492486	-0.1820207838	0.0648553673	0.069389214	-0.0657781301	-0.0254082783	0.1370640335	0.0215805227	0.0326003548	-0.106973999	-0.0072832768	-0.0386280781	0.0220940664	0.1279366513	-0.1006751209	-0.0488683882	0.0357743504	-0.0161410102	0.004331423	-0.090601787	0.0364103255	0.064624918	-0.0742734196	-0.0483148833	-0.1053040209	0.059788926	0.0480716361	0.0499942774	0.1451737033	-0.1235496979	-0.0548688059	0.0324267165	-0.0082195916	0.0169067429	0.0437717363	0.0934674373	0.0234555854	0.0328932856	0.0242376446	0.0681346831	0.0871531126	-0.0329990239	0.1150310286	0.1148629665	0.1145830448	0.0	-0.0359908	0.0085195999999999	0.00129533768464	7.258358415999992e-05	0.0533674	0.0383625	0.00147168140625	0.00284807938276	0.0148073	0.0820058999999999	0.0067249676348099	0.00021925613329	0.00225387	0.0002109899999999	4.4516780099999946e-08	5.079929976899999e-06	0.000451484	-8.656399999999997e-05	2.03837802256e-07	7.493326095999994e-09	0.000998034	-5.655599999999992e-05	3.1985811359999916e-09	9.960718651560002e-07	0.0
762.265095593105	-0.9422466786872974	0.887828803497243	581048.0759595655	876.1746808538061	-1.5401108389506817	767682.0713692689	2.3719413962533724	719.0826756116941	-0.9406613900507635	0.8848438507322349	517079.8943648728	732.397126360926	550.4482265237983	1.019031	26.638777	0.0589429	0.0342403	0.0248648044	0.1967367094	-0.0069715071	-0.0517539102	0.0564075791	-0.0273196475	-0.0464688202	-0.0016418254	-0.0144281205	0.1086800608	0.0552672431	-0.0143475671	0.1409364696	0.0309389388	-0.1067521946	0.0264628264	-0.1177117315	-0.0308587116	-0.0874294397	0.0494840338	-0.0699933086	0.0833324598	-0.1126517643	-0.2362788176	0.0899906951	-0.0444092567	0.0653720303	-0.1158174018	0.0130773511	-0.0332616959	0.0210272788	0.2163872648	-0.0674607555	-0.0243435973	0.024295417	-0.0129784419	0.0397363324	-0.0310606909	0.0376554075	0.0004935964	-0.0632878884	0.0208267855	-0.0088629803	0.04995115	0.0542519166	-0.0104631741	-0.0170771089	-0.0752644431	0.1456680883	-0.0346763243	0.0067244408	0.0194066795	0.0394707524	0.049673813	0.0745120867	0.0050361932	-0.0521667945	-0.0944597992	-0.08225337	-0.0613170862	-0.0126039843	-0.1334308284	0.0120905398	-0.0215768701	0.2401534148	-0.1093186679	0.0506517716	-0.0742530544	-0.0162402167	0.0616703058	0.0746437426	0.0116628311	-0.1124610857	0.0383041403	-0.0453117808	0.0193033076	-0.012165158	0.1350756024	-0.0523388545	0.0497339591	0.0920546369	0.1242748616	-0.0638523906	-0.1985924386	-0.060168346	0.0503152399	0.0096579754	-0.0256135526	0.0362569573	0.0530689978	-0.0273116053	0.0024226878	-0.0263329923	-0.032530284	0.0203236971	0.0544836342	-0.0056850969	-0.1293834496	-0.0152533825	0.0058028121	0.0660260836	-0.1074524422	0.1069782789	-0.0246877873	0.0727221785	-0.0809097347	-0.0232943873	0.1078141865	0.0631314842	0.0544441531	0.0799061792	0.0448041507	0.1116099805	0.0037186287	0.0103684246	-0.0399395062	0.0997476792	0.1663572145	-0.0959319271	0.0253940768	-0.0582784577	0.0711975996	0.0085800649	0.0200768688	0.1149314264	0.1144649238	0.1136888217	0.0	-0.0311543	0.0048365	0.00097059040849	2.339173225000004e-05	0.0234962	-0.0298712	0.00089228858944	0.0005520714144399	0.0188974	0.0040901	1.6728918010000008e-05	0.00035711172676	0.00198379	-0.0002700799999999	7.29432063999999e-08	3.9354227641e-06	0.0005164	6.491599999999999e-05	2.6666896e-07	4.2140870559999986e-09	0.000930128	-6.790600000000006e-05	4.611224836000009e-09	8.651380963840001e-07	0.0
760.3533218625832	-1.9117737305217588	3.654878796713082	578137.1740674651	876.3204084730295	0.1457276192234076	767937.4583063372	0.0212365390045224	717.4680231550508	-1.6146524566432845	2.6071025557441936	514760.3642500165	730.5734337165775	556.7688168632528	1.009385	26.386629	0.236877305	0.134308	-0.0345537308	0.1535209455	0.0641916934	-0.0175276667	-0.0084531157	-0.094489174	-0.0956018184	-0.0204810278	-0.0314727366	0.092371575	-0.0540229845	-0.0089412614	0.1711448987	0.0143276966	-0.0551636717	-0.0031667496	-0.0191151813	0.034642078	-0.022608956	0.0013077222	-0.0250263081	-0.0068936451	-0.1295743816	0.0049364009	-0.035057962	-0.0427864529	0.0446308916	0.1277805565	-0.1094910675	-0.0402109692	0.0092707199	-0.0429314213	-0.0157996528	0.0960242562	-0.0666064562	0.0077026148	-0.052308479	-0.0928650464	0.0668654021	-0.037811422	0.1350266647	0.2007330488	0.0314078335	0.0685394867	-0.0759531368	0.1233050693	0.0869876967	-0.0207300315	-0.0799643979	-0.0185827376	-0.1119589975	-0.0499657096	-0.1240007755	-0.025751709	0.1094673685	-0.0358225151	0.0705174078	-0.0589158035	-0.0637605529	-0.2035106848	-0.0317192426	0.0103962856	0.0459285242	0.101889254	0.0716651696	0.0207509045	0.1214544733	-0.0222876586	-0.0138683394	-0.0004469657	0.0561227522	0.0293624063	-0.0111221968	0.1022356192	-0.0157876028	0.0189810491	-0.1147881369	0.0466902238	-0.0097170846	-0.1117937371	0.0125919386	0.0074502578	-0.1229987835	-0.0542813106	0.1319193885	-0.0012951234	-0.0066679492	-0.0782551077	-0.1084324389	0.0734046514	-0.2243846064	-0.0405560554	0.0483555618	-0.0555762796	0.0117230846	-0.0337089513	-0.0423477682	-0.0347914715	0.0827708516	-0.1045870311	-0.035085115	0.0667375931	-0.0388772161	0.0088127209	-0.1089340813	0.0527986337	-0.0074151471	-0.1109577298	0.1023656194	-0.1281574198	-0.0313265944	0.1314319122	0.0469607322	0.108671781	0.0525931799	-0.0084102398	0.0195447282	-0.0249075409	-0.0784054657	-0.0416565456	-0.0830138341	-0.0629029277	-0.1511453235	-0.0169122263	0.1147820769	0.1138687213	0.1123518419	0.0	-0.0146037	0.0165506	0.00021326805369	0.0002739223603599	-0.100293	-0.1237891999999999	0.0153237660366399	0.0100586858489999	-0.00572627	-0.02462367	0.0006063251242689	3.27901681129e-05	0.0015018	-0.00048199	2.323143601000001e-07	2.25540324e-06	-4.37047e-05	-0.0005601047	1.91010080209e-09	3.1371727496209e-07	0.000533946	-0.000396182	1.5696017712400004e-07	2.85098330916e-07	0.0
755.9876250811717	-4.365696781411543	19.05930838722711	571517.2892758702	873.7539661347622	-2.5664423382672794	763445.9933362271	6.58662627565082	714.5742552113592	-2.893767943691614	8.373892911937194	510616.3662108687	727.5805963846185	543.195149862974	1.065983	27.866173	0.33299262	0.201486	-0.0030923467	0.1641046737	-0.0506185514	0.0019603078	-0.0071053202	-0.0608013132	-0.0112730865	0.0063884002	-0.0446872839	0.0625363182	0.0812948146	-0.0384652117	0.1174046232	-0.0967583944	0.0370497847	-0.0768601023	-0.13363202	-0.0043839616	0.1728849929	-0.0038434327	-0.0093098198	0.0223354912	-0.2322584301	-0.0219271343	-0.1556262404	0.1550856247	-0.2083346995	0.0256359586	-0.1000872763	0.024528622	0.014681776	0.147803848	-0.0255841948	0.0274052307	0.0341043391	-0.0817313816	0.000908577	-0.0809641247	0.0291673523	0.0783741946	-0.0394941218	-0.0143778862	-0.0129367308	0.1339356149	-0.0760370938	0.000798237	0.0445521784	-0.0299046841	-0.2285256517	0.0265894206	-0.083425689	-0.036747025	-0.0684587894	-0.0249087237	0.1387533513	-0.0002397798	-0.0833714455	-0.1482064043	0.0321482129	0.1334785815	0.0753825143	-0.0941261539	-0.0023660145	-0.1525670617	-0.0469552352	-0.0473779128	-0.1024405736	-0.0066921599	0.0513914633	-0.0698336964	0.0109215612	0.131936594	-0.1184000154	0.0908124987	0.0961563391	-0.036533996	0.0378873027	-0.1790338918	0.067635591	-0.1442339213	0.1013005467	-0.0727753281	-0.1464301739	-0.0548392813	0.0449229019	0.0142958227	0.1173302093	0.0290737905	-0.0005754648	-0.007848432	-0.1089239772	-0.061471562	-0.1227147573	-0.1040375	-0.1128510235	0.0329568855	-0.0284983541	-0.0611490548	-0.0329917368	0.0043489761	-0.0302710553	0.0633491378	0.1122011567	-0.0703197801	0.0713887908	0.0271085832	-0.0909799782	-0.1227211245	0.1114820486	-0.1159354641	0.0114070082	0.0083539744	-0.0470705009	-0.1269620642	-0.040468822	0.2639839097	0.0866705618	0.0947957357	0.0466911896	-0.0692996711	-0.0157831688	0.0022315307	0.100338006	0.1720120387	0.1145830448	0.1130753912	0.1105773123	0.0	-0.0101694	0.0044343	0.00010341669636	1.9663016490000003e-05	0.0462398	0.1465328	0.0214718614758399	0.0021381191040399	0.118636	0.12436227	0.0154659741995529	0.014074500496	0.000596238	-0.000905562	8.20042535844e-07	3.55499752644e-07	-4.37047e-05	0.0	1.91010080209e-09	0.0	0.000781649	0.000247703	6.135677620900004e-08	6.10975159201e-07	0.0
757.0524403724938	1.0648152913221338	1.133831604633441	573128.3974739483	871.7772860281169	-1.97668010664529	759995.6364345492	3.907264244007235	716.7289352685026	2.1546800571434237	4.642646148651585	513700.3666511214	729.4776948916392	533.9858120063615	1.071322	28.005741	0.218237235	0.151775	-0.0295590342	0.1539291881	-0.2254946995	-0.0136001853	-0.0570780045	-0.0083951459	0.018929185	-0.0857780303	0.008508658	0.0254833313	0.1207238339	-0.1835598505	0.1081600171	0.1068005936	0.1323001944	0.1208255394	0.0107873591	0.0958752225	0.1292387529	-0.0882389749	0.1325897624	-0.1404831052	-0.1576155911	0.1447241426	0.0481933986	0.0494526154	-0.1881451477	-0.1146558182	-0.0171766893	0.0618160255	-0.1193584452	-0.0066265753	-0.0220023472	0.0083991021	0.0032392998	-0.0922057049	-0.0389354817	-0.120746589	-0.0256027828	0.0216945003	-0.0284345482	-0.0946381197	0.0552570717	-0.0177176384	-0.0368842556	0.0378585026	0.0339837819	0.0935899732	0.1031626152	0.007388251	0.1065445153	-0.0450725375	-0.02251194	0.0432511821	0.0904714183	-0.0512411887	0.0473053014	-0.0004607273	0.0450103156	0.0337263258	0.0004881094	0.023825221	-0.0608060286	-0.0008935859	-0.0084894209	0.0835894635	0.084077594	0.0633884883	-0.0817965065	0.0062487922	-0.1704399414	-0.0805666867	-0.0627468249	-0.0677925271	-0.0707317955	-0.0233433213	0.1128957124	0.0119712093	0.0122557858	0.0875058815	0.028431497	-0.1520521994	-0.1155346245	0.0691276026	0.099993324	-0.0252602615	0.210863597	-0.0183271718	-0.0451719754	0.051314144	-0.0019342981	-0.0588859795	-0.0533028162	0.0035187771	-0.04272586	0.0888012919	0.0465951535	-0.054968146	0.0775675232	0.1045672889	0.0435512861	0.0319495248	0.1070020747	-0.1212858976	0.0987880563	-0.0991406307	0.0137975926	0.0908317887	-0.0575790256	0.0055973653	-0.0650346163	0.0167156994	0.2069764564	0.0307510609	0.064113567	0.0145988569	-0.0523990109	-0.0337809726	0.1233991585	0.0254910253	0.1688500972	-0.0631945515	-0.1539890174	-0.0803989917	0.1143344162	0.1120863067	0.1083721437	0.0	-0.010129	4.039999999999946e-05	0.000102596641	1.6321599999999567e-09	0.189116	0.1428762	0.02041360852644	0.035764861456	0.0750522	-0.0435838	0.00189954762244	0.00563283272484	0.000814777	0.000218539	4.775929452100001e-08	6.638615597290001e-07	0.000322773	0.0003664777	1.04182409529e-07	1.3430590459729e-07	0.000831369	4.971999999999995e-05	2.472078399999995e-09	6.91174414161e-07	0.0
762.197022234229	5.144581861735219	26.46672253209501	580944.3007027259	875.95409525755	4.176809229433047	767295.5769984729	17.445735339077086	719.8285626490339	3.099627380531274	9.607689898139167	518153.1596053741	732.4399933695474	538.4280670769391	1.040006	27.18709	0.1863472	0.123495	-0.0932465804	0.1656199858	-0.0732188139	-0.0196791248	-0.0502444196	-0.032422955	-0.076040834	-0.0844584324	0.0022203201	-0.0151577815	0.0375017389	-0.0606238067	0.1237389565	0.1020639176	0.0753645959	0.0486458636	-0.1093369342	0.0347425957	0.0236206201	-0.0640010068	0.1009410717	-0.0741761548	-0.1078073366	0.0716519478	0.0853391987	-0.0794633018	0.0172039105	-0.048567099	0.0019086904	-0.0020815867	-0.0820949372	0.0657772621	-0.0470771949	0.103972558	0.0777978476	0.0579202677	-0.0385475731	0.144138361	-0.1054697037	0.1277007339	0.1534762022	-0.0540299117	0.2508792599	-0.1674662028	-0.0477620002	-0.1309752878	0.030779609	-0.0290721422	0.0353160252	-0.0524209648	-0.0688414983	0.1246242755	0.0624838278	-0.0195868655	-0.0096365916	0.0105395609	0.112784394	-0.0547471497	-0.0022004898	-0.0151321327	-0.0992364883	-0.0256676409	-0.1307757708	0.0882900409	0.0626678679	0.1299061941	0.0875540801	0.0079354713	0.0697365408	0.0749844666	-0.0159687774	0.1087942793	0.0761215728	-0.1171126659	0.1255713846	-0.0019885201	-0.0018202851	0.1265923045	0.027129364	0.0683705265	-0.028234287	-0.0235329557	-0.0444967352	-0.1464043718	0.0939590098	-0.0388984679	0.0030017842	0.0908743868	-0.1764993474	0.0098761961	0.1198486417	0.1159759465	-0.0478913796	0.1011872529	-0.00873005	-0.0696510686	0.1718789621	0.0471098746	0.0239865266	0.0329805283	0.2202102947	-0.0496380226	-0.0180001771	-0.0728879459	-0.0592784918	-0.0720427876	-0.0289270847	-0.0186692037	0.0742820936	0.0089090319	0.1054138758	-0.0200092616	0.1299750776	0.0391453883	0.1668155345	0.1039610522	0.0808582837	-0.104015434	-0.1026207213	-0.0638058507	-0.0090107344	-0.0671533137	0.0381467856	-0.0504671333	0.1140362989	0.1109031803	0.1057449239	0.0	-0.0101302	-1.1999999999998123e-06	0.00010262095204	1.4399999999995496e-12	0.0748298	-0.1142862	0.01306133551044	0.00559949896804	0.0314588	-0.0435934	0.0019003845235599	0.00098965609744	0.00105363	0.000238853	5.705075560900002e-08	1.1101361769000002e-06	0.000242299	-8.0474e-05	5.8708805401e-08	6.476064676e-09	0.00108137	0.0002500009999999	6.250050000099996e-08	1.1693610768999998e-06	0.0
765.7622193493761	3.5651971151470434	12.7106304698528	586391.776582882	878.1198633416999	2.1657680841499314	771094.4943952457	4.690551394322465	719.3101442307528	-0.5184184182810441	0.2687576564130196	517407.0835932664	732.065481221982	553.9733350223979	1.105253	28.892744	0.21441175	0.118566	0.0791652434	0.082333913	0.008137303	-0.044974462	0.018682633	-0.0257482191	-0.0915692925	0.0213860177	0.0106195817	0.0053684617	-0.1143656118	-0.0351028859	0.0696853789	0.0986759597	0.1548802844	-0.0226171591	-0.0290303404	0.0850587385	-0.1392429455	0.0525831832	0.1286180484	0.0340472073	-0.0222611883	0.1312720177	0.1199320577	-0.0353193547	0.0371733353	0.0302533413	-0.0161651434	-0.0785377482	-0.0967701443	0.0052665357	-0.0370130681	0.1177823622	0.0402323365	0.0245306461	-0.012019106	-0.0102437513	0.1191951957	-0.1123555297	-0.0040760508	0.195063445	0.0776952994	0.0401867572	0.0947562775	0.0339869544	0.1014795753	-0.0050165518	0.04127244	0.197559062	0.102523977	0.0238240365	0.1294989217	-0.0990953248	-0.1508332722	0.0086295338	-0.0574709869	0.0992114088	-0.0004281372	0.0293840803	0.0460381543	-0.0880460807	0.1214316707	-0.0331338521	-0.1601130888	0.2375798014	-0.0127907607	0.0690041396	-0.0038859963	0.1099506076	-0.0253241487	-0.0278547195	0.0660689393	-0.0565375854	0.1243779669	0.070986061	-0.0283652718	0.1062726017	-0.0568288253	0.0100117509	0.0025948483	-0.0671028449	-0.0435726389	-0.0700095191	0.1284532989	0.003737872	-0.0580647277	0.094654588	-0.0043098819	-0.0488662083	-0.0711095325	0.0783991719	0.1655050202	0.0688217669	-0.010166128	0.0079189718	-0.1170374977	0.1538855517	-0.0655169484	-0.0006405804	-0.1091568615	0.024644526	-0.1122778211	0.0935960863	-0.0586889772	-0.1928273433	0.0936220741	0.0768101569	-0.1025382171	0.0059813078	-0.1329812828	-0.2515547278	-0.0305503682	0.0239693736	0.0084626933	-0.072744463	-0.0480231889	-0.0453712526	0.0484623079	-0.0595348888	-0.0057615203	0.0234668516	0.0890102234	-0.1145386579	0.1136888217	0.1095280601	0.1027058847	0.0	-0.0101826	-5.239999999999932e-05	0.00010368534276	2.745759999999929e-09	0.0026834	-0.0721464	0.00520510303296	7.20063556e-06	-0.0586176	-0.0900764	0.00811375783696	0.00343602302976	0.000445126	-0.000608504	3.702771180160001e-07	1.98137155876e-07	0.00045279	0.000210491	2.050187841e-07	4.430646108100001e-08	0.000857634	-0.0002237359999999	5.0057797695999954e-08	7.35536077956e-07	0.0
761.1084372429667	-4.6537821064093805	21.65768789393613	579286.053242431	879.6334875467004	1.5136242050004969	773755.0724135711	2.2910582339633856	717.574027076964	-1.7361171537888822	3.014102771680009	514912.4843354514	731.1390470774822	560.7735481928403	1.164547	30.442749	0.2233487	0.122766	-0.0460408603	0.0739207908	0.104300512	0.138786724	0.0299062081	-0.0557841122	-0.0705642646	-0.0794977804	0.010014831	0.0333421133	-0.0420194014	0.0454529811	0.0234221313	0.0619182176	-0.1680231366	-0.209658051	-0.0305632453	0.0350468153	0.0895921112	0.0093044959	-0.0472693003	0.0098790213	-0.0586026239	0.0595249064	-0.160317167	0.0599000285	0.0745237909	0.0298657321	-0.0025152584	-0.0432600088	0.0941863022	-0.0662308892	0.0785391155	-0.0577511655	0.1488455592	0.0930408237	-0.0183327212	-0.0493342625	0.0232113214	0.014012671	0.0455854528	-0.0420711801	0.0584820504	-0.0613495278	0.0890522203	0.05634415	0.1865598045	0.0510749816	0.0513437058	-0.0047154251	0.0538878663	0.1354384346	0.0540945092	-0.0172670056	0.0286091657	-0.0478022436	0.0198246271	0.0458140953	0.0167322628	-0.100734241	-0.0383559433	0.0493935108	-0.1237091219	-0.0502245904	0.0339447364	0.040082607	-0.0498449033	-0.062185082	0.0285381797	-0.0539905404	-0.0132454691	0.0538562734	0.0210541145	-0.0052964196	0.1615340564	-0.0721031271	-0.083932799	-0.0730614124	0.0413994337	-0.0808468702	-0.0574816194	0.1677756215	-0.0320721107	0.0736167062	0.0701901002	-0.0755184382	0.0001407169	-0.116235243	-0.1507451789	-0.1327128552	-0.0812198275	0.0587251597	-0.0446282363	0.056572875	0.1816351541	0.0476599556	0.0298748888	-0.1022824013	-0.018102018	0.0038192566	0.0536782218	-0.0328487888	0.0312747792	0.0022858408	-0.0389040786	-0.008772905	0.0833151276	0.0450293302	0.0382310543	0.0459387249	-0.0436803546	-0.0568483412	-0.0210433457	-0.0436101799	-0.0440081346	-0.0488434159	0.0584876936	-0.0554596815	-0.0266563549	0.0883914644	0.0096620888	0.0241004798	-0.0926422254	0.1449135693	0.1132921352	0.1079633266	0.0992668614	0.0	-0.0101438	3.880000000000029e-05	0.0001028966784399	1.5054400000000227e-09	-0.0884777	-0.0911611	0.00831034615321	0.00782830339729	-0.00264815	0.05596945	0.0031325793333024	7.012698422500001e-06	0.000383813	-6.131300000000001e-05	3.7592839690000015e-09	1.47312418969e-07	-0.000574359	-0.001027149	3.29888260881e-07	1.055035068201e-06	0.000422509	-0.000435125	1.8933376562500006e-07	1.78513855081e-07	0.0
