global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
792.793162410268	n/a	n/a	628520.9983644736	855.58743942379	n/a	n/a	732029.8664997575	752.403290265007	n/a	n/a	566110.7112016083	758.8390744295147	635.0857033359276	n/a	n/a	n/a	n/a	-0.0918272546	0.0064597386	0.0280008539	-0.0279288478	0.0506822613	0.1565017371	-0.0031089887	0.1109702476	-0.0103187678	0.1266395644	0.0458283546	-0.1208222879	0.0969634382	-0.1381896665	0.0276798357	-0.0116988094	0.0399881647	0.0250383176	-0.0880609487	0.0342567053	-0.0276082858	0.0038060158	-0.0547940469	-0.0858839624	0.0990751754	-0.0804314119	0.0196828384	-0.0076271333	0.0984038629	-0.1106582483	0.0068711367	-0.0036134073	0.0784106271	-0.1454141008	0.1386449633	-0.0340150739	0.0469417938	-0.0544830369	0.1043771519	-0.0322995441	0.1049616875	-0.0990430262	-0.0911601165	0.0336679283	-0.11411003	-0.0786986153	0.0004410307	0.126844596	-0.0253232465	-0.0324758007	0.0422590714	0.0257164006	0.0657220455	-0.0687663981	-0.1542398188	0.1517271971	0.0458263348	-0.0716178953	0.0783769367	-0.090492678	0.0673872816	-0.10671174	0.1938243816	-0.0336568467	0.0489324996	-0.0488526738	0.0720098991	-0.1531098644	-0.0153288819	0.0770315049	-0.0167694708	0.0421111711	-0.0892629619	0.1312991313	-0.0375985854	0.0798878986	-0.0507040645	0.0642395371	-0.0041419093	0.0246167889	-0.0186626789	0.0426681903	-0.0816953123	0.040000097	0.0207725869	-0.005614336	0.1357653816	0.001910533	-0.0617189097	-0.066982936	0.0617443668	0.0920395955	-0.1789639279	-0.0391639575	0.0382776473	0.0216931053	0.1324175706	0.1147017419	0.1146833673	0.1146527451	0.00959598	n/a	n/a	9.20828321604e-05	-0.0201522	n/a	n/a	0.0004061111648399	0.0572199	n/a	0.0032741169560099	n/a	-0.000581169	n/a	n/a	3.37757406561e-07	-0.000361746	n/a	n/a	1.3086016851599997e-07	0.00110815	n/a	n/a	1.2279964225e-06
791.9336710441179	-0.8594913661501096	0.7387254084865817	627158.9393334131	850.9938369577034	-4.593602466086622	21.101183616437098	724190.5105399942	751.6938409723807	-0.7094492926262319	0.5033182988078608	565043.6305558108	757.572622532025	632.8568806386519	1.042855	19.458958	0.05852472	0.0296322	-0.1021204851	0.0561835742	-0.085639748	0.0869703811	-0.0849167797	0.091268645	0.0997172376	-0.0705283953	0.0683938836	-0.0503935701	0.0277625362	-0.0814734511	-0.0255497293	0.0363913528	0.0112888913	0.0875928868	-0.1086614001	-0.0506039499	0.0086678849	-0.0366604949	-0.0446566622	-0.0542666848	0.0085319771	-0.0608892376	0.1483742319	-0.0523470715	0.0660153726	-0.0124224796	0.0526293296	-0.0478092518	-0.0241385657	0.1063046482	-0.1215747686	-0.0380119247	0.1751278936	-0.0099387566	-0.0367116882	0.1341722819	-0.0954718597	-0.0587301024	-0.0434376378	-0.096088753	-0.1114332759	0.0787576985	0.0561160688	-0.0330190684	-0.0122607948	-0.0649272731	0.1550204577	0.0215469488	0.01714982	0.1241062698	0.0300520182	-0.0627518995	0.0264794201	0.0731668543	-0.0445041346	0.0721213752	0.0712965537	0.0634105458	0.0539297925	-0.0402674924	-0.0022488962	-0.0655826411	0.0153630186	-0.0229124017	-0.111661394	-0.1061752235	-0.1284753307	-0.0224661168	0.0361885014	0.0209256053	-0.0096697392	0.0362476563	0.0148046868	0.042786785	0.0629074211	0.0712892304	-0.0751541347	0.0653426021	-0.0682429324	-0.0079008781	0.0263657116	0.1951852583	-0.0092320709	0.096845122	-0.0334121995	0.035184374	-0.0882155092	-0.1504800606	0.0640924496	-0.084513336	-0.0283844566	0.1039872508	-0.0565330881	0.0710171321	0.0142919135	0.1146527451	0.1144874327	0.1142120884	0.0187346	0.00913862	8.35143755044e-05	0.00035098523716	-0.0176314	0.0025208	6.35443264e-06	0.0003108662659599	0.0530112	-0.0042086999999999	0.00281018732544	1.7713155689999963e-05	-0.000636019	-5.485000000000006e-05	3.008522500000006e-09	4.0452016836100004e-07	-0.000715194	-0.000353448	1.2492548870400006e-07	5.115024576360001e-07	0.000663316	-0.000444834	1.9787728755600005e-07	4.39988115856e-07
791.5298346853411	-0.4038363587767435	0.1630838046700587	626519.4791970035	849.2264312495979	-1.767405708105457	3.1237229370437523	721185.531532928	751.2721716084052	-0.4216693639755249	0.1778050525155237	564409.875833209	757.608140800041	635.6425451452881	1.039692	19.39994	0.1180491	0.0525022	-0.10732967	0.0106529442	-0.0121075946	-0.1034176098	0.0301642721	-0.0492940334	0.1226889353	0.0565329798	0.1119085414	-0.0284216653	-0.0483926227	0.0137683923	0.0031372046	-0.0110774066	0.0644862614	-0.0738624304	-0.1135737386	-0.0184199409	0.0220787233	-0.0636639954	-0.0833665388	-0.0419672961	-0.058248639	0.0315239644	-0.0040908608	-0.0290822427	-0.0434823682	0.05115767	0.057541344	0.1295909384	-0.1368047812	0.0244428468	0.0765034373	-0.090708508	0.0293227734	-0.1416603385	-0.0873292558	0.0235779494	0.0868670991	-0.0418172385	-0.0202643142	-0.1008378231	-0.0698364472	0.0554769511	0.1332782723	-0.0404868478	0.0109699831	-0.0390079807	-0.0947650866	-0.004146303	-0.2910468227	0.0205129534	0.0777129801	0.0303554132	-0.0776195212	0.000953943	0.0303188972	-0.0576937196	-0.0528884218	0.115570186	0.062999611	0.0127242606	0.0482157365	0.027851367	-0.0436919625	-0.0601989103	-0.1210210883	-0.1164879217	-0.020166061	0.0287954659	0.0383163218	0.0462482687	0.0489517438	-0.1005116532	-0.1211424071	0.1535457945	-0.0381277439	0.0815315484	0.0455583963	-0.1352052191	0.0635304175	0.0779339685	0.0391348281	0.0212971889	-0.1497686776	-0.0588775681	-0.1294342261	0.0200862231	-0.0994828881	0.012447137	0.0918809115	0.0454149027	0.0470336013	-0.0784353907	-0.0496510194	0.1554998781	0.0108085958	0.1145547726	0.1140958982	0.1133324686	-0.00310415	-0.02183875	0.0004769310015625	9.6357472225e-06	0.0131319	0.0307633	0.00094638062689	0.00017244679761	0.0395744	-0.0134367999999999	0.00156613313536	0.0001805475942399	-0.00104331	-0.0004072909999999	1.6588595868099994e-07	1.0884957561e-06	-0.000555794	0.0001594	2.5408360000000027e-08	3.08906970436e-07	0.000189802	-0.0004735139999999	2.2421550819600003e-07	3.6024799204e-08
791.7018489257367	0.1720142403955833	0.0295888988988695	626791.81759243	847.364967272956	-1.8614639766418577	3.4650481363353185	718027.3877614979	751.2659752022009	-0.0061964062042534	3.8395449848110464e-05	564400.565496514	757.9727700768302	627.3720658702072	1.031991	19.256237	0.1348170699999999	0.0602877	-0.1204143405	-0.0358057613	0.0358553414	0.0534497485	0.1350722903	0.0714147787	0.0987474553	-0.034964421	0.0217736117	-0.0247322653	0.0645481771	-0.0783889872	-0.0663592961	-0.029628378	-0.0785909458	-0.0255409822	-0.100373917	-0.0708623628	-0.0293502624	-0.1155274767	-0.1086088464	0.0929605051	0.0977416098	-0.0861802073	0.13625736	0.0236010295	-0.0003237806	0.1214698282	0.0762379249	-0.1346742373	0.0387317004	0.0624109337	0.0027507536	-0.1012698037	0.0089959749	-0.082836274	0.1576402575	-0.1389321343	0.1017847253	0.0493267356	0.1140198873	0.0421472874	-0.0478456975	0.0962917898	-0.1021637743	0.0923865966	0.0305354897	-0.0277375906	-0.0243769225	-0.0808621278	-0.0649128866	-0.1469026259	-0.0318541476	-0.0703567389	-0.0601789244	-0.030997272	-0.0646728192	-0.1263497081	0.0722001489	0.0551907737	0.0112331712	-0.0598191832	0.0319091528	0.049278317	0.1245498572	-0.1461850315	-0.0671252675	-0.0421874433	-0.0902092324	-0.0534966497	0.0525540986	0.0379143838	-0.0041760462	0.1788449923	-0.134486159	-0.0775046564	-0.0681667558	0.1018769446	0.0574569084	-0.0258846084	0.1308321195	-0.1327239211	-0.0472708157	-0.0996392747	0.0160444504	-0.1396465699	0.0602926944	0.0994665642	-0.1388097057	0.080735759	0.0080342375	-0.0311345955	0.1138660011	-0.0805850652	0.0315131979	-0.0600528921	0.0638426611	0.1144078661	0.1135094328	0.1120172664	0.00936567	0.01246982	0.0001554964108323	8.771577454889999e-05	-0.0176171	-0.030749	0.000945501001	0.00031036221241	0.0736519999999999	0.0340775999999998	0.0054246171039999	0.0011612828217599	-0.00060552	0.0004377899999999	1.9166008410000002e-07	3.666544704e-07	-0.000433704	0.00012209	1.49059681e-08	1.88099159616e-07	0.0007803349999999	0.0005905329999999	3.487292240888819e-07	6.089227122248439e-07
793.4483451661705	1.7464962404337712	3.050249117849297	629560.2764469344	847.9641438646863	0.59917659173027	0.3590125880775027	719043.1892801705	751.4393569226377	0.1733817204367369	0.0300612209816028	564661.1071323073	756.964205590762	635.9486625944529	1.087292	20.288113	0.121933226	0.055878	-0.0744039642	-0.0744031161	0.0363529439	-0.1082770135	-0.0273148306	0.0392019304	0.1438154354	0.0326767903	0.0383604803	0.0909959073	0.039501819	0.0907467591	-0.2453625196	-0.066075295	-0.1453058068	-0.0139034673	-0.0680676578	0.169025794	-0.0593789365	-0.1604856603	-0.0517030812	0.0431957873	-0.0045904379	-0.0825710288	-0.1370302271	-0.0240259613	-0.039280781	-0.078888211	0.0690732116	0.0787035342	0.0941260461	-0.0249263826	0.0188594099	-0.1346263971	-0.0153655012	0.0437411709	0.0379095108	-0.038334376	0.0193766414	-0.021103664	0.0272927824	-0.0698249346	0.0327590349	-0.0534667626	-0.0229047488	-0.1132750876	-0.0669739798	-0.0326858882	0.0398583485	-0.0345932317	0.0065725956	-0.0166240451	-0.0771069083	0.0641564091	0.1869049224	-0.0135836986	-0.0702888252	0.0115944594	-0.0902719294	-0.0267579788	-0.0634819732	-0.2415108233	-0.0743210508	0.0877577443	0.085279348	-0.0106663846	-0.0206367558	0.0322721322	0.0203564685	0.2070955283	0.0333866829	-0.0389640165	0.029900673	-0.0649569732	-0.0051879068	0.0393162648	-0.1556144769	0.0687861033	0.0687322815	0.0170476308	-0.0080601625	-0.047627892	-0.0400727602	0.0943784629	0.0376165811	0.0420910012	-0.1062651721	0.0089254358	-0.062340074	0.0089199143	-0.0524808117	-0.0752380085	0.019854332	-0.0249712563	0.0822609846	0.0778220269	-0.2027049378	0.1142120884	0.1127290384	0.1102715368	0.00515782	-0.00420785	1.77060016225e-05	2.66031071524e-05	-0.000950674	0.016666426	0.0002777697556134	9.03781054276e-07	0.0353717	-0.0382802999999999	0.00125115716089	0.0014653813680899	-0.000987852	-0.000382332	1.46177758224e-07	9.75851573904e-07	-0.000150038	0.000283666	8.046639955600003e-08	2.2511401444e-08	0.00019076	-0.0005895749999999	3.475986806248821e-07	3.63893776e-08
794.6659660714296	1.217620905259082	1.4826006689239466	631493.9976322384	853.5377318043071	5.573587939620779	31.064882520686204	728526.6596136413	753.0620702106971	1.622713288059458	2.633198415244738	567102.4815900209	757.8791458864837	648.0839014200169	1.127291	21.034466	0.092179459	0.0502715	-0.0314206043	-0.0768464961	-0.0633115398	0.0072401675	0.0111142788	0.1724509185	0.0012506272	0.0789590662	-0.0112351417	0.0074368724	0.0019851119	0.0905205484	-0.0558204142	0.0205801671	0.110500722	0.0158511439	0.0573642044	0.0470114489	-0.0226015822	-0.0306816616	0.0573415883	0.0545191727	0.0160932539	0.1646149157	-0.1384956583	-0.0580608923	-0.0389607927	0.0764888804	-0.0043626668	0.0362956191	-0.0189881926	-0.1242470088	0.0651865406	-0.1053985605	-0.1217999871	0.1389884152	0.0112946709	-0.0364438733	-0.0106968002	0.0404941385	-0.1055399418	-0.0527471754	0.091752046	-0.0336527205	-0.0740923941	-0.0213693083	0.0723890444	-0.0731483153	0.0183874597	-0.0843547318	0.046485257	0.0040665806	-0.073122648	0.0822742197	-0.0383964682	0.1649334029	0.1207518759	0.0429508179	0.0830108577	-0.0438477021	0.0263264255	-0.1342557623	0.1075882922	0.0262167043	-0.0445230973	-0.007002049	0.126689002	0.1352020339	0.0390428663	0.0449192996	-0.003638504	-0.0412415106	0.18033566	-0.0435633274	0.1408273151	0.1745032664	-0.0790736988	-0.0427006209	0.0429525578	0.0010542412	0.0350100262	-0.0532005846	0.0004327742	-0.0062380289	-0.0323289983	0.0300890442	-0.1337396164	-0.0787671279	0.0690835159	0.0208437872	0.0225542591	0.0351450671	-0.0742333792	-0.0608419918	0.1357691288	0.0499319347	-0.1546408799	0.1139675232	0.1117560484	0.1081019891	0.00757912	0.0024213	5.862693690000002e-06	5.74430599744e-05	-0.000836865	0.0001138089999999	1.2952488480999996e-08	7.00343028225e-07	0.0395321	0.0041604	0.00156278693041	1.7308928160000014e-05	-0.00040608	0.0005817719999999	3.384586599839999e-07	1.6490096640000004e-07	-0.000765735	-0.000615697	3.79082795809e-07	5.86350090225e-07	0.00070297	0.00051221	2.623590841e-07	4.941668209e-07
794.8001787866544	0.1342127152248622	0.0180130529280299	631707.3241992978	853.0758294423325	-0.4619023619745803	0.2133537919976962	727738.3707787236	752.6775400661863	-0.3845301445107907	0.1478634320374895	566523.4793200855	758.1850846743193	652.1270404154264	1.049195	19.577248	0.1173431349999999	0.0560537	-0.0119851546	-0.0643085737	-0.1105630814	0.0694209034	-0.070804347	0.0267042776	0.0629733379	-0.0960049005	0.0547163145	-0.0658079314	-0.0907697473	0.0550243685	0.0058853955	-0.0464555221	-0.0432600342	0.0674383001	-0.059253124	0.0057089228	0.0501206048	0.0556828943	-0.0193698859	0.0193496774	0.0235260968	-0.0049321051	0.0496791818	0.120044073	-0.0765326561	-0.0327681907	-0.1274220032	0.1145823445	-0.0664153974	0.0428446079	-0.0270694257	0.1715535715	-0.0449781536	0.0594343018	-0.0025487513	-0.0587786586	-0.0343596642	-0.0590729001	0.1013367907	0.0036467083	0.2174003709	-0.1240507096	0.0943043402	0.0450696272	-0.0100729897	0.0457633068	0.0650711037	-0.065805763	-0.1040495886	-0.0242558054	0.074188887	-0.111505125	-0.1319532764	-0.0505828843	-0.0641475026	0.0732308638	0.0357409126	0.0415352231	-0.004315313	-0.0071671253	-0.0098396277	0.0071402263	-0.0564978322	0.0878765817	-0.0629656573	0.0849176631	-0.049223358	0.0124513421	0.0216669195	0.0466798047	-0.0577233531	-0.0771665778	0.0341557625	-0.049137023	0.1647541797	-0.007551684	0.0295837346	0.0869631431	-0.0330832406	-0.0385461397	0.0540638811	-0.0623678447	-0.0140244461	-0.1753576277	-0.1624475821	-0.0029598876	0.0313858878	0.0873594063	0.0233662165	0.0130710156	0.0079436458	0.0060623618	0.0719599288	-0.008483657	0.0428670833	0.1136742748	0.110592125	0.105516962	-0.00392015	-0.0114992699999999	0.0001322332105328	1.53675760225e-05	0.0072806	0.008117465	6.589323802622502e-05	5.300713636e-05	0.010874	-0.0286581	0.000118243876	0.0008212866956099	-0.00116513	-0.0007590499999999	5.761569024999998e-07	1.3575279168999998e-06	-0.0008405529999999	-7.481799999989997e-05	5.5977331239850325e-09	7.065293458088318e-07	0.000155472	-0.000547498	2.99754060004e-07	2.4171542784e-08
794.8603078439855	0.0601290573310961	0.0036155035355262	631802.9089858355	853.9712895799523	0.895460137619807	0.8018488580660837	729266.9634268468	752.7406022255309	0.0630621593445539	0.0039768359411979	566618.4142388549	758.3120993101741	656.659813221988	1.003556	18.725662	0.054002245	0.0284397	-0.0016017434	-0.0409110122	-0.0340612059	-0.095770626	-0.015122897	-0.0503144048	0.0558009189	0.0189840512	0.090384212	-0.0341086717	-0.0506029213	0.0659900245	-0.0148850251	-0.1532121286	-0.0212907244	0.0597697339	-0.0297862635	0.014204011	0.1741614629	0.0305642565	-0.0352885502	-0.0216991851	-0.0301154506	0.0694336043	-0.0398093248	0.0563671965	0.0230487889	-0.0444512543	0.014800188	-0.0175104971	0.0458559376	-0.1121712074	-0.0603197719	-0.1114248348	-0.0413876786	0.0440919224	0.0920270867	-0.0253580146	0.0870700411	0.0132095119	-0.1341908354	-0.0359612689	-0.0807610257	-0.1098748923	0.011882731	0.0181153316	0.1567169335	0.1008868756	0.0341770569	0.1427095169	-0.0225563113	0.0665988259	0.0401501785	-0.1128653996	-0.1290380235	0.0154162144	-0.0060175767	0.0381809774	-0.0777614478	0.115948404	-0.0221108407	-0.0092935445	0.1175545631	0.0126557867	0.1394263133	-0.0511328378	0.0200543249	0.0142136181	0.0596772888	0.0462893692	0.0165932149	0.0165580716	-0.0426158791	0.0337778157	0.0424240043	-0.0700972088	-0.1377402652	0.044623029	-0.0094982196	-0.1078650888	-0.0891495541	-0.0861489048	0.0042690101	0.0261547817	0.0454246958	0.0791362514	-0.0868281412	-0.0671679053	0.0441096938	-6.09443e-05	-0.0391256257	0.0825428315	0.0654424962	-0.0376298943	0.0275445446	-0.0400024855	-0.0194331058	0.1133324686	0.1092392569	0.1025263906	-0.0209199	-0.01699975	0.0002889915000625	0.00043764221601	0.0190466	0.011766	0.000138438756	0.00036277297156	-0.00545923	-0.01633323	2.98031921929e-05	0.0002667744022329	-0.00116513	0.0	0.0	1.3575279168999998e-06	-0.0008405529999999	0.0	0.0	7.065293458088318e-07	-2.25933e-05	-0.0001780653	3.1707251064090005e-08	5.104572048899998e-10
794.4882973614735	-0.3720104825119961	0.1383917990988081	631211.6546443332	849.011241183879	-4.960048396073375	24.602080091390064	720820.0876565906	752.0708805245813	-0.6697217009495944	0.4485271567228179	565610.609333019	757.8060282932735	650.8191385241756	1.021057	19.052216	0.070861825	0.0425246	-0.0122154938	-0.0276525168	0.1086730038	0.044826127	0.1468196821	0.0063640318	0.044699737	-0.0729908898	0.0853639251	-0.0333505069	0.0319449983	0.0138835627	0.0409727866	-0.0410597032	0.0082932594	-0.0979469963	-0.0935840282	-0.0044031372	0.0134089772	0.0796520096	0.0897776148	0.069587332	-0.0613854942	0.0043044072	-0.0622898166	-0.0601984597	-0.025569403	-0.0756313493	0.0089596502	0.0502453609	0.0410035364	-0.1134409096	-0.0749955987	0.0478702924	-0.0201969616	0.0124571189	-0.0889550672	0.0465958663	0.042353928	-0.0046289517	0.0585741897	-0.0533204691	-0.0801116573	-0.0279915951	-0.0727225992	0.0747622137	0.1012865596	-0.0482488398	-0.0273450572	-0.0668345218	0.2000971796	-0.0538947192	-0.2331678615	0.0244343996	0.0619101145	0.0932716551	0.0089557661	-0.1317822697	0.0406651965	0.095068819	-0.008796659	-0.0240355921	-0.002094324	0.0180406257	-0.051912773	0.0557989389	-0.0105050197	0.0225663052	0.1183837541	-0.0197246839	-0.0211501906	0.0679859726	-0.0291073361	0.0039217434	0.0200989268	-0.029637424	0.077012325	-0.0738232755	0.0560942684	0.0225233261	-0.0992830139	0.0603091153	-0.0042085039	-0.0053027031	0.0837974929	0.0093683383	0.0214851556	0.0795550617	0.087776702	0.0101720919	0.0792829096	-0.0093474275	-0.0197204757	0.027731838	-0.026815425	-0.0411582124	-0.0381042669	0.1129422506	0.1076997553	0.099141769	-0.00970658	0.01121332	0.0001257385454224	9.42176952964e-05	-0.0190304	-0.038077	0.001449857929	0.0003621561241599	-0.00545379	5.439999999999785e-06	2.97438253641e-05	2.9593599999997656e-11	-0.00116513	0.0	0.0	1.3575279168999998e-06	-0.00106039	-0.0002198370000001	4.8328306569043986e-08	1.1244269521e-06	0.000188891	0.0002114843	4.472560914649001e-08	3.5679809881e-08
794.5663182499804	0.0780208885068987	0.0060872590434059	631335.6340973292	852.0724565074325	3.061215323553597	9.371039257159351	726027.4711386105	752.6702455626801	0.5993650380987674	0.3592384488951369	566512.4985553852	759.1539921606803	649.097500771342	1.005618	18.764143	0.040752609	0.022132	-0.0295390218	0.0064366259	0.1370299809	0.1207042982	0.0440611485	-0.0567947757	0.0942401167	-0.1122202808	-0.005387272	0.0988392894	0.0093179215	0.0146255552	0.0980107991	0.0032163072	-0.150918956	-0.0803878234	-0.0308336751	0.0541317277	-0.0835271045	-0.0290430725	0.0408767131	-0.0657959472	-0.0761200874	0.0243322925	-0.0226605358	0.0098654014	0.0711659238	-0.0289836946	-0.1410832739	-0.0927871197	-0.1305980226	0.0301420158	0.01936497	0.0916782439	-0.1070940202	-0.0863350228	-0.0861008785	-0.0967962426	0.1676347387	-0.0206389637	-0.0216720916	0.0856434206	0.0201195639	0.0804491946	-0.0601100218	-0.0924244018	-0.056114694	-0.0881722318	-0.029111824	0.0932331355	-0.0063413396	-0.0070026937	-0.0535174601	-0.0946050316	-0.1741888381	0.0205296765	-0.15110478	-0.0861891581	-0.0169333366	0.0160733143	-0.019468979	-0.0260857957	-0.143087182	-0.0706928358	0.0153808353	0.0604303928	0.0897987477	-0.0641765795	-0.004154891	-0.0627465416	0.0678636978	-0.1306537739	0.0872254001	-0.090495452	-0.0360935919	0.0443548261	0.1294921413	0.1507621204	0.0306069749	-0.0874438272	-0.0503440755	-0.0220164483	0.0708326848	-0.0116029674	0.1085482046	0.077674787	0.082118582	0.0309965769	0.0173047098	0.143487646	-0.0741174439	0.0464529845	-0.1086376072	-0.0977002622	-0.0136857858	-0.0509486132	0.0421285559	0.1125037874	0.1059762505	0.0953761056	-0.000691611	0.009014969	8.126966607096098e-05	4.783257753209999e-07	-0.0190184	1.1999999999998123e-05	1.4399999999995496e-10	0.00036169953856	0.011303	0.01675679	0.000127757809	0.0002807900111041	-0.000902683	0.0002624469999999	6.887842780899994e-08	8.148365984890001e-07	-0.00102346	3.693000000000012e-05	1.363824900000009e-09	1.0474703715999995e-06	0.000188891	0.0	0.0	3.5679809881e-08
