global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
726.4910711910604	n/a	n/a	527789.2765203344	824.2493808216993	n/a	n/a	679387.0417849547	662.6038424135661	n/a	n/a	439043.85198122193	686.3222614285376	654.1092996926358	n/a	n/a	n/a	n/a	-0.0322645003	0.0013883728	-0.0605100227	0.0417375349	-0.0344647989	0.0033733524	-0.0036693783	0.00752992	0.0122155749	-0.0135772476	0.0221667409	-0.0278049971	0.0380643966	-0.0723811104	0.0205482279	-0.0108461618	-0.0059346506	0.0334582741	-0.0181802265	0.0718502757	-0.0072142069	0.0649838947	0.1147017419	0.1146833673	0.1146527451	0.000114259	n/a	1.3055119081e-08	n/a	-0.150478	n/a	n/a	0.022643628484	-0.362286	n/a	n/a	0.131251145796	0.000435539	n/a	n/a	1.8969422052100002e-07	0.000517832	n/a	n/a	2.68149980224e-07	0.000296395	n/a	n/a	8.784999602500001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0316108189097	-1.4594603721507156	2.1300245778783053	525670.836686663	819.5034026022005	-4.745978219498852	22.52430925995749	671585.8268765843	662.0740233054203	-0.5298191081458299	0.2807082873564426	438342.0123358262	685.2000790094863	652.7768659141277	0.710633	23.741535	0.070428254	0.0400889	-0.0185099639	0.0140258308	-0.0147184655	0.0265794204	-0.017416487	-0.0181690135	0.0006870993	-0.042545681	0.0026372715	-0.0247199357	-0.0114539406	0.0599405005	0.0398468712	-0.0251175134	0.0266164858	-0.0019901555	-0.0305889177	-0.0259332967	0.0226829072	0.0133323807	0.0233017703	0.0831265057	0.1146527451	0.1144874327	0.1142120884	-0.00753114	-0.007645399	5.671806969960001e-05	5.845212586920101e-05	-0.13651	0.013968	0.000195105024	0.0186349800999999	-0.336671	0.025615	0.0006561282249999	0.113347362241	6.72779e-05	-0.0003682610999999	1.3561623777321e-07	4.52631582841e-09	0.00046206	-5.5772e-05	3.1105159839999994e-09	2.134994436e-07	0.000256431	-3.9964000000000026e-05	1.597121296000002e-09	6.5756857761e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0270615563874	-0.0045492625223459	2.0695789497221875e-05	525664.2399890895	818.7782734234753	-0.725129178725183	0.5258123258386584	670397.8610303273	664.6105347216501	2.536511416229814	6.433890164664177	441707.1628629977	687.538632855612	649.9979170703898	0.770142	25.7297	0.20466237	0.127638	0.0091702877	0.0257784576	0.0025886741	0.0132009652	-0.0162357063	0.0041026187	-0.0264739469	-0.0323260833	0.0796754583	-0.0048759098	-0.0443608075	-0.0743169805	-0.0595722241	0.0160979908	-0.0427748765	-0.0281401169	-0.0125233787	0.0044209183	0.094839649	-0.0340658049	-0.0142622378	-0.0558303386	0.1145547726	0.1140958982	0.1133324686	-0.0145048	-0.00697366	0.00021038922304	4.86319337956e-05	-0.0383175	0.0981924999999999	0.0096417670562499	0.0014682308062499	-0.256209	0.0804619999999999	0.0064741334439999	0.065643051681	0.000153362	8.608410000000002e-05	7.410472272810003e-09	2.3519903044000004e-08	0.000338002	-0.0001240579999999	1.5390387363999993e-08	1.14245352004e-07	8.588889999999998e-05	-0.0001705421	2.9084607872410004e-08	7.376903143209997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
721.7706767465727	-3.2563848098146764	10.604042029591763	520952.9098112055	806.7002368161037	-12.078036607371589	145.87896828900816	650765.2720791578	661.9709603902631	-2.639574331386939	6.967352650916806	438205.5524000073	682.6831753794393	642.1412101546665	1.034037	34.546177	0.4712437619999999	0.26933	-0.0066030212	-0.0256931092	-0.0069146525	0.0251900292	0.0180751178	-0.0849106322	-0.0029537443	-0.1037902775	-0.0342943889	-0.1199189361	-0.0878296532	0.1100940414	0.0444388144	-0.1038137532	-0.0100357303	0.0060384235	-0.0847225942	-0.0492256963	0.0483333639	0.0058691918	-0.141238928	0.044336521	0.1144078661	0.1135094328	0.1120172664	0.000578057	0.015082857	3.34149895249e-07	0.0002274925752824	-0.232339	-0.1940214999999999	0.0376443424622499	0.0539814109209999	-0.431357	-0.1751479999999999	0.0306768219039999	0.1860688614489999	0.000730453	0.000577091	3.3303402228100005e-07	5.33561585209e-07	0.00128472	0.000946718	8.96274971524e-07	1.6505054784000002e-06	0.000301908	0.0002160191	4.666425156481e-08	9.1148440464e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.6897059765822	2.919029230009528	8.520731645650018	525175.1699484251	819.6796508142404	12.979413998136692	168.46518773502672	671874.7299589551	661.0344297403749	-0.9365306498882546	0.8770896581801165	436966.5173021826	684.231939533576	651.9738406068128	1.079869	36.077362	0.198611057	0.105527	-0.0302519557	-0.0770144643	0.0253634625	0.1080801764	-0.0109726764	-0.0268159547	0.0165380143	0.0324288698	-0.0231010845	0.0183864873	-0.04509087	0.0010519369	0.1322355232	-0.0554779688	0.0099314319	0.0127469215	0.0004941977	0.0528413621	-0.0977340073	0.0688606524	-0.0803425391	0.1909054363	0.1142120884	0.1127290384	0.1102715368	-0.0374035	-0.037981557	0.00139902181225	0.0014425986721442	-0.170837	0.061502	0.003782496004	0.0291852805689999	-0.481298	-0.049941	0.002494103481	0.231647764804	0.00125096	0.0005205069999999	2.709275370489999e-07	1.5649009216e-06	0.00165843	0.0003737099999999	1.3965916409999997e-07	2.7503900649e-06	0.000212395	-8.9513e-05	8.012577169e-09	4.5111636025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.2769140967898	-8.412791879792394	70.77506721270085	513052.61766802	806.0032099888275	-13.676440825412897	187.0450336510206	649641.174512294	648.0285412987084	-13.005888441666457	169.15313415707314	419940.99033773184	669.6994040869635	663.390596676297	1.204047	40.22604	1.18277675	0.590457	-0.0996818914	-0.1133431547	-0.129283427	0.1063345019	0.034145658	-0.0519158198	0.1731301768	-0.0686480497	-0.0582926653	0.0947964837	0.0603657272	0.127489929	0.1606838601	-0.0641988494	-0.0627876858	0.1629904682	-0.0810378588	0.0336636464	-0.1144296184	-0.005664696	0.0972373617	0.2241720571	0.1139675232	0.1117560484	0.1081019891	-0.113847	-0.0764435	0.012961139409	0.00584360869225	-0.382694	-0.211857	0.0448833884489999	0.146454697636	-0.8334089999999998	-0.3521109999999998	0.1239821563209998	0.6945705612809997	0.00581557	0.00456461	2.0835664452100003e-05	3.38208544249e-05	0.00599512	0.00433669	1.88068801561e-05	3.5941463814399993e-05	-0.00173361	-0.001946005	3.786935460025e-06	3.0054036321e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
705.786196956274	-10.490717140515812	110.05514612231228	498134.1558140004	776.1145889960422	-29.888620992785263	893.3296648503639	602353.8552524956	650.1546663204673	2.1261250217588668	4.520407608149141	422701.0901382782	669.4834982416729	633.7741320824716	1.292027	43.165359	0.2582132999999999	0.141579	-0.0327829544	-0.1365953853	-0.0315225226	-0.005900583	0.1537237445	-0.0793408373	0.1508037923	0.0015102263	0.0012445423	-0.0018621828	-0.1276534195	0.1825681849	0.1075417995	0.010508176	-0.1871381614	0.151918395	0.0245460543	-0.0750506312	0.1366666835	-0.1678753547	0.003718983	0.2086733682	0.1136742748	0.110592125	0.105516962	-0.0831012	0.0307458	0.00690580944144	0.00094530421764	-0.25983	0.1228639999999999	0.0150955624959999	0.0675116289	-0.789408	0.0440009999999998	0.0019360880009999	0.623164990464	0.00564905	-0.0001665199999999	2.7728910399999958e-08	3.19117659025e-05	0.0053522	-0.00064292	4.1334612640000004e-07	2.864604484e-05	-0.001331	0.00040261	1.6209481210000005e-07	1.771561e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.3225737329055	10.536376776631528	111.01523557914018	513118.0296393339	797.1129094048661	20.998320408823812	440.92945999162674	635388.9903398902	660.4594544873385	10.304788166871164	106.18865916408794	436206.69102171273	679.42532818143	636.4754700008366	1.29565	43.286392	1.1508767	0.618439	-0.0099670823	-0.0689103824	0.0396396588	0.0157530853	0.0866831305	0.0640945591	0.0285377309	0.0770769507	0.076862573	-0.0104479078	-0.0447698729	-0.0198387096	0.0405818992	0.0199472658	-0.0429992714	0.0440439345	0.0846652295	0.0622278286	0.0474830514	-0.0120368889	-0.0601622555	-0.0893290361	0.1133324686	0.1092392569	0.1025263906	-0.0355089	0.0475923	0.00126088197921	0.00226502701929	0.0124866	0.2723166	0.07415633063556	0.00015591517956	-0.388147	0.401261	0.161010390121	0.150658093609	0.000647735	-0.005001315	2.5013151729225e-05	4.1956063022500005e-07	0.00292377	-0.0024284299999999	5.897272264899998e-06	8.548431012900001e-06	-0.000166609	0.0011643909999999	1.3558064008809995e-06	2.7758558881e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
722.5285129388446	6.205939205939103	38.51368142781207	522047.45200961817	819.7869708178051	22.674061412939068	514.1130609577324	672050.6775226329	664.1886226527126	3.729168165374176	13.9066952056402	441146.5264613075	686.7453233205591	627.3163469451738	0.990997	33.108223	0.2445185	0.148346	-0.0089640157	-0.0823761426	-0.00291952	-0.0421758789	-0.0069336675	0.0248051066	-0.0225542533	-0.009541667	0.0034957741	0.0054568706	-0.0036500156	-0.0378707293	0.1287986538	0.0167861567	0.0287718622	-0.021777233	-0.0059980446	0.0489235173	-0.0666153546	0.0962030473	-0.0460142712	0.129993013	0.1129422506	0.1076997553	0.099141769	-0.035772	-0.0002630999999999	0.0012796359839999	6.922160999999752e-08	-0.0701794	-0.082666	0.006833667556	0.00492514818436	-0.272114	0.116033	0.0134636570889999	0.074046028996	0.000472701	-0.0001750339999999	3.0636901155999993e-08	2.2344623540100002e-07	0.00230633	-0.0006174399999999	3.812321536e-07	5.3191580689e-06	-0.000285263	-0.000118654	1.4078771716000004e-08	8.1374979169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.2996868545488	2.7711739157041397	7.679404871079012	526059.6357513065	820.4618698092949	0.6748989914897265	0.45548864871385	673157.6798109643	664.4645985246609	0.2759758719482761	0.0761626818976112	441513.2026925388	686.0808367210345	640.1162673153552	0.911996	30.468904	0.08907585	0.0424469	-0.0085156944	-0.044079109	-0.0292766768	0.0299314493	-0.0195928014	0.023684669	-0.0236226279	0.0231494262	0.081399364	-0.0083758908	-0.0009651924	-0.0679368423	0.0659324795	-0.0092808935	0.0472894049	-0.0172727481	-0.004830919	0.1007329779	-0.0089746988	0.1047457844	-0.0632729677	-0.0238416679	0.1125037874	0.1059762505	0.0953761056	-0.0183527	0.0174193	0.0003368215972899	0.0003034320124899	-0.0755534	-0.005374	2.887987600000004e-05	0.00570831625156	-0.291401	-0.019287	0.0003719883689999	0.084914542801	0.000100524	-0.000372177	1.3851571932900002e-07	1.0105074576e-08	0.00185725	-0.00044908	2.016728464000001e-07	3.4493775625e-06	-0.000166609	0.000118654	1.4078771716000004e-08	2.7758558881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
