global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
651.3713603327408	n/a	424284.6490617253	n/a	690.249051821581	n/a	n/a	476443.7535405916	615.8966971768369	n/a	379328.7415933364	n/a	620.7887813930525	496.6021785167866	n/a	n/a	n/a	n/a	-0.0628985388	0.049916536	-0.2037431248	0.098268352	-0.0443346895	0.0484047754	-0.01956393	0.1739623814	-0.0935443145	0.0162470323	-0.118901392	0.1546858224	-0.1172624554	0.0873153752	-0.0873781939	-0.0630549366	0.0321222545	-0.0718251369	0.19088107	-0.0380397012	0.1086816336	-0.038710129	0.0016813568	-0.148429128	0.0650762447	-0.0929887299	0.0972914573	-0.0504712203	0.0052520707	-0.1225754037	0.1776303438	-0.0150165786	0.1637998474	-0.1072746171	0.1380723688	-0.0784328101	0.0405413694	-0.084103955	0.1530885186	-0.0207714351	0.0214335603	0.0235677843	-0.0731415425	0.1466138857	0.1389624695	-0.0898294478	0.0338327576	0.0338482212	0.0018772876	-0.068042344	-0.0350489344	0.1256880374	0.0131233413	-0.0675265456	-0.0255180881	-0.0176329677	0.1377684459	0.1614503652	-0.1072204307	-0.0777931821	0.0649419882	0.0180659987	0.0203234056	-0.0775819007	0.1241328954	-0.1294014062	0.0159232556	-0.0254268387	0.1283674682	-0.0225778904	0.0229107936	-0.1943232299	0.0827262505	-0.0324052596	0.0260636793	-0.0192963888	0.2250195674	-0.1617047934	0.2464848666	-0.0535181407	0.0309165014	-0.06255379	0.0769537243	-0.0298570499	0.0932585837	-0.1246160813	0.0041183869	-0.0668266905	0.1631663388	-0.0533798083	0.0114832185	0.0572036979	-0.0516922888	-0.093168973	0.1747287014	-0.1003330702	0.01936939	0.0389785996	0.0128183045	-0.024920839	-0.0921108167	0.0190579188	0.0515720517	-0.1636655115	0.0465442926	0.0420585229	0.0043557005	0.1147017419	0.1146833673	0.1146527451	0.240792	n/a	n/a	0.057980787264	0.206052	n/a	0.042457426704	n/a	-0.145973	n/a	0.0213081167289999	n/a	0.00770634	n/a	5.93876761956e-05	n/a	-0.00112736	n/a	n/a	1.2709405696e-06	0.0010505	n/a	n/a	1.10355025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
651.0257799719143	-0.3455803608264887	423834.5661880394	0.1194257857889661	696.9331231092608	6.684071287679785	44.6768089787853	485715.77808682807	615.1141880236162	-0.782509153220758	378365.4643079526	0.6123205748742677	620.1445481543635	510.381521028564	1.318764	37.007771	0.3172905	0.169895	-0.0237593741	0.1734070554	-0.0685054553	0.1710016744	-0.064901781	-0.2363528183	-0.109020981	0.001083064	-0.0662447789	-0.1393995615	0.0273138088	0.1030914502	-0.1910218378	0.049382698	0.1757331078	-0.0095995567	-0.1072883123	-0.0220191025	0.0785827404	-0.063389777	-0.0260718901	0.1051617712	0.0331369312	-0.0021663044	0.0659074434	-0.0177164235	-0.0925697981	0.1306225519	0.0444569693	0.0302449632	-0.0018597672	-9.33121e-05	0.0218090865	-0.1388419265	0.1943111304	-0.137250542	0.0514016007	-0.0592391993	0.1103018112	-0.0796772841	0.0641252188	-0.0045155724	0.0229152559	0.0419805226	-0.0463042409	-0.0194561457	-0.0268420594	-0.0987769694	-0.1161263468	0.0049404766	-0.0053922989	-0.0655875865	-0.1721684293	-0.1001005798	-0.0093848034	-0.0756352637	-0.0930393144	-0.0116337516	-0.0715361506	0.1620674853	-0.0801227105	0.0824540837	-0.0386924322	0.1370563426	-0.0336044986	0.055139437	0.0653276006	-0.1211067405	0.1369642364	0.0067434103	-0.1096799105	0.1103638461	0.0016038413	-0.1634573925	-0.1231371598	0.0433645936	-0.0837203631	-0.1017037343	0.1049492421	-0.0287483088	-0.0446537631	0.0056401139	0.0170777282	0.0707121015	0.0569253982	-0.0085299316	0.0482173826	-0.1464630647	0.0157494373	-0.0226187821	0.0812436196	0.0850555002	0.0493058827	-0.056404717	0.0215058816	-0.0448073764	-0.1406065435	-0.0113824975	-0.0261542737	-0.1655785515	0.1035609778	0.0883080479	-0.0804513868	0.0018666393	0.0397164896	-0.0964872733	0.0658528651	0.1146527451	0.1144874327	0.1142120884	0.104915	-0.135877	0.018462559129	0.011007157225	0.205408	-0.000644	0.042192446464	4.147360000000073e-07	-0.0987515	0.0472214999999999	0.00975185875225	0.0022298700622499	0.00643645	-0.00126989	4.14278886025e-05	1.6126206121e-06	-0.0022681	-0.00114074	1.3012877475999997e-06	5.14427761e-06	0.00131083	0.00026033	6.777170890000001e-08	1.7182752889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.5392912633068	-1.4864887086074532	421901.290894839	2.209648680817454	689.4389982929813	-7.494124816279509	56.16190676197638	475326.13236722944	615.0071442836904	-0.1070437399257571	378233.78751998	0.0114583622572931	620.049866122762	498.8230304696727	1.273252	35.730602	0.22947425	0.106467	0.0902026403	0.0771053399	-0.2018296932	0.032219109	-0.012610193	-0.0066205915	-0.0188248821	0.1711398795	-0.1065250816	-0.026775341	0.0918598449	0.0942094279	-0.1148874118	-0.0390396589	-0.0981518863	0.0126413041	0.0580703265	0.0559386369	0.1732772988	-0.0405649115	0.1045724359	-0.0262333991	-0.0641091747	0.0823451008	-0.0034874985	-0.0693360636	-0.0212858624	0.0379772003	0.0608560818	0.0901476229	-0.0144201038	-0.0128795831	0.0715170522	0.06777672	0.0133379939	0.0228958591	0.032003433	-0.0519793956	0.1458974765	0.0151240651	-0.0918054897	0.0631955222	0.176864387	0.0090819978	-0.1593027636	0.0514323567	-0.0302977645	-0.0592046715	-0.0800734294	-0.1477255454	-0.1280551892	-0.0311125942	-0.1452703551	-0.0591921899	0.056209023	0.0972946297	0.0556798323	0.0846294974	0.0112478579	0.0139719807	0.0456132913	-0.075438893	-0.0312599499	-0.0733008583	0.080149313	-0.0332707363	0.1173416951	-0.0631369242	0.0627070792	0.051293549	0.0369784564	0.033354235	0.0667961596	-0.1192509241	-0.1165837327	-0.0340056995	0.0422520768	-0.0592203068	-0.012594576	-0.0370305583	-0.018271425	-0.0361825141	0.0674631003	0.0289974861	-0.0331791192	-0.0797738086	-0.0262947165	-0.0415952005	-0.0049635253	-0.0876428894	-0.1576004831	-0.02672836	0.1042386039	-0.0594381689	-0.0370388215	-0.0340242627	-0.0049056947	-0.002445856	0.0644093636	-0.1625129609	0.0270147851	0.0780025284	0.1425494709	0.1967118901	0.0450590312	0.1461674426	-0.0791153015	0.1145547726	0.1140958982	0.1133324686	0.17164	0.0667249999999999	0.0044522256249999	0.0294602895999999	0.161764	-0.043644	0.0261675916959999	0.001904798736	-0.109777	-0.0110254999999999	0.0120509897289999	0.0001215616502499	0.00516236	-0.0012740899999999	2.6649960769600005e-05	1.6233053280999986e-06	-0.00256853	-0.0003004299999999	9.025818489999996e-08	6.5973463609e-06	0.0007237549999999	-0.0005870750000001	3.446570556251175e-07	5.238213000248553e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647.9120658039653	-1.6272254593415028	419790.0450143619	2.6478626955291644	694.3305487502366	4.891550457255335	23.927265875874877	482094.9109278047	614.513423785793	-0.4937204978974705	377626.7480129376	0.2437599300441262	619.7660689984964	506.0427938983955	1.077455	30.236046	0.1644459	0.0900735	0.1015568723	0.1068566048	-0.0110597735	0.1112496689	0.0037634997	-0.1199904453	-0.0778578632	0.0010011775	-0.0201409336	-0.1017079835	0.075096401	-0.0130893143	-0.1571245803	-0.0012335484	0.0252914759	0.0249610019	-0.0855979308	0.0095660494	0.1186894955	-0.0242802522	0.1026835494	0.0041637048	0.0044217641	0.0794315939	-0.0570668543	-0.0941246762	0.0039437274	0.1152516132	0.0121446792	0.0254772753	-0.0093176634	-0.0866993428	-0.1106317931	0.0076946584	-0.0503926164	0.0004121535	0.0267295729	-0.1781661653	-0.1137707505	-0.0884695292	-0.0406063613	0.0048114302	0.0328306956	-0.1516306329	0.0871767562	-0.1685695024	0.0467226843	-0.0554432129	-0.0043795982	-0.0687569187	0.1142483871	0.0405250291	0.080528195	0.048328391	0.032751984	0.0132247007	-0.0031638619	-0.0256164745	0.0378048341	-0.0266624625	-0.0395237365	0.0553702771	0.0805593937	0.0737625709	-0.0532074637	0.0258141669	0.1050823495	-0.088987279	0.0719807332	0.0887614051	0.0074770793	0.0557075448	0.0296127821	-0.1147562749	-0.0828866316	0.0741257344	0.0019543454	0.1304236971	-0.0447879626	-0.0255467744	-0.031323532	-0.0589424062	0.0646212395	-0.0030220632	-0.0651656591	0.0080196146	-0.0026444983	0.0109181851	-0.101816314	-0.1018269767	-0.0691684968	0.1590702283	-0.1138011367	0.079742948	-0.0090305341	-0.0095606567	-0.0089612826	-0.014656441	-0.079119315	0.0317882189	-0.0013243891	-0.1008988694	-0.0596625506	0.0566080351	-0.1169200148	-0.0935474479	0.0115090507	0.1144078661	0.1135094328	0.1120172664	0.0946597	-0.0769802999999999	0.0059259665880899	0.00896045880409	0.143419	-0.018345	0.0205690095609999	0.000336539025	-0.100076	0.009701	0.010015205776	9.410940100000004e-05	0.00464276	-0.0005196	2.15552204176e-05	2.699841600000003e-07	-0.00290669	-0.00033816	1.1435218560000009e-07	8.4488467561e-06	0.000393123	-0.0003306319999999	1.0931751942393389e-07	1.54545693129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646.2855680896721	-1.6264977142932366	417685.0355209902	2.6454948146011232	689.5736557594313	-4.756892990805341	22.62803092597298	475511.82671742665	614.7181350106016	0.2047112248086477	377878.3855109122	0.0419066855626567	619.5069931842609	498.31155740075457	1.092862	30.668402	0.2023491	0.0930597	0.0568446177	0.0756734672	-0.1074810612	0.0155631742	0.0620250936	0.0202633317	-0.004158196	0.1289560899	-0.0504923018	0.0462405246	-0.0143785439	0.0964726713	-0.1202211849	-0.0692139239	-0.0448902285	0.0265510312	0.0243903015	0.0815279879	0.1080763292	0.0393393065	0.1180958155	-0.0474455476	0.0692122098	-0.1608577897	0.0980420197	0.0698582547	0.0771223077	0.1696041765	0.0957222527	-0.0530769577	-0.0248095412	-0.0925386208	-0.0384120235	0.1139747205	-0.0600873285	0.0167426612	-0.0201400776	-0.0015256897	-0.2250193672	-0.0437566986	0.0248691378	0.0571993504	-0.051453193	0.0070753162	-0.0719770511	-0.0538563311	0.0147442171	0.020143626	0.135949932	-0.1283768999	-0.0912078408	-0.0542319005	0.0017759977	-0.0414180185	-0.016579023	-0.024632374	0.0231680499	0.1399162283	-0.1396868621	0.0367613156	0.1445323899	0.0254977319	-0.0065137488	-0.0578096179	0.0541328611	-0.0338030888	0.1348810817	-0.0078960574	0.0849518415	0.0087275845	0.0072235422	-0.0255061025	0.0174182055	-0.0497376893	-0.0408800184	0.1140120113	-0.053948875	-0.0421663618	0.0230588681	0.1277966226	-0.081226106	-0.1538575616	0.0608570849	-0.0437221786	-0.0331656916	0.1211440168	0.0624275273	0.0493208178	-0.0739735969	0.1240926453	-0.1161232587	0.0342944207	-0.0737860371	0.0874572106	-0.0995222812	-0.0801360104	-0.0060167397	-0.0858556823	-0.00513783	-0.1981207544	-0.0944105577	0.0361801951	-0.1557406749	-0.0608879354	0.0570471152	0.0533530986	0.093426756	0.1142120884	0.1127290384	0.1102715368	0.0888564	-0.0058032999999999	3.367829088999997e-05	0.00789545982096	0.178927	0.035508	0.032014871329	0.001260818064	-0.056801	0.043275	0.0032263536009999	0.001872725625	0.00568177	0.00103901	3.22825103329e-05	1.0795417800999998e-06	-0.00175314	0.00115355	1.3306776024999998e-06	3.0734998596e-06	0.000230427	-0.000162696	2.6469988416e-08	5.309660232900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
646.1307887087733	-0.1547793808988444	417484.99611742137	0.0239566567514295	689.2059334312136	-0.3677223282177237	0.1352197106698633	475004.8186767904	615.667232638715	0.94909762811335	379046.1413450136	0.9007863076903866	620.5965175553316	489.4630881380759	1.144803	32.125992	0.15368625	0.073728	0.058385813	0.0549478881	0.032781852	0.0624323783	0.083905343	-0.1370929457	-0.0488122864	-0.0227675636	0.0712368998	0.0026322241	-0.0497930176	0.0424067811	-0.1747000799	0.0073076989	0.0517394455	-0.0090708656	-0.0167526931	-0.0421510251	0.1145772665	-0.0504533451	-0.0410005381	-0.0134021331	0.0479296715	-0.0245040618	-0.0357321252	-0.0495026255	-0.002051497	0.0315043864	-0.0401395226	0.0733718358	-0.1172516535	-0.0605480939	0.0497987164	0.0082664704	0.1101379094	-0.0540553421	-0.0405551119	-0.100006044	0.1410804665	0.0371680195	0.1225178366	0.1401452509	0.0365858365	0.0409333232	-0.0135990657	0.0030464282	-0.0015114754	0.0926047901	-0.0469087533	0.0098528788	-0.0274459976	-0.0079826763	0.1630769487	-0.1308451834	-0.0376946226	0.0296403714	0.0200651642	-0.1333388319	-0.0571010482	-0.1156142855	-0.0317820137	0.0531782325	0.150668817	0.0815794518	-0.0120609892	0.062386497	0.0324903531	-0.1088790166	0.0872873025	-0.0016963087	-0.028666931	-0.0339101581	0.0069530541	0.019674304	0.0018703143	0.0805467094	0.0084649413	0.0623532534	0.0227549526	-0.0618834077	-0.1671142956	-0.0729136678	-0.0144774022	0.026497159	-0.010516704	-0.2298107462	0.0219361529	-0.039781791	-0.0425824369	-0.0160772629	-0.0113028457	-0.0135276369	-0.0326312823	0.0386231968	0.1611233559	0.0448361413	0.1688024505	-0.1286252268	0.0215406505	0.0197557085	0.0310684298	0.0762674285	-0.0150160618	-0.1182062174	-0.1007681395	-0.0422862277	-0.0448031277	0.1139675232	0.1117560484	0.1081019891	0.111156	0.0222996	0.00049727216016	0.012355656336	0.157633	-0.021294	0.024848162689	0.000453434436	-0.10731	-0.050509	0.0115154361	0.002551159081	0.00531354	-0.0003682299999999	2.82337073316e-05	1.3559333289999985e-07	-0.00177774	-2.4600000000000056e-05	6.051600000000027e-10	3.1603595076000005e-06	0.00102927	0.000798843	6.381501386490001e-07	1.0593967329000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
647.0599832008306	0.9291944920573768	418686.6218598592	0.8634024040697666	688.4718945947112	-0.73403883650235	0.5388130134937238	473993.5496468312	615.5591078717372	-0.1081247669777667	378913.015283849	0.0116909652339963	620.5920360856223	495.3602287755354	1.126599	31.615149	0.1633489999999999	0.0834366	0.0897930128	-0.0018854028	-0.0484817321	-0.0024313671	0.0830578395	-0.0146305229	0.0843352701	0.0371211813	-0.0214120953	0.0458413839	-0.0832405857	0.0345546472	0.0131782652	-0.1701862747	0.017759266	0.0174498963	0.1045429428	-0.0326842679	0.0740346549	-0.0327406816	-0.0449552636	-0.0142720511	-0.0250699089	0.0589415894	0.1636733657	-0.0299175166	-0.0499399785	-0.0779269545	-0.0102337392	0.0923180416	0.0089440792	-0.0385623751	-0.0926038883	-0.1112899127	-0.0663941508	-0.0433999755	0.1730753576	0.0460899871	0.0484734858	0.0704163903	0.0061850021	0.0829110725	0.0109202068	-0.0608271201	0.0961336605	-0.0037320138	0.0554067197	-0.0748807303	0.0067237822	-0.0170756507	0.0158931601	0.1005233128	0.1674155038	0.2368642592	0.0127288081	-0.0632422151	-0.1573882767	-0.0138421041	0.0765897752	0.0366163759	-0.0265898729	0.0792185035	-0.1466466461	-0.1001203076	0.0435729594	-0.0192955288	-0.0019578304	-0.0308655084	0.0815501742	-0.0074937902	0.0451641686	0.0064659408	0.1078353807	0.1512285489	0.0608098645	-0.0225121413	-0.0641987153	-0.0057867079	-0.0591730378	-0.0412393468	-0.0947874584	-0.1059006877	-0.0322047608	0.115613122	0.1505193895	0.1384928942	-0.1407229304	0.0167164133	-0.0407821372	-0.0691001029	0.0751351505	-0.0221131757	-0.0203457823	0.0915033025	0.0579066755	-0.0683405856	-0.0938622123	0.0576031173	-0.0417259508	-0.0121451355	-0.0035112755	0.0095830617	-0.0138977977	0.0521233505	-0.0840978398	0.127210118	0.0476481459	0.1136742748	0.110592125	0.105516962	0.130012	0.0188559999999999	0.0003555487359999	0.0169031201439999	0.162234	0.0046009999999999	0.0263198707559999	2.1169200999999942e-05	-0.054616	0.052694	0.002982907456	0.002776657636	0.00441386	-0.0008996799999999	1.9482160099600004e-05	8.094241023999999e-07	-0.00113353	0.00064421	4.150065241000001e-07	1.2848902609e-06	0.00122934	0.0002000699999999	4.002800489999996e-08	1.5112768356e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
648.0392051193033	0.9792219184727172	419954.8113716585	0.9588755656173892	692.9868861413122	4.514991546600982	20.38514866587832	480230.824363832	616.1737489670239	0.6146410952867427	379670.08891607705	0.3777836760152867	621.0650068838552	485.4708695532347	1.174072	32.947353	0.3795379	0.162271	-0.0293054076	0.0619348397	0.0450895146	0.0013860755	0.0360252345	-0.0351609586	-0.0934342902	-0.0663036184	0.0668210145	-0.0315922108	-0.0444336793	0.0495807946	-0.0577120201	0.0434192448	0.0530866067	-0.0591870322	-0.1018853207	-0.0446543258	0.0556901443	0.0645750073	-0.0178454256	0.0887358328	0.037929584	-0.0982081816	-0.0140477846	-0.0968788348	0.0165980811	-0.0747240033	-0.1308468887	0.1917095045	-0.0020560911	0.1489884352	-0.0280542147	0.0219542467	-0.0339188475	0.1252374791	0.0031598387	-0.0368226812	-0.1122896029	0.1131545555	-0.0479908647	0.0321704653	0.0273349008	-0.0671945375	0.0228509705	0.0024137792	0.0377678614	0.0011684014	0.0174704015	-4.44784e-05	0.0915052602	0.0597247968	-0.0226871454	-0.0278266226	0.0463365459	-0.0068836558	0.1200913321	0.0078146334	-0.0979939098	-0.0616967824	0.0164403272	-0.0453882587	0.026252452	0.1415086868	-0.0159333689	0.039404486	-0.0335679355	-0.0544509919	0.0290025955	-0.0103313396	-0.0499522974	-0.1238128815	0.0587034036	0.1112710413	-0.0498995778	0.0348258976	-0.0832670992	0.0755490347	0.007212727	-0.122828769	-0.1232558718	0.0361972179	-0.0166851063	0.0919374165	-0.1618753007	0.1103441477	0.0293272952	0.0883522862	0.0513541491	0.0416373401	0.0518510435	0.0469003608	0.1019015251	-0.0131280448	0.0934662798	0.1122928793	0.075107806	-0.0210034333	0.0048515499	0.0299523272	0.0066740856	-0.1087390366	0.0820548808	-0.018394926	0.1152680514	-0.0445120775	-0.0606418618	0.1133324686	0.1092392569	0.1025263906	0.0540048	-0.0760072	0.0057770944518399	0.00291651842304	0.107697	-0.0545369999999999	0.011598643809	0.0029742843689999	-0.109908	-0.055292	0.012079768464	0.003057205264	0.00267022	-0.00174364	7.1300748484e-06	3.040280449600001e-06	-0.0028119	-0.00167837	2.8169258569e-06	7.90678161e-06	0.000777316	-0.000452024	2.04325696576e-07	6.04220163856e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.4801729597259	1.4409678404225588	421824.4950677955	2.0763883171320527	694.4988454793718	1.5119593380595688	2.2860210399455294	482328.6463721803	615.6974793343946	-0.4762696326292825	379083.38605872734	0.2268327629648318	621.1053254659123	500.09004224300486	1.222098	34.295078	0.230798	0.103155	0.0451989237	-0.0561965323	-0.1071709413	0.0482501582	0.0410692905	-0.0344083631	0.1101620677	0.1282494838	-0.0664644465	-0.061578172	0.0215341193	0.0222618862	0.0408497261	-0.0270547797	0.1318890822	0.0025274063	0.1767469158	0.0261368021	0.0621567419	0.0350983005	-0.0291837804	0.0431671605	0.0277496346	-0.0712962301	-0.034474039	-0.1010161195	-0.0339329728	-0.0095524581	-0.0670145205	0.0953569424	-0.0204666259	0.1467509553	-0.0546509948	-0.0134727349	-0.1164251437	-0.0233619489	0.0234374085	0.0550020772	-0.073779067	0.0184405819	-0.15812822	0.0846682248	0.1218692446	-0.1162844658	-0.062675669	0.0927189695	-0.0129888782	0.0008063716	-0.0897168394	-0.1013644387	-0.0749881037	-0.0812517194	-0.1023244484	0.0365637945	-0.1061536287	0.1103193959	0.0060245278	-0.139543333	0.1331876338	0.0267602494	0.0464517037	0.1177508953	-0.1522923867	-0.1629185566	0.0649368177	0.0208531919	-0.0289852733	-0.0503423499	-0.0011025826	-0.0566760515	-0.0210189785	0.0821417228	0.0417840767	0.0602313116	-0.0687733757	0.0201064327	-0.0911469311	0.0401452837	0.0323870494	-0.0799445277	-0.0151175265	0.0528469692	0.0226870411	-0.0141643124	-0.0312984787	0.1234844305	-0.0893631057	0.0943104858	-0.0446187429	0.0379827492	-0.0940028719	0.0307888475	0.1569754589	0.0409575139	-0.0398199046	0.005404362	-0.1778787506	-0.0515884126	-0.0270839548	-0.078489098	0.0457133093	-0.0140190648	0.1309336564	0.1546514054	-0.0472817982	0.0292013333	-0.0599792818	0.1129422506	0.1076997553	0.099141769	0.100796	0.0467912	0.0021894163974399	0.010159833616	0.131765	0.0240679999999999	0.017362015225	0.0005792686239999	-0.0748403	0.0350677	0.0056010705040899	0.00122974358329	0.00381609	0.0011458699999999	1.45625428881e-05	1.3130180568999994e-06	-0.0015851	0.0012268	1.5050382399999998e-06	2.51254201e-06	0.000902068	0.000124752	1.5563061504e-08	8.13726676624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
649.5502656111235	0.0700926513975446	421915.547555481	0.0049129797799377	691.0341018385133	-3.464743640858501	12.00444849686942	477528.1299037608	615.9744428774754	0.2769635430807966	379424.5142782162	0.0767088041958682	620.3418353388502	490.7271636496613	1.367515	38.375866	0.2548505	0.123305	-0.0230803239	0.1564902952	0.0616474536	0.0429788392	-0.0096164923	0.0027511916	-0.1173707794	-0.0747551181	-0.0677680717	0.0514083137	-0.1134166736	-0.1481263849	-0.1010988573	-0.0769021383	0.0030490197	-0.0625812785	-0.1030033934	-0.0817805779	0.0016143614	0.0069419133	0.0736225871	0.1116640146	-0.1347533511	-0.0234884732	0.0618604588	0.1449848722	0.0061059175	-0.0953374494	0.0067104083	0.0044818524	-0.0221942417	0.1371603376	0.0094156097	0.0759481502	0.0504864635	-0.0627398031	0.0044788325	-0.1197396711	-0.0920504178	-0.0642338512	-0.0032888645	0.0499991165	-0.1807314196	0.0547742172	-0.0258064782	0.1194634011	0.0696805067	0.0398203484	0.1167958578	0.0406348494	-0.0514059291	-0.173791004	0.056643207	0.072840528	-0.0644352519	0.1378544589	-0.0845762773	-0.1240311153	0.0010510559	0.081192371	0.0041662887	0.0152178661	0.1192297631	0.1306342238	-0.0063053067	-0.105145738	-0.0113062571	0.0070420222	0.0699044661	0.138891911	-0.0682208505	-0.0226381238	-0.1441931274	0.1387025343	-0.0585036211	-0.0049431104	-0.0233995008	-0.0884505472	-0.0727978011	-0.0644976214	0.0171905008	0.0104126957	-0.0427017089	0.0717979129	-0.047421307	0.0134323133	0.1072176835	0.0966631044	-0.0994833284	0.0263859057	0.1693383585	-0.0436424796	-0.0112379169	-0.1638293133	-0.0695487472	-0.2076883394	-0.0441671023	-0.0065150851	0.0349419675	0.1202543573	0.0193971107	0.0942421518	-0.0627314596	-0.0162921756	-0.0946783855	0.086014196	-0.0114511592	0.1125037874	0.1059762505	0.0953761056	0.10409	0.003294	1.0850436000000034e-05	0.0108347281	0.0856751	-0.0460898999999999	0.00734022276001	0.0021242788820099	-0.169284	-0.0944436999999999	0.0286570726559999	0.0089196124696899	0.00261906	-0.00119703	6.8594752836e-06	1.4328808209e-06	-0.00254287	-0.0009577699999999	9.173233729e-07	6.4661878369e-06	0.00083641	-6.565800000000001e-05	4.310972964000002e-09	6.995816881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
