global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
671.1020968148964	n/a	450378.0243493506	n/a	874.1097510307411	n/a	764067.8568470242	n/a	644.9568631456717	n/a	n/a	415969.3553187048	680.1668077047661	503.6579394536721	n/a	n/a	n/a	n/a	-0.0028010175	-0.0088852137	0.0593477924	-0.0527782018	-0.0197730695	0.0770499539	-0.2077056668	0.0898921828	-0.0301585025	0.0069152021	-0.0324871414	0.0517795819	-0.0592936464	0.0146987314	-0.059339822	0.1152132204	-0.0820772841	0.0949841909	-0.0807491819	0.0302768849	-0.111242622	0.0442481572	-0.0424329403	0.0603638384	-0.0686894842	0.1624433135	-0.0010174132	0.0903184023	-0.0445178228	0.0527976838	-0.0157608312	0.0299985867	-0.0295198113	0.1651782111	-0.0731480137	0.0697166882	-0.0457069359	0.0255139515	-0.0594211384	-0.0275620768	0.0824495049	0.1647216479	-0.0282041474	0.0890159815	0.0033253848	0.0013538755	0.0047878283	-0.0490391018	-0.0491648217	0.1179968463	-0.0018809023	0.0599827457	0.0053702927	-0.1141549892	0.0412674296	-0.0278845552	-0.1457882751	0.0860921232	-0.0364617282	0.0744662331	-0.0544195592	0.1395743978	-0.0182046572	0.138177392	-0.0689475882	0.0424089796	-0.0568023183	0.0173721345	-0.0245738763	0.0193462741	-0.0902346617	0.0097680723	-0.0530854517	0.0950055096	-0.0065690531	0.0315624896	-0.089115707	0.0944135242	-0.0025801693	-0.0139965134	0.0586908214	-0.0046046942	-0.0789794902	0.1147017419	0.1146833673	0.1146527451	0.036489	n/a	0.001331447121	n/a	-0.058312	n/a	0.003400289344	n/a	-0.0531705	n/a	n/a	0.00282710207025	0.00125222	n/a	1.5680549284e-06	n/a	0.00106613	n/a	n/a	1.1366331769e-06	0.00021173	n/a	4.48295929e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.3541600781165	-4.747936736779934	444027.86665341206	22.542903256464488	867.7970713921553	-6.312679638585792	753071.7571168015	39.84992421941564	643.6015994900335	-1.3552636556381683	1.836739576293732	414223.0188661296	680.0589943727869	502.5018365505864	0.914605	29.744743	0.29321955	0.130507	0.0627147214	0.047588501	0.0183156009	-0.0203990073	0.0467537672	0.0378602923	-0.0728223249	0.0456825113	-0.0257073555	-0.1336166839	-0.0546697406	-0.0289973978	0.0004561137	0.0730264555	-0.0743743724	0.1595014814	0.0042017974	0.1174922436	0.0101324722	-0.0242462925	0.0046317112	-0.0286601596	-0.0034245746	0.1016971099	-0.1082608109	-0.0699366864	0.0334191124	0.0173083304	-0.0401316162	0.0991496339	-0.0667599719	0.2339674378	0.0498602262	0.1221651776	-0.0243318827	0.0181779397	0.0005832095	0.0351045923	-0.1336898391	-0.0830944125	-0.0527843047	-0.1131937752	-0.0100884661	-0.0339107999	0.0449800323	0.0655109415	-0.094064696	0.0286221599	-0.142102212	0.1143804865	-0.075426933	0.0166524259	0.0398416732	0.0053877115	0.0728585914	0.0129561455	-0.1672575238	0.0787293648	0.0939628819	0.0666612309	0.0695526355	0.069886021	0.0066108136	0.1626072511	-0.0794540313	0.001287889	0.07630833	-0.019582694	-0.042924815	-0.0023147884	-0.0707596128	-0.0563690471	-0.0860815955	0.0124613273	0.1307185595	0.0244503331	-0.0308508188	0.0917086118	0.0491113155	-0.1144211982	0.0408354864	-0.0635669775	-0.0397634612	0.1146527451	0.1144874327	0.1142120884	-0.0229419	-0.0594309	0.00052633077561	0.00353203187481	-0.140224	-0.0819119999999999	0.0196627701759999	0.0067095757439999	-0.110255	-0.0570845	0.00325864014025	0.012156165025	0.00099855	-0.00025367	9.971021025e-07	6.434846890000005e-08	-0.000227779	-0.001293909	1.674200500281e-06	5.1883272841e-08	0.000559994	0.0003482639999999	3.13593280036e-07	1.2128781369599996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.3708308751492	-2.983329202967297	440060.85925598576	8.900253133277491	862.1350012894196	-5.662070102735697	743276.7604483076	32.05903784829343	643.799519316157	0.1979198261234387	0.0391722575727322	414477.8210717148	678.2448647763423	482.5524208579865	1.007962	32.78093	0.49329034	0.297829	-0.0353875082	-0.0411267042	-0.088091791	-0.0225818892	-0.0774212456	0.0847062443	0.0316477602	-0.0106568311	0.1319104952	0.0701224155	0.0534145724	-0.0707119603	-0.0515793547	0.1602422388	-0.1115258115	-0.0439157299	0.0464941206	0.0200872626	0.1417788976	0.0230877785	-0.0300553046	0.1954460481	-0.0839130102	0.1664066858	0.0197489928	0.0362805124	-0.0743503291	0.0568108698	-0.1194003057	0.0133296134	-0.0425986054	-0.012515208	0.0861702465	-0.0047859606	0.0861316087	-0.0145902511	-0.0423684355	-0.0226742283	0.0340762847	0.003334593	0.0393762502	-0.0801249284	-0.0750390966	-0.0012823991	-0.036162989	-0.1136754087	0.092415896	-0.0456074347	-0.0319919321	-0.0833452479	0.0383682665	0.0954174899	-0.015350903	0.0550929887	0.1369577978	0.1305162239	0.0970004776	-0.0880284153	0.0431560423	-0.0054133177	-0.0686434141	0.1301234483	-0.0410391752	0.1107218517	-0.0664652568	0.0851652043	-0.0377458807	0.0020073305	-0.0032094049	-0.0191697512	0.0529514189	0.1092990745	-0.0634707485	0.0166885432	-0.1303729046	-0.0293689517	0.0457602633	0.0536005896	0.0551943862	0.0812077058	0.0426811978	-0.0412681931	0.0420632931	0.1145547726	0.1140958982	0.1133324686	-0.0334352	-0.0104932999999999	0.0011179125990399	0.0001101093448899	0.00996591	0.1501899099999999	9.93193621281e-05	0.022557009065808	0.124328	0.2345829999999999	0.0550291838889999	0.0154574515839999	-3.28056e-05	-0.0010313556	1.07620739136e-09	1.0636943736513602e-06	-0.00110486	-0.000877081	7.692710805610001e-07	1.2207156196e-06	0.00061204	5.204600000000004e-05	3.745929616e-07	2.7087861160000037e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.0844175521187	-1.2864133230305017	438355.7759653282	1.6548592376703777	860.616229939998	-1.5187713494216268	740660.2952361355	2.306666411823989	642.822942471375	-0.9765768447820165	0.9537023337643986	413221.3353675567	676.6886237067586	471.2156014154469	0.966274	31.425131	0.430913245	0.207958	-0.0214665484	-0.0539493869	-0.1092049081	0.0587244672	-0.0024185766	-0.0930670067	0.0215411805	-0.0137912939	-0.1000085129	0.0342316667	0.0111814298	-0.0443388532	0.0484676897	0.0557943313	-0.0503121445	0.2143013374	-0.0401598637	-0.084584564	0.0500834999	0.0441596884	-0.0217117243	0.0384168922	0.105882363	0.0535803937	-0.0633896902	-0.0607719232	0.0860269261	0.1101133359	0.1144874638	0.0746531392	0.1786655665	0.0266108168	-0.0690728431	-0.0228759317	-0.0704428637	-0.0809388127	-0.0255159575	0.0867183269	0.1773366081	-0.0706197463	-0.057650307	0.0381513941	-0.2292357017	-0.0097701957	0.0472801389	0.0449465074	0.0624331341	-0.0933207405	0.0502559154	-0.0257518307	0.0026181099	-0.0801621087	0.0264432492	0.0921961061	0.0094934347	-0.0496912382	0.0342947531	0.0841397871	0.0885317377	0.1212099184	-0.1506711971	-0.0203488761	-0.0894088578	0.1377886317	-0.0436457689	0.0035642654	0.0296856245	0.0270830446	0.1075234661	0.1052354674	-0.0214397133	0.0940887553	0.0658384941	-0.2512304776	0.0596777027	-0.0608200011	-0.0261289905	-0.0634717345	0.0325545904	-0.0799310812	-0.0447699806	-0.0511302951	-0.1266900922	0.1144078661	0.1135094328	0.1120172664	-0.0691312	-0.035696	0.00477912281344	0.001274204416	-0.0461718	-0.05613771	0.0021318351152399	0.0031514424840441	-0.0329441	-0.1572721	0.02473451343841	0.0010853137248099	9.58631e-05	0.0001286687	9.189733941609998e-09	1.655563435969e-08	-0.00250458	-0.00139972	1.9592160784e-06	6.272920976400001e-06	0.0027198	0.00210776	7.397312040000001e-06	4.4426522176000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.8217434805865	4.73732592846784	444651.2375784891	22.44225695253368	865.6972986155552	5.081068675557162	749431.8128302697	25.81725888572821	643.6617290277773	0.8387865564022832	0.7035628872012005	414300.42141502775	676.9337149906405	484.33449987182325	1.050892	34.177094	0.660855905	0.315288	-0.0384992914	0.0533346756	-0.1361859395	-0.0200895214	-0.0155214638	0.0148459395	0.0604910399	0.0657020904	-0.1518667021	0.071056319	0.096878215	-0.0504993708	0.0659685012	-0.1346458224	-0.0313427012	-0.0780545926	-0.0356291238	-0.0496618889	0.0706753963	-0.034616248	0.0179291928	-0.128018384	0.144602426	0.0778430365	-0.1702384686	-0.0134204503	-0.129990065	-0.0661128127	-0.0348706846	0.041019042	0.1303435537	-0.066209254	0.0781077513	-0.0502677542	0.0623813221	0.0616053934	0.0052788557	-0.0876638993	0.1529459407	0.0690022641	0.025942305	-0.0724006269	0.0280589227	0.014441595	0.0035331538	-0.0796038312	0.0447786133	-0.1007956227	0.0005137708	-0.09672714	0.052182179	0.0510135226	0.0155047282	0.0803942496	-0.1064316012	-0.0709121463	0.04135667	-0.1389724523	0.0626715693	0.0627629088	-0.0226060344	-0.1228453311	0.0693449004	0.1259137744	0.0098708955	-0.1310963425	0.1541698786	-0.0610781031	0.1066089415	-0.1619963848	0.1313667752	0.0665575054	0.1437418059	0.0321266885	-0.0402750213	0.001906107	0.0183949231	-0.029860233	0.0203115811	0.0174234726	-0.1220019519	-0.0330005013	0.0919735777	0.1142120884	0.1127290384	0.1102715368	-0.113636	-0.0445048	0.012913140496	0.00198067722304	0.116292	0.1624638	0.013523829264	0.02639448631044	0.182118	0.2150621	0.04625170685641	0.033166965924	-0.00111086	-0.0012067230999999	1.2340099396e-06	1.4561806400736097e-06	-0.000956361	0.001548219	2.3969820719610008e-06	9.14626362321e-07	0.000698238	-0.002021562	4.87536304644e-07	4.086712919844001e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.9557606983532	1.1340172177666543	446164.8982501156	1.285995050191224	861.7329767484695	-3.964321867085687	742583.7232157782	15.715847865853746	643.4412330354112	-0.2204959923660681	0.0486184826494971	414016.6203701304	676.0936207106155	478.4648327702173	0.956546	31.108753	0.3040717	0.155703	-0.0627988437	-0.1118303961	-0.0058789119	0.0236862912	-0.0306646545	-0.0251553219	0.0598488358	0.013367403	-0.1419168199	0.035080446	0.0618913166	-0.0317441879	0.0061919246	-0.0235134383	0.023011933	0.0449439841	-0.0617319455	-0.0143646859	-0.1276865502	0.0023387453	-0.0220138697	0.0223505336	0.18600905	-0.1217574367	0.0484686903	-0.0037071775	0.0682454601	0.0382590491	-0.0595719934	0.0362260912	-0.0401762427	0.0010298075	0.1040815044	-0.1630480273	0.0245029892	0.0888563834	0.1204338942	0.0317472264	-0.0051537482	-0.0343777985	0.007621993	-0.1232468004	-0.0360980511	0.0567956717	-0.0412655045	-0.0104777427	-0.0278267989	0.0988875916	-0.0272632617	0.0554046121	0.0620728484	-0.0207088223	-0.0243694373	0.0289583119	-0.0693535176	-0.056529298	-0.0370737725	0.1230705035	-0.0403064466	-0.0058255681	-0.0855256275	-0.0380133112	0.0767587896	-0.056712533	0.0441592633	-0.0043497755	0.1435347394	0.1264783397	0.0711659493	0.0881719066	0.0169678779	-0.0029723651	0.0637967415	0.1416136047	-0.0571432613	-0.0384472329	-0.0330568444	0.0194436965	-0.0589979107	-0.0164600479	-0.0546482566	0.1346834351	0.0905886013	0.1139675232	0.1117560484	0.1081019891	-0.0517156	0.0619204	0.00267450328336	0.00383413593616	0.0197597	-0.0965323	0.00039044574409	0.00931848494329	0.0909089	-0.0912091	0.00831909992281	0.00826442809921	-0.000780014	0.000330846	6.08421840196e-07	1.09459075716e-07	-0.000199009	0.000757352	5.735820519039999e-07	3.9604582081e-08	0.000698238	0.0	4.87536304644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.8904295430895	1.9346688447362796	448753.18759342487	3.74294353879321	864.5169778378635	2.784001089393996	747389.6049699129	7.750662065746957	643.3832476028414	-0.0579854325698079	0.0033623103903077	413942.0032959791	677.443145024659	503.4777262738079	0.877089	28.52466	0.072739365	0.0397519	0.0065763279	0.0818447092	0.0179871936	-0.0161336426	0.0097065963	-0.0304770639	0.0024194505	0.042040082	-0.1028068114	-0.1076353176	-0.0011948543	-0.0130488984	0.0260539157	-0.1683984834	-0.024455564	0.1087626446	-0.079672251	0.0700483038	0.0185441858	-0.0061555842	0.1354961336	0.0890177308	0.0381818817	-0.0796910917	0.0041222829	0.0226880374	-0.0688569641	-0.0543707968	-0.0296868929	0.0160769668	0.1091518052	0.0390314554	-0.0290203116	-0.1164234882	0.0561294318	-0.06529872	0.009462782	-0.0300903985	-0.0046404351	-0.0510736343	0.1805724891	-0.1075042668	-0.0044826885	0.0117542507	-0.0334389023	0.1075112392	0.0883092737	0.0226061314	0.0099778357	0.1386087914	-0.0022739302	-0.0004755889	0.0209959949	0.0076674288	-0.1166730934	-0.0852853071	-0.1256542438	-0.0299696412	0.0917324003	0.0479619377	-0.0649511065	-0.0144479237	0.119526316	-0.1109019585	-0.1161844289	-0.0638351652	0.042636183	0.0110034927	0.049820605	0.015733867	0.0074466813	-0.0347194376	-0.0469638641	-0.0200922824	-0.0405261124	0.0495575912	0.0286836894	0.0122768306	-0.0019787889	0.0774156204	-0.0026731914	-0.0468902854	0.0938118759	0.1136742748	0.110592125	0.105516962	-0.0415807	0.0101349	0.00172895461249	0.00010271619801	0.0495459	0.0297861999999999	0.0024547962068099	0.0008872177104399	0.0891036999999999	-0.0018052000000001	3.2587470400003754e-06	0.0079394693536899	-0.000364984	0.00041503	1.33213320256e-07	1.722499009e-07	6.2223e-06	0.0002052313	4.211988649969e-08	3.871701729e-11	0.000698238	0.0	4.87536304644e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.7644780649211	-0.1259514781683037	448584.45607757627	0.0158637748527807	862.422377180793	-2.0946006570704867	743772.3566621699	4.387351912600114	644.2713485782427	0.8881009754013576	0.7887233425088427	415085.5705988276	677.0398254636749	493.7698963014048	0.7930209999999999	25.7906	0.163784525	0.0791429	-0.0445113709	-0.0419483574	0.1069426275	-0.0271661694	-0.0352833896	0.0165620785	0.0468979594	0.0485059177	-0.0907029341	-0.0515696326	0.0122875974	0.0208177779	0.0248858663	0.0010179312	0.027523681	0.0889883324	-0.1466159621	0.0080102366	-0.0981254445	0.1210336805	0.0285415239	0.0928760313	0.0610975959	-0.0809782462	0.0034382193	-0.0199102635	-0.0685672353	0.0677052974	0.0763140178	-0.0034318286	0.0103732581	-0.0763245296	0.0526369932	0.0624825594	0.0061671423	0.0130753706	-0.0317898367	0.03849918	0.0023703414	0.119230198	0.0751929369	-0.0198340252	-0.0090024977	0.0411144326	-0.0295931758	0.0760914533	0.0325578397	0.0388275126	0.1281220536	-0.1705342245	0.040700168	0.0209876078	0.0056768497	-0.0197524416	-0.0728742374	-0.0074948151	-0.0628272136	0.1998829317	-0.0237500679	0.0457684443	-0.0271440378	0.0342273498	0.0892391074	-0.1005336222	-0.029678812	0.0236024194	0.0881767818	0.0195748454	0.0407568509	-0.0589022161	-0.0106287341	0.0368523009	0.0520899642	-0.0382169807	-0.0498825323	-0.0294426529	-0.0148067118	-0.0055650239	0.0956848409	0.070234103	0.0062783887	0.036380366	-0.0361379179	0.1133324686	0.1092392569	0.1025263906	-0.0019213	0.0396594	3.69139369e-06	0.0015728680083599	-0.00850753	-0.0580534299999999	7.237806670089999e-05	0.0033702007347648	0.0679492	-0.0211544999999998	0.0004475128702499	0.00461709378064	6.75842e-05	0.0004325682	4.56762408964e-09	1.8711524765124e-07	0.00016403	0.0001578077	2.4903270179290003e-08	2.6905840900000003e-08	0.00039027	-0.000307968	1.523106729e-07	9.4844289024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.5411490908314	-1.2233289740897817	446947.2680276892	1.4965337788475577	860.949400639708	-1.4729765410850175	741233.8704618723	2.1696598905867828	643.7125884637398	-0.5587601145028884	0.3122128655592809	414365.8965466881	677.3264217842616	515.7559042448389	0.982415	31.95009	0.203029895	0.107975	-0.0119446693	0.1344997113	0.072486133	-0.0092188914	-0.0322587739	0.0358533795	0.0050343833	-0.0841015196	0.0129077085	-0.0606277696	0.0737862445	-0.0315653696	-0.0276588921	-0.0401485762	-0.0868528532	0.0199059883	-0.0281925741	0.0736552143	-0.0457919568	-0.0756650106	-0.0124282954	0.0371522879	-0.030521483	-0.0514011944	0.1067502416	-0.0386306495	0.0501304519	-0.0755537508	-0.0320811361	0.0285773565	0.0301490513	0.1066116558	0.1385063942	-0.0540767339	-0.1803410515	0.0134784441	-0.1075432184	0.003546316	0.0603278087	0.0784788165	0.0763450751	-0.0175039998	0.1011418784	0.0053798436	0.0083693122	-0.0063752618	0.0031108831	0.0709411482	0.1173115189	0.0275313956	0.0424464398	0.0688267372	-0.0128740989	0.0402366191	0.002798412	-0.0719975263	-0.0890435241	-0.0139192568	-0.0022618286	0.016912882	-0.050392412	0.0950997876	-0.0481062135	-0.0947791911	0.0657804993	-0.0887275347	0.0013878962	-0.0542840721	0.0594799987	0.1458170434	0.0614304047	-0.1805970527	-0.0712708895	-0.0829728306	0.0338936615	0.0328925687	-0.0184792831	0.1106742823	0.0181062186	0.0163972381	-0.0202752464	-0.1323267005	0.0514365064	0.1129422506	0.1076997553	0.099141769	-0.0345997	-0.0326783999999999	0.0011971392400899	0.0010678778265599	0.0784416	0.08694913	0.00615308461056	0.0075601512077568	0.0904742	0.022525	0.000507375625	0.00818558086564	-0.000738859	-0.0008064432	5.45912621881e-07	6.503506348262401e-07	8.755689999999998e-05	-7.647310000000003e-05	5.848135023610005e-09	7.666210737609997e-09	5.5639e-05	-0.000334631	3.095698321e-09	1.11977906161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
665.0084824769077	-3.532666613923652	442236.28176623967	12.479733405130805	857.5394653347205	-3.4099353049874708	735373.9346065583	11.627658784199996	642.0929377215882	-1.6196507421516344	2.6232685265523403	412283.34067193937	677.0986514999495	495.6087665975821	1.239356	40.30629	0.8167277549999998	0.442173	0.0897092586	-0.119832144	0.0540331257	0.0644707169	0.0837310481	0.0495478767	0.0528247644	-0.1241173852	0.0715049925	-0.0319569278	-0.0114099353	-0.1852336738	-0.0454935621	0.083401148	0.0431998167	-0.044128592	0.0617121485	0.0749916319	0.0634024259	0.1266391073	0.0645763202	-0.1978047037	-0.0738895317	0.0246975454	-0.0249326704	-0.0194680459	-0.1141808091	0.0141618121	0.0518674955	0.0467242875	-0.04290717	-0.1535518234	-0.1730013067	-0.0905472992	-0.0042052534	-0.0584083577	-0.0269603515	-0.1604728076	0.123643253	0.0083368963	-0.0339407889	-0.1436723101	0.0522109803	-0.0543536339	-0.0895384824	0.0854168941	0.1265243818	-0.067032282	-0.0067127508	0.1254338603	-0.0495823788	0.0252847396	-0.1162102744	0.1501153383	0.0342861831	0.0943942285	-0.0727773666	0.041717808	-0.0324557471	0.0112514395	-0.0392475737	0.0495502891	0.063699297	0.082511761	0.25568823	-0.1778226198	-0.0736789627	-0.0480915139	-0.0465613282	-0.0788928486	0.0658625546	-0.0271593532	0.0600277495	0.0462465953	-0.0779697436	-0.0420104097	0.2917781066	-0.0903169314	0.1594923897	0.0986048083	0.0700458342	0.0316116847	-0.0837972522	0.1125037874	0.1059762505	0.0953761056	-0.162033	-0.1274333	0.026254693089	0.01623924594889	-0.159762	-0.2382036	0.0255238966439999	0.0567409550529599	-0.206269	-0.2967432	0.08805652674624	0.042546900361	0.00173727	0.002476129	3.0181070529e-06	6.131214824641e-06	0.000174124	8.656710000000002e-05	7.493862802410004e-09	3.0319167376e-08	-0.000468618	-0.000524257	2.1960282992400002e-07	2.74845402049e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
