global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
775.2359793819223	n/a	600990.8237282484	n/a	908.7359333943166	n/a	n/a	825800.9966420397	750.0229375401544	n/a	n/a	562534.4068363624	754.7948176980424	571.5477744556176	n/a	n/a	n/a	n/a	-0.0098548885	0.1453894535	-0.0476763333	0.0081697521	-0.0456975778	0.055447835	-0.0017327784	-0.0152131068	0.1408681455	-0.0770694535	0.0647093204	-0.025145671	0.0048680688	-0.0826724654	0.00323383	-0.1943773206	0.0156827952	-0.0408707582	0.0390997677	-0.0463868961	0.0239159331	-0.0032109546	0.0054542165	-0.0103440593	0.0317938767	-0.0431770955	-0.0502414383	0.1627263864	-0.0669152876	0.0270528178	-0.0041584281	0.0442644283	-0.018631865	0.0175846308	-0.1503370985	0.0264679735	-0.0395467788	0.0042563726	-0.0247007165	0.0258453412	-0.0110899289	0.0613042364	0.0376427954	-0.0527044921	0.1281208841	-0.0420486893	-0.0105886197	-0.0215481368	0.026010522	0.0851643124	-0.0810096648	-0.0403039883	0.1152425029	0.0609564653	-0.023361689	-0.0516179427	0.0687594128	0.0455383625	-0.2296026723	-0.1733402002	0.0178908672	0.0234611788	0.0479131333	0.0690416715	-0.0508028011	-0.0054005264	0.0418582755	-0.0328187866	0.0417718538	-0.0257922819	0.0121487476	-0.0140162185	0.104869419	-0.0496809106	0.0432954652	-0.0456000093	0.0499467515	-0.0436742126	0.0649208872	-0.1763879746	0.0951258341	-0.0608309761	0.0250909663	-0.0094512653	0.1041937563	-0.0627574604	0.0135550522	-0.0094037838	0.1299564933	-0.0533694898	0.1137667693	-0.0069963015	-0.0463413337	0.0522952346	-0.0326336208	-0.0224781973	0.0055556443	0.031945175	-0.0935718365	0.1235088428	0.0030565855	-0.1436399617	-0.0485262792	0.0658682331	0.0114251977	0.0114939111	0.026542657	-0.130357608	-0.0772001815	0.1166114107	0.0410421693	0.0043266514	0.0909134277	-0.0360373259	0.1147017419	0.1146833673	0.1146527451	-0.0321027	n/a	0.0010305833472899	n/a	-0.136112	n/a	n/a	0.018526476544	-0.060263	n/a	0.0036316291689999	n/a	-0.00242243	n/a	5.8681671049000006e-06	n/a	-0.000100363	n/a	1.0072731769e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
771.4776729908533	-3.758306391069027	595177.799923382	14.124866929150295	902.4303750227112	-6.305558371605343	39.76006637772223	814380.5817636313	749.3020407783084	-0.7208967618460065	0.5196921412400578	561453.5483145377	754.4804092071674	573.5559979197856	1.051682	24.724344	0.25948018	0.154858	0.060088241	0.0695736742	0.0184071672	-0.1023695319	0.0029063434	0.0766965922	0.1255032079	0.0310115737	-0.018746514	-0.0311366221	0.1221411301	-0.0225646137	0.1114750837	-0.012244326	-0.1987347383	-0.1971990342	-0.012235084	-0.0541380246	-0.0310129546	-0.0644023672	-0.0907135842	0.0965765985	-0.1141911498	-0.1304340168	0.0340825832	0.0283589878	0.1380522372	-0.0506889133	-0.0301413886	-0.0158705752	0.0241818036	0.1230190168	0.0365676183	-0.0955150567	-0.1102662495	0.0234201656	-0.1217016701	-0.1340083835	-0.1602882244	0.0139700351	-0.0424773903	0.2207871224	0.0741138854	0.0059069477	0.1944861499	-0.0595956017	0.0779653642	-0.0615274435	-0.1445218865	0.0532378785	0.03281048	-0.134641717	0.0956992536	-0.0588761359	0.0042578517	-0.0250870167	-0.0208573989	-0.0100319376	0.0014947688	0.0151557542	0.1609864294	-0.0222868228	0.0396604537	0.0680726879	0.0411040744	-0.1344479629	0.1082424932	-0.0156372109	0.0575327689	0.1070316041	0.026323446	-0.1006883253	-0.033463367	-0.0248901059	0.1292336564	-0.0966133471	0.0672053462	-0.0007972138	0.008511349	-0.1315531558	-0.2036987738	-0.0463081376	-0.0560707942	-0.0683599655	0.0142921202	-0.0335127024	0.0050943969	0.0114104071	0.2228675458	-0.2380782574	0.0226164551	0.065322671	0.113631996	0.081308172	0.0654226346	-0.1529750336	-0.0206415323	-0.0635642986	-0.0608332345	0.0662807321	0.0628453242	0.0207618575	0.0037510093	0.0743737059	-0.0519691794	-0.0808062557	0.0115244285	-0.0614999138	-0.0179441358	-0.0159269669	0.0225265475	0.0160746866	-0.0252616326	0.0277720376	0.1146527451	0.1144874327	0.1142120884	-0.00969987	0.02240283	9.408747801689998e-05	0.0005018867920089	-0.0112803	0.1248317	0.01558295332489	0.00012724516809	0.0251649	0.0854279	0.00063327219201	0.00729792609841	-0.00232828	9.415000000000032e-05	5.420887758399999e-06	8.864222500000059e-09	-0.000542568	-0.000442205	2.94380034624e-07	1.95545262025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.2890286744403	-1.188644316413047	593345.1876962127	1.4128753109410397	898.1491185133644	-4.281256509346804	18.32915729882438	806671.8390863335	749.7490104905866	0.4469697122781326	0.1997819236939967	562123.5787316137	754.8125220624993	554.4878347216501	1.075154	25.276161	0.1044592799999999	0.0666348	-0.0362286038	-0.1576620516	0.0523232146	-0.0895402169	-0.1166620514	0.0624855299	0.0788819979	-0.0001013949	-0.0882656339	0.0045296091	0.0502558111	-0.1259810435	0.1077296938	-0.011487092	-0.1366216849	-0.1846860793	-0.0174263566	-0.0565225501	0.0359255466	-0.0910686249	-0.1104503391	0.0056819716	-0.2223787672	-0.0619205874	-0.0210917207	-0.0763724267	0.0765433421	0.0190463723	-0.0330620357	-0.0568776179	0.0429486609	0.039070744	0.0367226355	-0.0519279481	-0.0519933922	0.0198441903	-0.03141562	-0.0141685269	0.0296662405	0.1192854508	-0.0417334011	0.0919110688	-0.0062968696	0.112879579	-0.0084621786	-0.1595221995	-0.037638284	0.0774342651	0.0269395458	-0.0693984419	-0.0243682711	-0.060473967	-0.1055249445	-0.020326441	0.1103659653	0.055389663	0.0030231216	-0.0210525386	-0.0467742666	0.0293483488	-0.1210897247	0.2125449338	0.0525215294	-0.1134277669	-0.0809706359	-0.152411346	0.0871600936	-0.0432559063	0.0789744069	0.062962433	0.1083633855	-0.183103719	-0.0485106525	0.0568060538	0.0153924558	0.0039678464	-0.1102499993	0.0636467961	0.0063025221	-0.0546971126	-0.0462534357	-0.1636981662	0.0372291264	-0.0933852104	0.0601621523	-0.0103108889	0.0426681412	-0.0391170995	-0.0152237962	-0.0374384837	-0.1705996435	0.0840664392	0.0127632373	0.0090862393	-0.0402218976	-0.0881576444	0.0166005782	-0.0367637988	0.1427604227	0.0689684586	0.0282312318	0.1053134131	0.0173189844	-0.1490123792	0.0402021265	-0.0189432255	-0.1192711371	0.0503518813	-0.1089361624	0.0264321831	0.0271973859	-0.1172385484	0.1197343003	-0.0467943546	0.1145547726	0.1140958982	0.1133324686	-0.00719579	0.0025040799999999	5.17793937241e-05	6.270416646399998e-06	-0.0725619	-0.0612816	0.00375543449856	0.00526522933161	0.041451	0.0162861	0.001718185401	0.00026523705321	-0.00225427	7.400999999999979e-05	5.0817332329e-06	5.4774800999999694e-09	-0.000128828	0.00041374	1.6596653584e-08	1.711807876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.4568085500439	-0.8322201243963718	592063.7802240188	0.6925903354503126	897.645825975848	-0.5032925375164723	0.2533033783197697	805768.0288918624	748.7234454529182	-1.0255650376683434	1.0517836464876706	560586.797770889	753.5314848342952	559.5021173995061	0.992105	23.323723	0.075780075	0.053227	-0.0662935557	-0.1124159394	0.1436433903	-0.1353631433	0.0317031979	-0.0021131151	-0.0369768235	0.0490358952	-0.1325187925	0.0007950003	0.1177274798	0.0550497313	-0.0192871518	0.0689052961	-0.1183360675	-0.0029518113	-0.090949872	0.0184333475	0.0488369395	-0.0171320264	-0.0367377868	0.0997542538	-0.1591775326	-0.0336332542	-0.0578796204	-0.0521350643	0.0381874938	0.0546337026	-0.1551150913	0.1256951926	-0.1224130321	-0.0881610278	-0.1787107407	-0.0869288529	-0.0649987474	-0.0125820318	-0.1665061341	0.0945957406	0.0935420242	0.0015290085	-0.0850514109	-0.1775228452	0.0051542212	0.0455410721	-0.0175012552	0.0026849622	0.040545055	-0.0114314007	-0.0620035987	0.011096985	-0.0528550153	0.0166364291	-0.1033249119	-0.1785332207	0.119667465	-0.1657806519	0.0916395926	-0.0257113958	-0.0080366514	-0.0671392175	-0.1523742352	0.0029691579	-0.1278820985	0.0737305574	-0.1096645978	0.0502489702	-0.0363617258	-0.0804075812	0.0832042075	0.1117488284	-0.0211044351	-0.1558893881	-0.0398700402	0.0622121372	-0.0492263081	0.062546023	-0.1357214388	-0.0855054722	0.0806232661	-0.1381053906	0.0444040887	0.0639872503	-0.0140190026	-0.1232368797	0.0111957973	-0.1372827992	-0.0410801323	-0.2638291297	-0.0306617925	0.0972193165	-0.1555615779	0.0150879933	0.0491403602	-0.0980211181	0.0832830255	0.0888700253	0.0048104282	-0.0504210082	0.0220971153	0.0765241709	0.0544249485	0.022247924	0.0477408464	-0.0149792121	0.0511116592	-0.0810620914	0.0235172271	-0.0022971152	0.0957409275	0.0085666639	-0.0858861571	-0.038992458	0.066969738	-0.0324076634	0.1144078661	0.1135094328	0.1120172664	-0.000133115	0.007062675	1.7719603225e-08	4.9881378155625e-05	-0.0221098	0.0504521	0.00254541439441	0.00048884325604	0.0564063	0.0149552999999999	0.0031816706796899	0.0002236609980899	-0.00232047	-6.619999999999977e-05	5.384581020899999e-06	4.382439999999969e-09	-0.000128828	0.0	1.6596653584e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.8021119207453	-0.6546966292985417	591056.6872937982	0.4286276764148721	897.854267286658	0.2084413108100307	0.0434477800522038	806142.2852848615	746.8659808155057	-1.8574646374124768	3.450174879237864	557808.7932995073	751.9195829248766	547.9240210444026	0.977495	22.980261	0.21459608	0.134824	0.0498019282	-0.1171700387	0.212813986	-0.0963624648	-0.0229485444	-0.0429399767	0.0498823472	-0.0075395236	-0.1615744991	0.0064475911	0.0426006087	-0.0119623777	-0.0846416582	0.0416277263	0.0556198566	0.0666848269	0.0798912509	0.0973212169	-0.0204503178	-0.1255342249	0.055438818	0.0909554402	0.011682942	-0.0267407496	-0.1399314817	0.0210721738	0.1285443895	-0.0271799787	0.0006399453	0.0722637877	-0.1030029826	-0.0965829282	0.1402162057	-0.1355475972	0.0511764935	0.0198894657	-0.0200922027	-0.0264118863	0.0764377268	-0.0235786966	-0.0288251354	0.0356096207	-0.0021918771	-0.0060489394	-0.1228026882	0.0044727028	0.1255144798	-0.013132389	0.0242736826	-0.1552132489	0.057268514	0.0023414986	0.0942485482	-0.0309616562	0.0243284309	-0.1225346323	-0.0873060066	-0.1462308568	0.114345219	0.0265627657	0.0404320104	0.0132969929	-0.0654838504	0.0186291884	-0.0365087614	-0.2568619296	-0.0030691035	0.0854521517	0.172774673	0.047220888	-0.040086238	-0.0192702715	-0.0039755776	-0.0109261603	0.1181415151	0.1211249473	-0.0106574094	-0.0026627076	0.0729149394	-0.024340555	-0.0297633813	0.1874375697	-0.1819564813	-0.044976306	0.0057647493	0.0076057655	0.0649728895	-0.0880391307	-0.0766891194	-0.0062282628	-0.066351189	-0.0065041888	-0.0329082476	0.0668231918	0.063467878	0.0690995236	0.0629223882	-0.0037519141	0.0520867413	-0.1327860654	-0.0779596162	0.155914207	0.0518783635	0.0494344985	0.0299627038	-0.0783229034	0.1402624447	-0.054151255	0.1033588554	-0.0411985065	-0.0338733605	-0.0098531122	0.0200014917	-0.056780802	0.1142120884	0.1127290384	0.1102715368	-0.0219571	-0.021823985	0.00048211424041	0.0004762863212802	-0.138232	-0.1161222	0.0134843653328399	0.0191080858239999	-0.00725	-0.0636563	5.25625e-05	0.00405212452969	-0.00223209	8.837999999999988e-05	4.9822257681e-06	7.811024399999981e-09	4.26639e-05	0.0001714919	1.8202083632100003e-09	2.940947176561e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.7035464039116	1.9014344831662129	593983.9564395662	3.615453093773563	895.753852342281	-2.1004149443770075	4.411742938562267	802374.963986037	746.8974509132335	0.0314700977277198	0.0009903670509922	557855.802180686	751.4423205583479	554.7818508613268	1.018273	23.938934	0.111741145	0.0848053	-0.1054579783	-0.081313033	0.1169650612	-0.0562550757	0.0123981596	-0.0315157826	-0.0832284084	0.0242131665	-0.0836717123	0.0917660835	-0.0274147645	-0.0646480939	-0.0894563996	0.0413974809	0.0063381425	0.0053943681	-0.0439818291	0.1023905443	0.0449877491	0.0899009417	0.0144952715	0.067106378	0.0120089686	-0.1442993109	-0.1334585092	0.0374536344	0.0692221981	0.1124443862	-0.1237537273	0.0460546453	0.0862248751	-0.1162338102	0.1021530465	0.0469578511	0.0541693603	0.0606939637	0.0083877256	0.1414935461	-0.0717136418	0.039340038	-0.0556515389	-0.0282679524	-0.1042537233	0.2049555783	-0.0840868183	-0.043029884	0.0760706048	0.0543112341	0.0147181394	0.1036865336	0.0361161868	-0.0821929058	-0.1082366082	-0.0392854418	0.0900883023	0.1981463191	-0.0334139545	0.0108853439	-0.0398846055	0.002770523	0.1280511777	-0.0392011393	0.0073604875	7.62967e-05	0.005320802	-0.0923344965	-0.1205749054	0.0040773119	-0.0061287397	0.0130368064	-0.0797591017	-0.0572993598	-0.0603486326	-0.0207853656	0.1760809003	0.0934095276	-0.1864657058	-0.0323022736	0.1158442612	0.122127726	0.0070710068	0.0822370736	0.0116504989	-0.0736446273	0.0507014723	-0.084680157	-0.0953350039	0.1656965534	0.0055790151	0.0858991413	-0.1001795797	0.1271911526	0.0345419176	-0.1367251722	0.0388098537	-0.0254013627	-0.1387109396	-0.1003985614	-0.0386892244	-0.0370762274	-0.005325102	-0.0186914435	-0.0655522438	-0.0475764331	-0.0978565629	0.0353714304	4.6241e-05	0.1621902756	-0.0370816909	0.0081465084	-0.0141899983	-0.0156699168	0.087009962	0.0310650818	0.1139675232	0.1117560484	0.1081019891	-0.0208742	0.0010829	0.0004357322256399	1.1726724100000026e-06	-0.0568546	0.0813773999999999	0.0066222812307599	0.0032324455411599	-0.00724726	2.7400000000002075e-06	5.25227775076e-05	7.507600000001137e-12	-0.00272301	-0.00049092	7.4147834601e-06	2.4100244640000017e-07	0.000137306	9.46421e-05	1.8852937636e-08	8.957127092409997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.8636828782229	2.160136474311344	597318.2723120903	4.666189587650242	897.4764848041152	1.7226324618342232	2.9674625985650365	805464.0407763512	748.3785820590853	1.4811311458518048	2.1937494712122803	560070.502084767	752.747434408346	547.1786798977417	0.990194	23.278801	0.08404251	0.0447078	0.0634910668	-0.0189458688	0.0922848217	0.0301316564	0.0526690899	0.003374278	0.0084606332	-0.0016017638	-0.0873736611	0.0564613133	-0.0452506297	0.1181987916	-0.1046731946	0.0760477248	-0.0046585691	0.0642315955	-0.0873887085	0.0222487045	-0.0656051262	0.1108710302	0.0568706437	0.1143706853	0.026867741	0.0618620413	-0.0872399087	-0.0257176006	0.0555832936	0.2456396372	0.0586980667	-0.1097136148	0.1031069097	0.0717774413	0.0279227933	0.0964940591	0.0444381863	-0.0017052061	0.2078957094	0.0006891542	-0.0477458539	-0.1217169192	0.0307707014	-0.1103595126	0.033709046	0.1083857623	-0.0155479042	0.0444047059	0.1286098926	0.0913400027	0.076927074	-0.0982750654	-0.0506295623	0.0484670742	-0.1188740522	-0.0662735148	0.0649393575	-0.0119951972	-0.044252692	-0.085965924	0.0404221629	0.0394435316	-0.1402503463	-0.0481669269	-0.0091963504	0.0255411494	0.0402547747	0.1469765212	-0.0192494549	0.0396612316	-0.0907350179	0.0470427105	-0.14627987	0.0284487083	0.0134993197	0.0947793632	0.0810867664	0.1169133444	-0.1858100773	-0.0053276941	-0.0975846607	0.0264181674	0.0992942875	-0.125656759	0.1137458007	0.056985084	0.0270266631	-0.0813226409	-0.0424163013	0.1449990402	-0.0264688264	0.0365455974	0.0982867088	-0.0851924406	0.1217233608	-0.1168485735	0.0127636743	-0.0776259562	-0.1513606053	0.1878405872	-0.0234239809	-0.1341709119	-0.074930817	0.04245189	-0.0498279903	-0.0658842885	0.1001235148	-0.0962004006	-0.110294911	0.0383850396	0.0207551541	0.1232402516	-0.1028770192	0.009106593	-0.0193798859	0.0346690629	0.1136742748	0.110592125	0.105516962	-0.0198708	0.0010033999999999	0.00039484869264	1.006811559999996e-06	-0.0241286	0.032726	0.0010709910759999	0.00058218933796	0.0172524	0.02449966	0.00029764530576	0.0006002333401156	-0.00271582	7.190000000000234e-06	7.375678272399999e-06	5.169610000000337e-11	-0.000128828	-0.000266134	1.6596653584e-08	7.0827305956e-08	-0.000242945	-0.000242945	5.9022273025e-08	5.9022273025e-08	0.0	0.0	0.0	0.0
773.100284146162	0.236601267939136	597684.0493468764	0.0559801599904068	902.1259226942384	4.649437890123181	21.617272694113097	813831.180396931	747.767316141776	-0.6112659173093107	0.373646021663993	559155.9590898748	751.9547453036357	567.1336667190321	0.946772	22.257975	0.2462433	0.132258	-0.0296807556	-0.0191317836	0.0075577035	0.0961136408	-0.0317473685	-0.0593524816	-0.0300682501	-0.0056409825	0.0405415754	0.1168450124	-0.0306416866	0.0251114691	-0.1895371835	-0.069255603	-0.0025684307	-0.0293112439	-0.1109305815	0.0705526021	-0.0084256536	0.0081458658	0.0347545834	-0.0091008101	0.1252874522	-0.1180410071	-0.0929874988	0.1204364272	-0.0849675379	0.0052259514	-0.0140395338	0.0607252878	0.023473707	-0.0446335929	-0.0707321145	0.0687044362	0.0262265966	0.0398292101	-0.2128368488	0.080994753	0.068269568	-0.0355750655	-0.0198040991	0.1738220068	-0.0113966087	0.05581247	-0.0366036393	-0.0711421773	-0.0628741188	0.0021953466	-0.0680756951	-0.0577593433	0.0446483463	0.1047901976	-0.1336137623	0.2198714731	-0.0720873722	-0.0186528248	0.0408156835	0.0179968966	-0.0356684154	0.0102911253	-0.0286555498	0.1029827696	0.0105792771	0.0111554968	-0.1484628454	0.2100427703	-0.0705429652	0.0610264855	-0.0306335621	-0.0705706594	-0.0160703868	0.1048683461	0.02318763	-0.1169341453	0.164208532	-0.039237866	-0.1049305261	-0.108205281	0.0865170438	0.0273010562	0.0829437905	0.0553032911	0.0780714535	0.0177677909	-0.0846384438	0.0570960306	-0.0483344421	-0.1025576217	0.1201702197	0.0325154991	-0.1095674295	0.065477784	0.0633572347	0.0891666985	-0.0866847631	-0.0736447514	-0.0027223257	-0.0570860412	0.081944347	0.0085721459	-0.0329030129	-0.0781811695	0.1123512804	-0.0621043585	0.0661342788	0.0601415298	-0.0619722738	-0.0786034715	-0.0067190001	-0.024661304	0.1247424157	0.0108492465	-0.0039221116	-0.0450996812	0.1133324686	0.1092392569	0.1025263906	-0.0202141	-0.0003432999999999	0.0004086098388099	1.178548899999985e-07	-0.128436	-0.1043074	0.0108800336947599	0.0164958060959999	-0.0241535	-0.0414059	0.00058339156225	0.00171444855481	-0.00151168	0.0012041399999999	2.2851764224000003e-06	1.4499531395999996e-06	0.000427821	0.000556649	1.83030808041e-07	3.09858109201e-07	0.0	0.000242945	0.0	5.9022273025e-08	0.0	0.0	0.0	0.0
774.4741621046117	1.3738779584496117	599810.2277676403	1.8875406447136724	902.6939183088756	0.5679956146371978	0.3226190182470881	814856.310151831	749.5786475024104	1.8113313606344263	3.2809212980177622	561868.1487915427	753.6862912715595	568.5443074955972	0.8958669999999999	21.061237	0.2869414765	0.175383	-0.0275733385	-0.0063907827	-0.0250789085	0.1132224248	0.128192247	-0.0406246063	-0.0791508141	0.0835890862	0.0878095249	0.0301110596	0.0021605318	0.0332702913	-0.0594009961	0.0389868944	0.0443468353	0.0552525569	-0.0336127582	-0.0147047548	0.0363557572	0.156341839	0.0014075037	0.0641442989	0.0764942337	0.010700447	0.0217316782	0.0529400232	-0.1350841008	-0.1277727995	-0.0435999907	-0.0623590305	0.0586033704	-0.0682584823	0.097044833	0.0539536373	0.1375183931	-0.0120284341	-0.0579009232	0.1255199295	0.0566196505	0.0219830961	0.0304540214	0.2029648683	-0.0111734474	0.0119504325	0.0108037637	0.0410905457	0.1431154125	-0.1848286479	-0.0384407135	0.0528310192	-0.0801889253	0.07344794	-0.0313787053	-0.1840047993	-0.0079275331	0.0474886972	-0.061290919	-0.0610416808	0.0463661674	0.0538061967	-0.0593585336	-0.0441547517	-0.0657478066	-0.1790897109	0.1531073126	0.0593343072	-0.0715211861	-0.0525313236	-0.1344478519	0.0097735356	-0.0809627286	0.0415584583	0.0700100069	-0.1055275443	0.0520177496	-0.084102935	0.0409748006	-0.000496747	0.0954186101	0.1874697402	0.0751620324	-0.0328039927	0.020762188	-0.0785740134	-0.0714321837	0.2025872003	-0.0727438844	0.0090998532	0.0222885066	-0.0463238262	-0.0200602452	0.0066051023	-0.0296689046	0.0623040324	-0.0337249386	0.0088181725	-0.1045264741	-0.182149623	-0.0344298999	0.0047705056	-0.0690394855	-0.013741792	0.0589091384	-0.0717876594	0.0174943119	0.0006131017	0.0381105012	0.122316035	0.1184282351	0.0874710785	-0.1666835297	0.0157597335	-0.1740616288	0.0802830094	0.1129422506	0.1076997553	0.099141769	-0.00877722	0.0114368799999999	7.703959092840001e-05	0.0001308022241343	0.0362328	0.1646688	0.02711581369344	0.00131281579584	0.0230312	0.0471847	0.00053043617344	0.00222639591409	-0.00196846	-0.0004567799999999	3.8748347716e-06	2.0864796839999997e-07	9.09907e-06	-0.00041872193	8.27930748649e-11	1.7532805466292494e-07	-0.00039752	-0.00039752	1.580221504e-07	1.580221504e-07	0.0	0.0	0.0	0.0
775.5452685239749	1.0711064193632185	601470.4635299243	1.1472689616010945	906.1088493168184	3.414931007942755	11.66175378900892	821033.2468102486	748.6346517575582	-0.9439957448521454	0.8911279662989569	560453.8418121604	753.0636001969917	567.5552945041742	1.084541	25.49683	0.2900217435	0.162925	0.1049481126	0.0280459766	-0.0427524673	0.0908375637	-0.0282451273	0.0596676499	0.0934003002	0.0196289059	0.1276795081	0.035413312	-0.0885128505	0.1397243984	-0.0545179867	-0.0506845206	0.049900555	-0.1061315272	-0.0418927462	0.0023984976	-0.1141682779	-0.0499168683	-0.0198172461	-0.0880692363	0.1343006122	0.0542848326	-0.0399364397	0.0283468958	0.0829912771	0.0158403501	0.0430980283	0.021542455	-0.0322643797	0.165647295	0.0945546096	-0.0707997773	-0.0607434338	-0.0258751904	0.0187604628	0.0083485041	-0.0175603036	0.0242774985	0.0126849256	0.0113828454	0.1269702467	-0.0817694942	0.0564596238	-0.0007479594	0.0287692695	0.0579362346	0.0017973679	-0.0603185267	0.0416389083	-0.017141595	-0.0058657441	0.0520556029	-0.0617818797	-0.1358052782	-0.0115732347	0.0036161059	0.0803614161	-0.0975645737	-0.0807343752	-0.0131968324	-0.1475700142	-0.0678377979	-0.1318904403	-0.0081548127	0.0686136989	0.1271457622	-0.0411204886	-0.0377259392	0.0306763949	0.0813773126	0.0914800893	-0.0840154545	0.0337608671	-0.0289964209	0.0619554645	0.0169177296	-0.0329426863	-0.1008125391	-0.0328935991	0.0385625913	-0.1497491737	-0.0887908429	0.1416589285	0.0096259286	0.0040536951	0.0035798935	0.0450748413	-0.0561542485	0.0790694125	-0.0920362755	-0.0061293533	0.0910460145	0.0458163634	0.0042771969	0.0981609019	0.1498393527	0.0696715307	-0.0515216685	-0.0380096234	0.0730547591	0.0341104718	-0.037676971	0.0768137368	0.0383949821	0.0190324391	0.0060001769	0.0727493236	0.0625149714	-0.0229502031	-0.0488456617	0.0177224465	-0.0223106777	0.1125037874	0.1059762505	0.0953761056	0.00245867	0.01123589	6.0450581689e-06	0.0001262452240921	-0.105603	-0.1418358	0.02011739416164	0.011151993609	-0.0241565	-0.0471877	0.00058353649225	0.0022266790312899	-0.00080404	0.00116442	6.464803216e-07	1.3558739364e-06	-0.000224208	-0.00023330707	5.0269227264e-08	5.44321889119849e-08	0.0	0.00039752	0.0	1.580221504e-07	0.0	0.0	0.0	0.0
