global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
745.8212706587229	n/a	556249.3677669921	n/a	859.1090018974925	n/a	n/a	738068.2771413057	729.8413052972111	n/a	n/a	532668.3309179369	726.4420530164293	907.55825708849	n/a	n/a	n/a	n/a	-0.0828740862	-0.00931957	0.0847412561	0.028086897	0.0022558621	-0.0146320892	0.0029837226	-0.0429996763	-0.0581754843	-0.0447244442	0.0015400055	-0.0356910559	0.0105704241	-0.0099928725	-0.0621455881	0.0557416198	-0.0396810892	0.0154302199	-0.007961219	0.0190250353	-0.0207382761	0.1147017419	0.1146833673	0.1146527451	-0.00437115	n/a	n/a	1.91069523225e-05	-0.20784	n/a	n/a	0.0431974656	-0.472004	n/a	n/a	0.2227877760159999	-0.0154811	n/a	n/a	0.0002396644572099	-0.00433634	n/a	n/a	1.88038445956e-05	0.00318914	n/a	n/a	1.01706139396e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3469636915488	1.5256930328258704	558527.4841389771	2.3277392304134024	863.4722756181202	4.363273720627717	19.03815756112044	745584.3707611349	730.5823647943998	0.7410594971887576	0.5491691783736543	533750.5917485775	728.4785112636753	928.8185793410106	1.091273	51.459713	0.3044169500000001	0.168607	-0.0674339514	0.0213004268	0.0833161645	0.0288245322	0.0039269707	-0.0242536706	0.0277461435	-0.0291270099	-0.053583935	-0.0427348832	0.0191314019	-0.063691072	0.00525216	-0.0217010373	-0.0569481325	0.0448836606	-0.0516197527	0.0380661471	-0.0083222534	0.0261007782	-0.0155614625	0.1146527451	0.1144874327	0.1142120884	-0.0342326	-0.02986145	0.0008917061961025	0.00117187090276	-0.266039	-0.058199	0.003387123601	0.070776749521	-0.4595	0.0125039999999999	0.0001563500159999	0.21114025	-0.0181987	-0.0027176	7.385349760000012e-06	0.00033119268169	-0.00451611	-0.00017977	3.231725290000004e-08	2.0395249532100004e-05	0.00200946	-0.00117968	1.3916449024000005e-06	4.0379294916e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.3303244327219	-0.016639258826899	558502.6138167174	0.0002768649343085	852.1273844056193	-11.344891212500896	128.70655662348008	726121.079253962	730.7199637620596	0.1375989676597555	0.0189334759010304	533951.6654404256	727.8140522628487	940.4484095065544	0.985013	46.448963	0.4539254000000001	0.2719	-0.0740663698	0.0764841152	0.072936201	0.0465473484	0.0220463804	-0.0060032453	0.0448955644	0.0486217011	-0.046948143	-0.0202429619	-0.0236309405	-0.0709679428	-0.0111339592	-0.0308664455	-0.0496572737	0.0322361599	-0.0659948884	-0.0055593914	0.0050582105	0.0154530219	0.0165575158	0.1145547726	0.1140958982	0.1133324686	-0.0774674999999999	-0.0432348999999998	0.0018692565780099	0.0060012135562499	-0.237261	0.028778	0.000828173284	0.056292782121	-0.46388	-0.0043799999999999	1.9184399999999955e-05	0.2151846544	-0.0134758	0.0047229	2.230578441000002e-05	0.0001815971856399	-0.00673709	-0.00222098	4.9327521604e-06	4.53883816681e-05	0.00140269	-0.0006067699999999	3.681698328999997e-07	1.9675392361e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.3846530723525	2.0543286396306257	561577.3582603702	4.220266159606617	857.9243662032001	5.79698179758077	33.60499796148277	736034.2181251625	733.2625915001413	2.542627738081705	6.46495581446249	537674.0280935031	729.2894606915158	951.2762896539004	0.990001	46.684139	0.55982095	0.28969	-0.0371585991	0.0590551626	0.0754211935	0.0329467826	8.66641e-05	-0.0220946461	-0.086378453	-0.0795787556	-0.0283927929	-0.0352070703	-0.0161787227	-0.0338699161	-0.0050686663	0.0301838405	-0.0279934514	0.0254353732	-0.0243530693	-0.0034065921	0.0102547961	0.0426158243	0.0049797495	0.1144078661	0.1135094328	0.1120172664	-0.0629447	0.0145227999999998	0.0002109117198399	0.00396203525809	-0.120708	0.116553	0.013584601809	0.0145704212639999	-0.200355	0.263525	0.069445425625	0.040142126025	-0.0120381	0.0014377	2.0669812900000004e-06	0.0001449158516099	-0.00531146	0.00142563	2.032420896900002e-06	2.82116073316e-05	0.000961617	-0.000441073	1.9454539132900005e-07	9.24707254689e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.8730328386464	1.4883797662938605	563810.311444307	2.2152743287129666	864.2696235250247	6.345257321824647	40.26229048016929	746961.9821480879	734.1435109808904	0.8809194807490712	0.7760191315632132	538966.6947153487	731.3694970018366	947.1733971603423	0.728929	34.373131	0.1401266499999999	0.0773335	-0.0500074963	0.074972181	0.0677565172	0.0178713365	0.0299552477	-0.0331735937	-0.0058461863	-0.0363917544	-0.0188382351	-0.0235691258	0.0022669056	-0.0434085893	0.0125034338	0.0375670244	-0.0184030828	0.0363522994	-0.0299298072	0.0095166968	0.008369332	0.0015387993	-0.0566233831	0.1142120884	0.1127290384	0.1102715368	-0.0579402	0.0050045	2.504502025000009e-05	0.0033570667760399	-0.110575	0.0101329999999999	0.0001026776889999	0.012226830625	-0.222657	-0.0223019999999999	0.0004973792039999	0.049576139649	-0.0133377	-0.0012995999999999	1.688960159999999e-06	0.0001778942412899	-0.0046619	0.0006495599999999	4.219281935999994e-07	2.173331161e-05	0.000857034	-0.000104583	1.0937603889e-08	7.34507277156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
747.827362983541	-3.045669855105416	559245.7648269167	9.276104866297846	860.5665892949419	-3.703034230082835	13.712462509165176	740574.8546107291	732.2070662200546	-1.9364447608357975	3.74981831176841	536127.1878225794	730.6175270046398	946.4903402333696	0.630781	29.744907	0.0758765999999999	0.0398046	-0.0503617082	0.0764524568	0.0696637741	0.0251245553	0.0273317036	-0.0205763791	0.0346263961	0.006018425	-0.0348209993	-0.0442514907	-0.0010000073	-0.0383519868	-0.0110590311	0.003883507	-0.0314937359	0.045542596	-0.021198625	0.0208973525	0.0280887705	0.0019445548	-0.0213652463	0.1139675232	0.1117560484	0.1081019891	-0.0580067	-6.650000000000406e-05	4.422250000000539e-09	0.00336477724489	-0.118171	-0.0075959999999999	5.769921599999987e-05	0.0139643852409999	-0.192264	0.030393	0.000923734449	0.0369654456959999	-0.0131123	0.0002253999999999	5.0805159999999486e-08	0.00017193241129	-0.00500782	-0.0003459199999999	1.196606463999997e-07	2.50782611524e-05	0.000671932	-0.000185102	3.4262750404000014e-08	4.51492612624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.6351035615244	1.8077405779833955	561952.7884916974	3.26792599728774	859.9577456928826	-0.6088436020593235	0.3706905317685719	739527.3243771845	733.7023360212004	1.4952698011458097	2.235831778218629	538319.1178829664	730.3321048863078	947.8994983165146	0.744723	35.117905	0.298499741	0.15465	-0.0428799553	0.0830169386	0.0582568945	0.0159046684	0.0027887731	-0.00420363	-0.009630069	-0.0446812396	-0.0183676651	-0.0603212276	-0.0074611924	-0.0252492444	0.0305098598	0.0188910131	-0.0191505006	0.0597177871	0.0015763648	0.0041463579	-0.0120886532	-0.0148037927	-0.0536607177	0.1136742748	0.110592125	0.105516962	-0.0370889	0.0209178	0.00043755435684	0.00137558650321	-0.000251809	0.1179191909999999	0.0139049356060944	6.340777248099998e-08	-0.133972	0.0582919999999999	0.0033979572639999	0.017948496784	-0.0113913	0.001721	2.961841000000001e-06	0.00012976171569	-0.00500884	-1.020000000000014e-06	1.0404000000000284e-12	2.5088478145599995e-05	0.000977327	0.000305395	9.326610602500007e-08	9.55168064929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.3569977403246	1.7218941788001985	564537.3380533541	2.96491956298601	865.1778284098627	5.220082716980187	27.24926357211525	748532.6747720059	733.8979831113672	0.1956470901668581	0.0382777838907587	538606.2496149327	732.6723320422844	953.3953551611752	0.747971	35.271069	0.410230859	0.214737	-0.0377435329	0.0500311297	0.0582934593	0.0102351349	0.0194984315	-0.0430086822	0.0370767518	0.0403962421	-0.0139791714	-0.0320681182	-0.0070352317	-0.0397739188	0.0207003778	0.000801728	-0.0113875276	0.0345291085	-0.0256442577	0.0129420767	-0.0023986904	0.0151099707	-0.0138954578	0.1133324686	0.1092392569	0.1025263906	-0.0719266	-0.0348376999999999	0.0012136653412899	0.0051734357875599	0.157014	0.1572658089999999	0.0247325346804244	0.0246533961959999	-0.0869439	0.0470281	0.00221164218961	0.00755924174721	-0.013719	-0.0023277	5.418187290000001e-06	0.000188210961	-0.00425336	0.0007554799999999	5.70750030399999e-07	1.8091071289600003e-05	0.000638522	-0.000338805	1.1478882802500005e-07	4.07710344484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.4902304402659	-0.8667673000586547	563235.5859862835	0.7512855524509698	863.6364261788832	-1.5414022309795428	2.3759208376687115	745867.8766230335	732.3603538694731	-1.5376292418941375	2.36430368552794	536351.6879198198	728.020551244146	958.2972774917436	0.910638	42.941742	0.6293171499999999	0.417548	-0.0432311435	0.1232660513	0.0611599991	0.014708574	0.0185049257	-0.0191733065	-0.0126847431	-0.0154553806	-0.0252307848	-0.0301496984	0.0054976328	-0.0538837809	0.0078923048	-0.0166686375	-0.0290760826	0.0320524499	-0.044147506	0.0010576051	-0.0283943349	-0.015095822	0.012377883	0.1129422506	0.1076997553	0.099141769	-0.0785844	-0.0066578	4.432630084000007e-05	0.00617550792336	-0.220517	-0.3775309999999999	0.1425296559609999	0.0486277472889999	-0.160902	-0.0739580999999999	0.0054698005556099	0.0258894536039999	-0.01137	0.002349	5.517801000000002e-06	0.0001292769	-0.00457114	-0.0003177799999999	1.0098412839999954e-07	2.08953208996e-05	-0.000118103	-0.000756625	5.724813906250001e-07	1.3948318609e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
740.3152367478413	-10.174993692424664	548066.6497610123	103.5304966408817	850.3813474678697	-13.25507871101354	175.69711163516433	723148.4361212697	729.8954773924601	-2.464876477013036	6.075616046932193	532747.4079179672	727.0285825168385	921.7828009750724	1.275734	60.158066	0.7110715849999999	0.423367	-0.0570967349	-0.0026599574	0.0512704322	0.0363570133	-0.0129114137	0.0013468432	0.0500129344	0.0228361818	-0.0426870533	-0.0253137355	-0.0128731362	-0.0344553902	-0.0344877671	-0.0158269353	-0.0426104021	0.0251620189	-0.0302020851	0.0090471001	0.0204548666	0.0306827134	0.044084404	0.1125037874	0.1059762505	0.0953761056	-0.118324	-0.0397396	0.00157923580816	0.014000568976	0.0651182	0.2856352	0.0815874674790399	0.00424037997124	-0.145761	0.0151409999999999	0.0002292498809999	0.021246269121	-0.00505396	0.00631604	3.98923612816e-05	2.55425116816e-05	-0.00365282	0.0009183199999999	8.433116223999989e-07	1.3343093952400002e-05	5.86527e-05	0.0001767557	3.124257748249e-08	3.44013921729e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
