global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
711.96069297383	n/a	506888.02833977615	n/a	802.0961939551491	n/a	643358.3043573363	n/a	689.479842234521	n/a	n/a	475382.45284774	697.4549716521292	631.9990158797227	n/a	n/a	n/a	n/a	-0.017100846	-0.0283917856	0.1319876177	-0.1007501974	0.028546853	-0.0205312002	-0.1186717499	0.0188954516	-0.1214970049	0.001257651	-0.1435891807	0.0703951348	-0.1350599554	0.0149683995	0.0257106778	-0.024723889	0.0135592373	-0.1034690135	0.0035360195	0.0289185493	-0.0472568952	0.0033210457	-0.202325503	0.0575459462	-0.030108901	0.0616350396	-0.040013481	0.1212294671	-0.0156804345	0.0531078117	-0.0022997147	0.1084924514	-0.0745278556	0.050703334	-0.0214433652	0.0857543392	-0.0048509783	0.0870312329	-0.0234556261	0.0044920088	0.2303715896	-0.0284853725	0.0010833563	0.0442215244	-0.0119450632	-0.0891543548	0.0517559914	-0.0306885718	-0.0248258964	0.0666873711	-0.0109139117	-0.0304668647	-0.0030837387	0.0687478738	0.0090736874	-0.0559970655	-0.0664274773	0.0342852532	0.0432877292	0.025181981	-0.0695856479	-0.0459584977	-0.033150985	0.0906810977	0.0690619021	0.0208351755	-0.1394021882	0.0876993225	-0.0370095947	0.0268436396	-0.0204165569	0.1103764592	-0.0581628108	0.0428147221	-0.0453137461	0.0430253158	-0.1074473656	0.0274179525	-0.0833470425	0.08785978	0.0673439276	-0.0254611105	0.0239259903	-0.1195924319	0.1430235331	-0.0436359269	0.120635573	-0.1519492636	0.0985289014	-0.0115226996	0.0621117642	-0.1410195432	0.0038445271	0.0060489602	-0.1454462827	0.0276012409	-0.1401719204	0.104397721	-0.0113750067	-0.0287363159	-0.032945888	-0.0458971145	0.0037592098	0.0266696781	0.0041704929	-0.0479728782	0.0241957868	0.0586527067	-0.0485069536	-0.0950153458	0.1322161573	0.0331162337	0.0849781964	-0.0167269769	-0.0046777461	0.1147017419	0.1146833673	0.1146527451	0.029608	n/a	n/a	0.000876633664	-0.0201021	n/a	0.00040409442441	n/a	-0.0484542	n/a	n/a	0.00234780949764	-0.00180516	n/a	3.2586026256e-06	n/a	0.000851449	n/a	n/a	7.24965399601e-07	-0.00040479	n/a	1.6385494409999998e-07	n/a	0.0	0.0	0.0	0.0	0.0
709.9279410212528	-2.0327519525772004	503997.68144267536	4.1320805007064205	794.376538627024	-7.7196553281251	631034.0851210519	59.59307838505024	688.4186295403916	-1.061212694129381	1.126172382181339	473920.209498271	694.9831577478525	606.8163640931613	1.269701	30.086416	0.1458676352	0.0654917	0.010566071	-0.0244668816	-0.1405235181	0.0068264398	-0.012219862	0.0298599897	0.1182177096	-0.0689825067	0.0344871734	0.0301496176	-0.041224333	-0.1335133936	-0.0428152151	-0.0231574345	-0.0210435843	-0.0399442341	0.1744249374	-0.0238074723	-0.0826363548	0.0246106556	-0.0197305022	0.0076884968	-0.1877288608	0.0440401099	0.1361487721	0.0807328949	0.0563638933	0.0911966744	0.0036182429	-0.0506867071	-0.0184120859	0.0437946965	-0.0690207981	0.1446677292	0.0254922895	-0.075945078	0.1079967593	0.0385358061	0.0769395188	0.0554275805	0.011930597	0.1550216041	-0.0276281153	0.0471581921	0.0102776609	0.0393974136	0.0517535093	0.1933818632	-0.0003228576	-0.0403055767	-0.0563227156	-0.1202945382	-0.0081827488	0.0829673103	-0.0791573704	-0.1435721009	-0.0192265655	-0.116913917	0.0628732193	-0.011474272	0.055794198	-0.0391238506	-0.0277085954	-0.0768400021	0.0008785084	0.0728664417	0.0247358907	-0.1376196826	-0.0168131039	0.098832702	-0.0894734501	-0.0165899289	-0.125706648	-0.0577451261	-0.0393833839	0.0753961283	0.0641079615	-0.1543411212	0.0597565879	0.0944324073	-0.0445549405	0.137983173	0.0582815117	-0.1872684191	0.0959174855	-0.0327285514	-0.1331997882	0.0202457696	-0.0169986124	0.0137535357	-0.0509646028	0.0613605515	0.0795505833	-0.0059215855	0.0782400874	-0.0229236802	-0.097547274	0.1281792471	0.0725956283	0.1293512615	-0.041783516	-0.0158009725	0.0195548565	0.0124690193	0.009254825	0.0698687119	-0.0290117553	0.0581493155	0.128746717	-0.0977777611	-0.0042774032	0.0615136163	-0.1139699852	0.0614753194	0.1403479801	0.1146527451	0.1144874327	0.1142120884	-1.71852e-05	-0.0296251851999999	0.0008776515981342	2.9533109903999997e-10	-0.046751	-0.0266489	0.002185656001	0.00071016387121	-0.0726003999999999	-0.0241461999999998	0.0005830389744399	0.0052708180801599	-0.00105698	0.00074818	1.1172067203999998e-06	5.597733124000003e-07	0.000695472	-0.0001559769999999	2.4328824528999987e-08	4.836813027840001e-07	0.0	0.00040479	0.0	1.6385494409999998e-07	0.0	0.0	0.0	0.0	0.0
712.1443760427376	2.2164350214848128	507149.6123293	4.912584204464382	795.6007323856129	1.2241937585888536	632980.5253725236	1.4986503585679043	690.2316277324278	1.8129981920361613	3.2869624443263903	476419.6999221568	696.5166247875496	623.8473832705744	1.182668	28.024107	0.2080024683	0.11973	0.0066311078	0.0243298624	0.1534785222	0.1285717464	0.1063827028	0.0194830052	-0.0659226754	-0.0409720977	0.0167710834	0.0897936025	0.0600715734	0.0334654472	0.0351322603	-0.1588515152	-0.0301448947	-0.1562413821	-0.0066209171	-0.0893753257	-0.0984306884	0.0914573836	0.0583338054	-0.0236619737	0.0936094544	0.1372381955	0.205035759	0.0152640396	-0.102159273	-0.0275444199	-0.0391559862	0.1214304455	-0.0123170274	0.0721577849	-0.0686082405	-0.0006530376	0.0608387098	-0.1309277017	-0.044954555	-0.095393239	-0.1171757297	-0.1328892386	0.1206625393	-0.0248779565	-0.0189577871	0.0611507647	-0.0161263661	0.1341543181	0.0614857143	0.0003983078	0.0479963227	0.0376157505	-0.0653475294	-0.000175301	-0.0476851082	-0.0632297884	0.0048328251	-0.0775846285	0.051167895	-0.021487242	0.0211609928	-0.0783031803	-0.0050086952	-0.1157361109	-0.0038562079	-0.0302341592	0.1344544962	0.0706204198	-0.0200525422	0.0090132677	0.0951221304	0.0803336151	-0.0459109125	-0.0584044484	-0.0777597026	-0.0573489209	0.2418042749	0.0748762042	0.0690041514	0.1615349976	-0.0071378192	0.0681438121	-0.0158992757	-0.0762075983	0.0447666453	-0.0774862847	-0.02758945	-0.1008709133	0.0766808376	0.0812000098	-0.1263168229	-0.0875152822	-0.0289361598	-0.1280424557	0.0022151278	-0.0403054959	-0.0029331042	0.0955411738	-0.0163573607	-0.0694364428	0.0446966394	0.0821395407	-0.0259446727	-0.0027916518	0.0941480095	0.0116690994	0.0321593484	-0.012527061	0.0885943147	0.1732460765	0.0235893515	-0.0897798219	0.0640550732	-0.0261019501	-0.1158189933	-0.0487518883	0.0135254505	0.1145547726	0.1140958982	0.1133324686	-4.31035e-05	-2.59183e-05	6.717582748899998e-10	1.85791171225e-09	0.0151233	0.0618743	0.0002287142028899	0.00382842900049	0.0135619	0.0861622999999999	0.0074239419412899	0.00018392513161	-0.00180676	-0.00074978	3.2643816976e-06	5.621700484000001e-07	0.000524646	-0.000170826	2.9181522276000004e-08	2.752534253160001e-07	-0.000278193	-0.000278193	7.7391345249e-08	7.7391345249e-08	0.0	0.0	0.0	0.0	0.0
710.287462040484	-1.8569140022535748	504508.278731912	3.448129611765389	794.6538478507007	-0.9468845349122148	631474.7379039245	0.8965903224559213	689.1110372810675	-1.1205904513602718	1.2557229596798176	474874.0217025888	695.9524892009842	614.2798259806167	1.100185	26.069622	0.17252262	0.107142	0.0436692294	-0.0151242971	-0.0768511832	0.0518421644	0.0808202159	0.0431973728	0.0157780264	-0.0578587166	0.0714470283	-0.1475127104	0.0711480495	-0.0435762529	0.0575456633	-0.0568064543	-0.0766364153	-0.0178029548	0.1436428209	-0.0090094751	-0.0434722204	-0.0266416021	0.0336657633	0.0515004405	0.0507894888	-0.0372202867	0.0757126579	0.0795012287	-1.47195e-05	0.0263760024	-0.0280066334	0.0240398212	0.1613851403	0.1075900658	0.0450234099	0.0935805894	0.0290135825	0.0475276014	-0.0316455529	-0.0118818858	-0.0071972641	0.1112970606	0.0848757068	0.0738495097	0.0631830006	0.0778754577	0.076429014	0.0027745508	0.0265200764	-0.0596818269	0.0924433878	0.0623110493	-0.0494350593	0.0204397489	0.0213429719	0.0504889144	0.0737510599	0.1143667062	0.1691406156	0.2218886897	-0.0523236773	-0.1250790814	0.0212981996	-0.056480786	-0.1123933796	-0.0709427584	0.0875486586	0.0363983847	0.0611997806	-0.1210177413	0.056675129	0.0312167362	-0.0528125152	0.0722299285	0.0160379975	-0.0281938239	0.0397466257	-0.0094959986	-0.0169195074	0.0035040367	0.0416880606	0.1489772904	-0.0611581137	0.106744319	-0.0465626167	-0.1161151079	-0.0763162542	-0.1117387642	0.0661672812	-0.0349510315	0.0739133696	-0.021286731	0.0244275183	-0.0766995423	0.131700719	-0.0511988056	-0.0091741839	0.0883949039	-0.0197878274	-0.038201911	-0.072483657	-0.0607893436	-0.1502451288	-0.0655443374	0.1490305653	0.0851489477	-0.0291560361	-0.1030964839	-0.0389236598	-0.0453334417	0.0637845589	0.1046216643	0.0557058548	-0.2156499715	0.0533851219	-0.0336730992	0.0719375418	0.1144078661	0.1135094328	0.1120172664	-3.62335e-05	6.87e-06	4.71969e-11	1.3128665222499998e-09	-0.0176678	-0.0327911	0.00031215115684	0.00107525623921	-0.0720312	-0.0855931	0.00732617876761	0.00518849377344	-0.00104915	0.0007576099999999	1.1007157225e-06	5.739729120999999e-07	0.000571474	4.682799999999995e-05	2.1928615839999954e-09	3.26582532676e-07	0.0	0.000278193	0.0	7.7391345249e-08	0.0	0.0	0.0	0.0	0.0
711.1242794485858	0.8368174081017514	505697.7408212703	0.7002633745021332	798.0098135419983	3.3559656912975697	636819.6625093349	11.262505721166375	691.3929280852656	2.281890804198042	5.207025642283588	478024.1810063172	698.6441593297092	626.9186007932636	1.120934	26.5613	0.1663662365	0.0946926	0.032530086	0.0245985532	0.1302003961	0.0478649594	-0.0238002198	-0.0076399459	-0.0198094401	0.0536542006	0.0601459829	0.0120784981	-0.0430594836	0.0409205275	0.0341243779	0.0473396185	0.1498208696	0.0291886156	-0.1019138753	0.0161426435	0.0668440301	-0.0507125301	-0.0463454445	0.1304663273	0.0290738521	0.0234686392	0.0522585649	0.0978206329	-0.0693495868	0.0457281369	-0.0274084838	-0.0235218277	-0.0390462576	0.1755969073	0.0511850877	0.1100297792	-0.0276216108	0.0008073274	0.0120014922	0.0318413302	-0.0577898205	0.0388305724	-0.0410346107	0.1401601523	-0.1524088877	-0.0297216176	0.0118414523	0.0735259329	-0.0256516019	-0.0850121513	0.0498339129	0.003360213	0.0808417618	-0.0049437634	-0.1205819291	0.0908762705	0.0066640524	0.0699672647	0.0687577763	-0.1260316332	-0.0456311007	-0.0584987953	0.0447696873	-0.0169638007	0.0660075161	-0.0363003772	0.0416967612	0.0221702998	0.0757149253	0.0574363465	0.0246083231	-0.0446110904	0.0766801559	-0.0417851349	0.1159973801	-0.0797636003	-0.0468082227	0.0824927169	-0.0223276445	0.0989444005	-0.0744795603	0.0764701656	0.0337415973	0.0229788244	-0.0112679977	-0.1470557656	-0.0041526398	-0.0787973217	-0.0624204951	0.0050134545	-0.0130740293	0.0152883805	-0.0062084306	0.0313748492	-0.0228206156	0.0197926446	-0.0265638115	0.0526335512	-0.0281877516	0.0045802241	-0.0323367298	0.1083569973	0.0330766344	-0.0839169468	-0.0319535881	-0.2074023893	-0.0719885797	0.0301426691	-0.0183947118	0.0191685758	-0.0936642976	-0.0096495295	0.0848976329	-0.0325749435	-0.0717458103	-0.0798495563	0.0329041485	0.1142120884	0.1127290384	0.1102715368	-0.00366106	-0.0036248265	1.313936715510225e-05	1.34033603236e-05	0.0146538	0.0323216	0.00021473385444	0.00104468582656	0.00785331	0.07988451	0.0063815349379401	6.167447795610001e-05	-0.0013005	-0.00025135	1.69130025e-06	6.31768225e-08	0.0008254929999999	0.0002540189999999	6.45256523609492e-08	6.814386930488349e-07	-0.000505337	-0.000505337	2.55365483569e-07	2.55365483569e-07	0.0	0.0	0.0	0.0	0.0
707.8490893079039	-3.2751901406818438	501050.33323402895	10.726870457619553	792.4761615313273	-5.533652010670949	628018.4665954263	30.621304575202632	690.9664624179981	-0.4264656672675073	0.1818729653579202	477434.6521864428	697.3121821468159	611.8895420726923	1.206939	28.599226	0.10423847	0.0553467	0.0011045387	0.0534253519	-0.081764472	-0.1361718778	0.017107283	0.0887151542	-0.0289658045	0.0868666379	-0.0785314078	-0.096430147	0.150574722	0.0155000348	-0.0623126071	0.1181318469	0.0821740278	-0.0265247186	-0.0450330523	-0.0313467973	0.0064758521	-0.0657336395	-0.0811744837	0.0213647014	-0.0576094787	-0.0092295099	-0.07540049	0.0210442469	0.019478659	0.0122598939	0.0835686963	-0.0637081749	-0.0359101088	0.0938841479	0.0025353765	-0.1426989962	-0.1109462576	-0.016101573	0.1297946145	0.0676703587	-0.1590090971	0.1432233981	0.0950975705	0.0223180815	0.1144462109	-0.0116983226	-0.0421900063	0.0305502764	-0.0548241611	-0.0506825711	0.1081270815	-0.0598455383	-0.0508291743	0.0258217973	0.129920735	-0.0065611492	0.1542300422	0.0614716873	-0.1522840835	-0.0817741421	0.0750296653	-0.1162230207	0.0457893473	0.0611276956	-0.0442844367	0.13437571	-0.0112809872	-0.0625251985	0.0309927603	0.0701096837	-0.0168783199	-0.0962730655	-0.0148904507	0.1072420353	-0.0075527828	0.0980626514	-0.1331267398	0.0757454031	0.0327801765	-0.0415913022	0.1287061735	0.0874697231	0.0009499795	-0.0017879018	0.0363204708	0.022168098	0.0547162521	-0.0710134	-0.0780450118	-0.0626030194	0.0788768518	-0.0436223045	0.1938160711	-0.0584495385	0.1717848903	0.1086828138	-0.1056030156	-0.027771807	0.1197512355	-0.1137408304	-0.0920811749	-0.0920122698	1.80511e-05	-0.1373287613	0.0593539454	-0.0148695647	-0.0564974604	0.0475865175	-0.0930769293	0.0089520235	-0.0080374883	-0.0860793459	-0.0950302278	0.1339523419	-0.1265981498	0.0403632057	-0.0031172774	0.1139675232	0.1117560484	0.1081019891	-0.0224972	-0.0188361399999999	0.0003548001700995	0.00050612400784	-0.00113167	-0.01578547	1.2806769889e-06	0.0002491810631208	-0.0349299	-0.04278321	0.0018304030579041	0.00122009791401	-0.00102843	0.0002720699999999	1.0576682649000002e-06	7.402208489999997e-08	0.000562274	-0.0002632189999999	6.928424196094738e-08	3.16152051076e-07	-0.000506721	-1.383999999999999e-06	2.567661718410001e-07	1.915455999999997e-12	0.0	0.0	0.0	0.0	0.0
708.3614058763881	0.5123165684841524	501775.881335173	0.2624682663433772	798.3830530723042	5.906891540976858	637415.4994330537	34.89136767686396	689.5070354104956	-1.459427007502427	2.1299271902274888	475419.9518805705	696.8159439465194	624.2008462911023	1.203118	28.508698	0.04410338	0.0223725	-0.0277505181	0.0026341529	-0.0121582229	0.0871433957	-0.1209185866	0.0117011429	0.1312997949	-0.0159809126	-0.0182727487	0.0150725061	0.0222135451	-0.040560782	-0.0744253565	-0.1198225423	0.2185045253	0.0254252617	0.032419309	0.0052868469	-0.0880143858	0.0377622531	-0.1397932777	0.0508394594	-0.0749211657	0.0173312287	-0.0468338233	0.0013682508	-0.1670776016	0.0628334909	-0.237632758	0.0081582883	-0.0628807796	-0.1071054209	-0.0529847577	-0.0777283375	-0.0911837654	0.108515923	0.0087321929	-0.0135601287	0.0521776848	-0.0163336726	-0.0654328175	7.90298e-05	0.0292963383	-0.0901760751	-0.0355111823	0.0964332018	-0.111454518	0.0651023056	-0.0406421111	0.0260165591	0.1655738963	-0.014672252	0.1288435839	-0.0740629863	-0.0934548603	0.0429557499	0.0447358678	-0.0248490863	0.0147117991	0.0098548771	0.1703456346	-0.0303635487	0.0087296632	-0.0489625506	-0.0202178703	-0.0225783219	0.0592295374	-0.042060221	-0.0652456756	0.0101283807	0.0513422069	-0.0272565277	-0.1443286331	-0.1261663563	-0.1699616521	0.0743555491	0.0932819133	0.0673730872	-0.0205232512	0.041526375	0.0198161241	-0.0896716716	0.0108446609	-0.0135359073	0.1360177784	-0.048745611	0.0412691051	-0.0031459674	0.0417184285	-0.0320092439	0.0319414632	-0.0010320421	-0.1517735492	-0.0800483426	0.023538112	-0.1891418353	0.1273192291	-0.0901397435	-0.0277255364	0.0329615609	-0.0074373133	0.1048229791	0.0518503674	0.0817881864	-0.0099869333	0.1910372248	0.0547232476	-0.0141526983	0.0149137555	0.0871743012	-0.0110083161	-0.1602359801	-0.1776325478	-0.0099666454	-0.0276778926	0.1136742748	0.110592125	0.105516962	-0.0140199	0.0084772999999999	7.186461528999997e-05	0.00019655759601	-0.0131884	-0.01205673	0.0001739338945599	0.0001453647382929	-0.0360378	-0.0011079	1.2274424100000042e-06	0.00129872302884	-0.0008558469999999	0.0001725830000001	7.324740874088288e-07	2.9784891889034552e-08	0.000522244	-4.002999999999993e-05	1.602400899999994e-09	2.727387955360001e-07	-0.000270105	0.000236616	7.2956711025e-08	5.5987131456000024e-08	0.0	0.0	0.0	0.0	0.0
707.6627558427256	-0.6986500336624886	500786.576006921	0.4881118695365964	791.8810974083761	-6.501955663928015	627075.6724326941	42.2754274556856	690.2621751327517	0.7551397222561036	0.5702360001290253	476461.87041899766	696.4177843655965	600.0574158777856	1.175894	27.863613	0.192541	0.119145	-0.0073620488	0.0881921519	-0.0527516334	-0.0963725539	0.0768312478	-0.079274068	-0.0959113626	0.0374804569	-0.0588543483	-0.012779414	0.0342489474	-0.1906443116	0.0381671138	0.0229501467	0.0275286183	-0.1291693485	-0.0449907001	-0.1079815584	-0.1182841879	0.0533577585	-0.0460882437	0.0516931689	-0.0981740976	-0.0473232779	-0.0262293262	0.0480999807	-0.0178388912	0.0935154031	0.1150409963	0.1393757782	-0.043026543	0.0077455892	-0.0989321767	0.0641863824	-0.0947567964	-0.0286777417	-0.0050159138	-0.0640421169	-0.0468598717	-0.0529285423	-0.0793017783	-0.0932523212	0.0653276124	0.0739657442	0.0272832081	-0.0989993106	0.0431773098	-0.001038638	-0.0517668983	-0.053641957	0.0332977117	0.0824532885	0.1662113799	0.0085928559	0.036261398	0.1255936963	0.1334601948	-0.0832653457	-0.0779326545	-0.0673201818	0.1151350333	0.0514080178	-0.0609675098	0.0481613887	-0.101576469	0.0219160308	0.2039285023	0.0822219481	0.0576876141	-0.0127713567	-0.0773026077	0.0236016325	-0.1397774665	-0.0103387734	-0.0479381756	0.0716238888	-0.1063782667	-0.0738524445	0.1248283829	0.1017549114	0.0545731547	-0.0536878256	-0.0410424365	0.0200849293	0.0524675046	-0.0015131735	0.0777185199	0.0242151865	-0.0834702016	-0.0143586067	-0.0571826886	-0.1278024475	-0.0017903276	-0.0147604115	0.0705971595	-0.0972761641	-0.0153303847	-0.1838432768	0.02234809	-0.0585384652	-0.125894566	-0.1856528312	-0.1032417799	0.1434740781	0.0030050829	-0.0646134707	0.0729101778	-0.0230121914	0.0259556167	0.1090600031	0.006986316	0.0019826188	-0.1345414826	0.0340512923	0.059377853	0.1133324686	0.1092392569	0.1025263906	-0.0263395	-0.0123195999999999	0.0001517725441599	0.0006937692602499	0.0346174	0.0478057999999999	0.00119836438276	0.0022853945136399	0.0665652	0.102603	0.010527375609	0.00443092585104	-0.00118953	-0.0003336830000001	1.4149816209e-06	1.1134434448906679e-07	0.000548197	2.5953e-05	6.73558209e-10	3.005199508090001e-07	-0.000506721	-0.000236616	2.567661718410001e-07	5.5987131456000024e-08	0.0	0.0	0.0	0.0	0.0
708.9947166385209	1.3319607957953394	502673.5082213366	1.774119561535754	796.5904551572147	4.709357748838556	634556.3532475785	22.178050406545758	688.6271904186817	-1.6349847140700149	2.673175015242608	474207.4073839273	695.8990106599023	616.1733317646213	1.184495	28.0674	0.1928692	0.134568	-0.1107563845	-0.0161448875	-0.1092758532	-0.0430050519	-0.1583041866	-0.0979400339	0.1228163059	-0.1001084558	-0.0108389689	-0.0036459802	-0.0190041061	-0.0754285997	0.0057737539	0.0833425014	-0.0162713995	-0.0861570131	0.1640037308	-0.0344306276	0.0029558931	0.0131532051	-0.0843921587	-0.0052553761	-0.0718010107	-0.0973957441	0.0009051145	0.0428507031	0.042809935	0.067717859	0.0043610842	-0.0984612238	-0.0244389565	-0.0909378424	0.0692879676	0.0671902261	0.0670109466	0.0585596633	-0.0450458958	-0.1009926689	0.0998788145	-0.1123676081	-0.0686368048	0.0245693834	-0.0180265986	0.0571190063	0.0867521073	0.1283198137	0.0381210808	-0.0030755951	-0.0016013245	0.0386026927	0.0301685998	0.0213196974	-0.0676920538	-0.1954021972	0.0781385585	0.0210563072	-0.0290033637	0.0296607704	-0.0163112875	0.0521180951	-0.0202383996	0.0093998478	0.0967640638	-0.1317575497	0.0436354693	-0.0529982002	0.1292340615	-0.1184652716	-0.0532112242	0.0937170653	-0.0647077261	0.028410627	-0.0242069829	-0.0884415942	-0.062604697	-0.0418689507	-0.060393685	-0.0301462924	-0.0168690239	-0.0202689403	0.0734951053	0.05195522	-0.070408317	-0.0467786055	0.059628194	-0.0236224921	-0.1083621975	0.0506465764	-0.1038213281	0.0154391345	0.0386061541	0.0976539529	-0.0465871173	-0.0929605783	0.008759339	0.0164274587	0.0217572789	-0.0050206885	0.0225355275	0.0654650945	-0.023627857	0.0329373912	-0.0069487667	0.0378891021	0.1333872479	-0.0688508248	0.082145844	-0.0758101307	0.008079016	0.0669997903	-0.0481935416	-0.077388152	0.0395547457	-0.1174963582	-0.0938885404	0.1129422506	0.1076997553	0.099141769	-0.026254	8.549999999999877e-05	7.310249999999791e-09	0.000689272516	-0.0118928	-0.0465102	0.00014143869184	0.00216319870404	-0.0562605	-0.1228257	0.01508615258049	0.0031652438602499	-0.00098598	0.00020355	9.721565604e-07	4.1432602500000025e-08	0.000282791	-0.000265406	7.044034483600003e-08	7.997074968100002e-08	-0.000506721	0.0	2.567661718410001e-07	0.0	0.0	0.0	0.0	0.0	0.0
710.1237813722001	1.129064733679229	504275.7848703523	1.2747871728381484	797.171049982135	0.5805948249202402	635481.6829296194	0.3370903507241643	690.0834428924251	1.4562524737433478	2.12067126728362	476215.15815426287	696.4716922863142	622.3886815117256	1.243249	29.459635	0.21146295	0.131823	0.0235918536	0.0744605323	0.1015370654	0.0453872802	0.023356609	-0.0753327722	-0.0549069735	0.0254892841	0.0221010583	0.0168180943	0.069883741	-0.0739408704	0.1145014547	0.0052451667	-0.0276478141	-0.1018904953	0.0291384322	-0.0871552887	-0.0553014113	-0.0978179426	0.1250227667	0.0831345048	0.0450520558	-0.0105412757	0.1104949983	-0.1040191205	0.1290970263	0.0060982776	-0.0674116286	0.0606520125	0.0408107215	0.0956928822	-0.0178384431	-0.0763897891	-0.0360509703	0.0117986758	0.0149405486	0.1632118708	0.1661196702	-0.0138690723	0.0472528589	-0.2063513449	-0.0711775568	0.0009263578	-0.1928800078	-0.109250809	-0.1146711761	-0.0492328719	0.0285912907	-0.0579748227	0.0975056567	0.0880388634	-0.0706779239	0.0107356203	-0.1772244706	-0.0671975076	-0.036699053	0.0594822798	-0.0148710714	0.0205268488	-0.1620100319	-0.0353212649	-0.0928812562	-0.0468858548	-0.0441849574	-0.0750912705	0.0666753231	0.0013352422	0.0607162803	-0.0421177203	-0.1351889898	-0.0074682147	0.0590942397	-0.0937090846	0.1043643539	0.0672907878	-0.009616262	-0.0012681018	0.1238431095	0.0613706386	-0.0705887324	-0.1057100062	0.0576755142	0.087707563	0.0774835723	0.1209591806	0.1256840517	-0.1253032669	-0.0213024596	0.2412349367	-0.0531417834	-0.0092119486	0.0893968023	-0.1975329199	-0.008260337	-0.0623872375	0.0451389514	-0.0318738605	0.0865439987	-0.040079493	0.0994428836	-0.0367063549	-0.0193484434	-0.1150184794	-0.0264448494	1.07077e-05	-0.0069439269	0.0437562864	-0.1913777588	-0.0455492112	0.0490668696	0.0422012787	0.1022535267	-0.1005483278	0.0102857718	0.1125037874	0.1059762505	0.0953761056	-0.0113317	0.0149223	0.0002226750372899	0.00012840742489	0.0359428	0.0478356	0.0012918848718399	0.00228824462736	0.0681336	0.1243941	0.01547389211481	0.00464218744896	-0.000503804	0.000482176	2.53818470416e-07	2.324936949760001e-07	0.000278748	-4.043000000000015e-06	1.6345849000000124e-11	7.7700447504e-08	-0.000506721	0.0	2.567661718410001e-07	0.0	0.0	0.0	0.0	0.0	0.0
