global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
777.8157128931666	n/a	n/a	604997.283223505	808.5295795049875	n/a	n/a	653720.080934512	788.1411410546743	n/a	621166.4582229641	n/a	786.0733095363512	552.3099347000133	n/a	n/a	n/a	n/a	-0.008100753	0.0785988704	0.046214391	-0.0566881133	0.0352908754	-0.1226306221	0.0575342254	-0.0166999261	0.004884204	-0.0342590527	0.0973290079	-0.0042383083	-0.0835299973	0.1249514605	-0.0598002332	0.0504331586	-0.0186843466	-0.0003642803	-0.0817343342	-0.041869334	0.0483106744	-0.1247974982	0.0824360124	-0.0489866997	0.0643555309	-0.0717456267	0.1494585081	-0.054815608	0.080219587	-0.0761031367	0.1924086925	-0.0440499714	0.2124719743	-0.0094542876	-0.0742638722	0.0533025303	-0.0769014	-0.0492014223	0.0463226982	-0.0560229666	-0.0114917602	0.0377941316	0.0127443197	-0.0832196571	-0.018759079	0.0756603366	0.0504215372	-0.0425415001	-0.0342659703	-0.0261737492	0.029485783	-0.1533758544	0.0444449281	-0.0636953535	0.0564075536	-0.0257529451	0.0116334223	-0.0179234892	0.1933975435	-0.0947194471	0.0436763758	-0.0668801849	0.0301897569	-0.198952107	0.0509590622	-0.0466273456	0.0730072117	-0.0259765142	0.1338556005	-0.0208493649	0.0195223574	-0.093125017	0.0060656266	-0.1392543503	-0.0195730471	0.0569451314	-0.1082027875	0.0144613961	0.1061170606	-0.0729729817	0.1018221904	0.0110264268	0.0512107132	-0.1273324365	0.052585134	0.0284782731	-0.0183083818	-0.0825352274	0.1186270014	0.1147017419	0.1146833673	0.1146527451	0.0333122	n/a	n/a	0.00110970266884	-0.0534342	n/a	n/a	0.00285521372964	-0.0588678	n/a	n/a	0.0034654178768399	-0.00329507	n/a	n/a	1.08574863049e-05	0.00172822	n/a	n/a	2.9867443684e-06	8.47033e-22	n/a	7.174649030889999e-43	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.8779036792188	0.062190786052156	0.003867693869785	605094.033032376	811.6726966273594	3.1431171223719048	9.879185244947443	658812.5664503294	788.5648364772549	0.423695422580522	621834.5013283996	0.1795178111156871	786.4506448795731	550.7312477276362	1.030122	23.497698	0.3160756	0.215083	0.015072613	0.0911017021	0.0726603408	-0.1145751123	-0.0253897619	0.0575187687	0.0762012047	0.0821309694	-0.0217332006	-0.0425425014	0.0535930162	0.1066415909	0.1057396695	-0.0108760974	-0.0925668973	-0.0061300579	-0.1909992758	-0.170596137	0.0859827179	0.0321984023	-0.0811530415	-0.1467842455	0.0553194974	-0.0553503501	-0.0453744211	0.1722874205	0.0419520442	-0.0416044201	0.1126008891	-0.0114744192	0.1400136234	0.1716885201	-0.1474047351	0.0611353148	-0.0964173629	-0.0919913297	0.0692228393	-0.0627114269	0.0202514995	0.0061105758	-0.0014518196	-0.0010764224	-0.0542928682	0.0133770938	0.0096357015	-0.0161862657	0.1143559344	-0.0095730085	0.0509287172	-0.0482380737	0.0996491297	0.0643504921	0.1065436769	0.0464259218	0.0976589977	0.0641439294	-0.0458132222	0.1699035132	0.1309843849	-0.1286814026	-0.065956318	-0.0559670997	0.2113188292	-0.0249411101	-0.0131973609	-0.0588179565	-0.1081542646	0.015712976	-0.0813448793	0.1082987752	0.1900293682	-0.0289522223	-0.0898763096	0.0591812193	-0.0532056485	0.0159172622	0.0063428511	-0.1178671704	-0.0914944607	0.0084876511	-0.0175682246	-0.169745903	0.0863230078	0.0186672116	0.0453948054	-0.0179645356	-0.0241575099	-0.1388373949	-0.0536690363	0.1146527451	0.1144874327	0.1142120884	0.0260029	-0.0073093	5.3425866490000015e-05	0.0006761508084099	0.0540348	0.107469	0.011549585961	0.00291975961104	0.126555	0.1854228	0.03438161475984	0.016016168025	-0.00334078	-4.570999999999959e-05	2.0894040999999623e-09	1.11608110084e-05	0.002	0.00027178	7.386436840000006e-08	4e-06	0.0	-8.47033e-22	0.0	7.174649030889999e-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.609081657646	-0.2688220215727597	0.0722652792824652	604675.8838764476	809.235991184461	-2.4367054428984147	5.937533415450759	654862.889428297	787.7759924867488	-0.7888439905060523	620591.014338482	0.6222748413575127	785.8144645438981	548.3035624115113	1.128781	25.748167	0.2833845	0.151911	0.0448811557	0.0894100813	0.0700518644	-0.0653452045	-0.035469613	0.0918121253	0.0727615134	-0.0186919497	-0.0205134173	-0.0531731847	0.0774619527	-0.0515738726	-0.0433456257	-0.0869540054	0.0236146805	-0.1427624425	-0.0294879559	-0.0790114671	0.0311403646	-0.0576609751	-0.1698095214	-0.1280762298	0.0664076497	0.0213356832	0.0294517347	0.0226205166	-0.0628293747	0.122269582	0.0389117395	-0.1615230784	0.147235235	-0.0386667966	-0.0097198026	-0.053191923	-0.1190270206	-0.0285884178	-0.0327617982	0.0017335287	0.1147759588	0.0871576246	0.0153036184	0.2205886259	0.0152746166	0.0703879038	0.0076084056	-0.0198905504	-0.0925158234	0.0309882777	-0.0990037449	-0.0582587862	0.0677667344	0.0390133168	-0.0452711527	-0.0818990614	-0.0360130814	-0.1157681136	0.1005253964	0.0622926026	-0.0210529706	-0.0800439747	-0.0954668659	0.0102118301	0.0853296373	-0.0881265789	-0.0364978235	-0.2122896098	0.0507201801	0.1015605395	-0.0330497139	0.050319357	0.1530462998	-0.0260899072	0.0696113264	-0.0677097737	0.0493701927	-0.018009064	-0.0060530673	0.0399076949	0.1492107743	0.1261927112	-0.0563332426	-0.1012349495	-0.1627180594	-0.0506633349	-0.0855253832	-0.0021486144	-0.0199230619	0.0710961451	-0.0479982869	0.1145547726	0.1140958982	0.1133324686	0.0255637	-0.0004391999999999	1.9289663999999762e-07	0.00065350275769	-0.0342858	-0.0883206	0.00780052838436	0.0011755160816399	0.0211283	-0.1054267	0.01111478907289	0.0004464050608899	-0.00246386	0.0008769199999999	7.689886863999997e-07	6.0706060996e-06	0.0014826	-0.0005174	2.677027600000001e-07	2.19810276e-06	0.00038964	0.00038964	1.5181932960000004e-07	1.5181932960000004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.8127823099667	-0.7962993476793372	0.6340926511145379	603438.0987601517	808.0374348752122	-1.1985563092488292	1.436537226440175	652924.4961597128	787.767212509947	-0.0087799768018612	620577.1811056919	7.7087992641222e-05	785.6374695824372	549.2546102086538	1.011897	23.081982	0.0906144499999999	0.0505866	0.0243038004	0.1009823914	0.07347668	-0.0557609579	-0.0343133721	-0.0631015316	0.023563543	0.0222717961	-0.0464142233	-0.0547541946	0.1003081342	0.0496648421	-0.1333609666	0.0523424843	-0.0521502023	-0.1097342429	-0.0046377338	-0.0398379535	-0.1901693508	-0.0040958186	0.0618840966	0.0655282127	-0.0099478216	0.0485833221	-0.0320489856	-0.0311317058	-0.0252931767	-0.1330854948	-0.1643279394	-0.081957526	-0.0291057778	-0.0715686812	0.0010499616	-0.0565410928	0.0669172172	-0.014104454	-0.0152673347	0.0158172927	0.0422326982	0.0962437169	-0.0285880882	-0.0126244978	0.1363293673	-0.0374638777	0.0053047172	-0.0181743469	0.1456236571	0.2161090009	-0.0216817437	-0.058271673	0.0536867316	-0.1198125117	0.0657040924	-0.1104400958	0.000261277	-0.058036007	0.1169525675	-0.0016548898	0.0942526265	-0.0335280984	0.0513562289	0.142288465	-0.0745163408	0.0570548002	0.0094086993	0.1184929619	0.0784427072	-0.0135979208	0.0792683873	0.095703947	-0.0774741566	-0.019243684	-0.0162070139	-0.0777674315	0.0556153038	0.0512127238	0.0304599746	0.0556468433	0.0013387221	0.0828934192	0.059488876	0.1326150217	-0.0074124848	0.0004199504	-0.0716842842	-6.13728e-05	0.0149346893	0.1308314551	0.0903809336	0.1144078661	0.1135094328	0.1120172664	0.0140783	-0.0114854	0.00013191441316	0.00019819853089	0.0112301	0.0455159	0.00207169715281	0.0001261151460099	0.0323618	0.0112335	0.00012619152225	0.00104728609924	-0.00270312	-0.0002392599999999	5.724534759999991e-08	7.306857734399999e-06	0.00140477	-7.782999999999987e-05	6.0575088999999795e-09	1.9733787529e-06	0.000520143	0.000130503	2.70548740449e-07	1.7031033009000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.1789917529417	-0.6337905570250086	0.4016904701740707	602453.827238613	808.2693149092944	0.2318800340822235	0.0537683502059731	653299.2854239402	786.6466577136345	-1.12055479631249	618812.9640920319	1.255643051538926	784.52101541131	555.478631081411	0.970682	22.14183	0.121405879	0.0675268	0.0344415294	0.0867487397	0.0710880396	-0.075192599	0.1315341953	0.0111587028	0.0563375737	0.0240095791	-0.0109125731	-0.0912223227	0.0553993402	0.1028918733	-0.0108698295	-0.0539157527	-0.0016372996	-0.057727658	-0.0677503963	-0.1833683471	-0.0457346979	0.1597554963	-0.090319825	0.0599706828	-0.0135167177	-0.047724879	0.0031313794	0.1502623129	-0.0539528837	0.0196770722	-0.0422179791	-0.065604722	0.0047702551	0.0335355774	-0.1898245889	0.1075875334	-0.1219009086	-0.009916035	-0.0428019719	-0.0231092949	-0.0495554924	-0.0680328945	-0.0407023174	-0.0306148981	-0.0579142877	0.0324752622	-0.0333928552	0.0569391045	0.1087329606	-0.1313712828	-0.0378552977	-0.0862429736	0.0729893831	0.0410971916	0.0790993904	-0.0230010122	-0.0251895684	0.0748788381	0.0366473414	0.0588661814	0.0184172522	-0.0473613123	0.0229521202	0.2012376687	0.1425709761	0.1009684316	-0.0593860607	0.0615585342	0.0380151217	-0.0406043855	-0.117010146	0.0676935139	0.1409711137	0.039380277	-0.0039080496	0.1032391042	0.0380525458	0.050112351	-0.0041284922	-0.0773994077	-0.021672492	0.0291853994	-0.0436198735	-0.1361334185	0.009267468	-0.0827279569	-0.0115017288	-0.0326146559	0.028965771	-0.0040415292	0.119450586	0.1142120884	0.1127290384	0.1102715368	0.000144971	-0.013933329	0.0001941376570222	2.1016590841000002e-08	0.017668	0.0064379	4.144655641e-05	0.000312158224	0.0951787	0.0628169	0.00394596292561	0.00905898493369	-0.00221823	0.00048489	2.3511831210000002e-07	4.9205443329e-06	0.00122515	-0.00017962	3.2263344400000046e-08	1.5009925224999998e-06	0.000420298	-9.984500000000004e-05	1.76650408804e-07	9.969024025000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775.3500105615448	-0.8289811913969061	0.6872098156898339	601167.6388777876	807.4975459571888	-0.7717689521056172	0.5956273154342026	652052.2867268822	787.380155027946	0.7334973143115349	619967.5085318323	0.5380183101022346	785.0862073314798	544.8471581204882	1.033547	23.575827	0.15971616	0.077959	0.0359048849	0.0835460973	0.0739659368	-0.0492894074	-0.0256881619	-0.0570775259	0.098072102	0.046873955	0.1326442662	-0.0717608258	0.0699425449	0.0157174322	-0.0579360367	-0.0542056785	0.0514047691	0.0976898037	-0.0600623488	0.1029922913	0.0319996753	-0.0893170949	0.0660853412	0.0587545207	-0.0702165197	-0.0392963591	0.1119820618	-0.1438077786	0.0969368367	-0.0765549407	0.0748321059	0.2199554878	-0.0637447833	0.0453001689	0.0844786393	0.009914133	-0.17626	-0.0361019674	-0.113254507	0.0401230413	-0.0544238462	0.0284674541	-0.0984634769	-0.0201143329	-0.12650598	-0.0524854969	0.1068432897	0.0256722159	-0.023473127	0.0149867434	0.0629775425	-0.0733927836	0.069485717	0.0023287991	0.0149245105	-0.0538714621	-0.0820872121	0.0305261602	-0.089606142	0.0254312398	0.0462371018	0.0832439863	-0.013894847	-0.0474303431	-0.1187398406	-0.0899941452	-0.000322941	0.0428434028	-0.1203636075	-0.0441148395	0.0671137143	-0.1656467896	-0.0114673818	0.1459779821	-0.0757605219	0.0498044408	-0.1630848275	0.1109126062	-0.0754148885	0.0513252579	0.0497547334	-0.0688912729	-0.0964546445	-0.0511519909	0.099007343	-0.105038449	0.0212094882	-0.1504937794	0.0749588785	-0.0735914596	-0.13200088	0.1139675232	0.1117560484	0.1081019891	0.000182981	3.801e-05	1.4447600999999995e-09	3.3482046361e-08	-0.0336288	-0.0512968	0.00263136169024	0.00113089618944	0.0536672	-0.0415115	0.00172320463225	0.0028801683558399	-0.00301979	-0.00080156	6.424984336000004e-07	9.1191316441e-06	0.00163052	0.00040537	1.6432483690000017e-07	2.6585954704000004e-06	0.000550765	0.000130467	3.033420852250001e-07	1.7021638089000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
775.6671848251056	0.317174263560787	0.1005995134653276	601659.5816145045	808.8051280953941	1.3075821382053618	1.709771048153706	654165.7352334069	786.2119257781582	-1.168229249787828	618129.1922358001	1.3647595800598311	784.6571735197381	542.4360692098667	0.8242669999999999	18.802025	0.11268437	0.0685134	0.0396557138	0.0626779618	0.0710401699	-0.0380348695	-0.1120016181	0.061416376	0.0753162602	0.0259853871	-0.0023015438	-0.1032494013	0.0858268672	0.1390647261	0.0377351593	-0.056672502	0.0359851329	-0.1401519879	0.0073067115	0.0523823877	-0.0490891364	-0.0150435683	0.0542809823	0.0963889018	-0.033965235	0.11746496	-0.0087935678	0.0102370263	-0.0682029443	-0.1337340477	-0.1514948202	0.0677217682	-0.0381030474	0.2463041487	0.1024207613	0.0305156016	0.0354765553	0.0665391129	0.1013428501	0.0004034621	0.1239367265	0.0537599076	-0.0651610019	-0.0846535916	0.2567060422	0.0648269555	0.1278592341	-0.0897887239	-0.0761764693	-0.1277790041	0.1196329554	-0.0910574879	0.0766308189	0.028386754	0.1394987526	-0.0219872207	-0.0183916343	-0.0432166424	0.074329951	0.0147077256	0.0153017387	0.1099739472	0.0484859189	0.049041262	-0.0796654017	0.0825153988	-0.0645483674	0.0904363173	-0.0883288226	0.0513912362	-0.0483994843	0.1286097135	-0.0131128857	0.0989332712	-0.0843628712	-0.153254405	-0.111137931	0.041697713	0.1304831023	-0.0588161749	0.0535775302	-0.0058254469	0.1625964466	0.0955566019	0.0861962693	0.2240312888	-0.1423466551	-0.0848066666	0.0548885881	0.0078851176	-0.2201322183	0.1136742748	0.110592125	0.105516962	0.000232251	4.927e-05	2.4275328999999995e-09	5.3940527001e-08	0.0285584	0.0621872	0.00386724784384	0.00081558221056	0.0705364	0.0168692	0.00028456990864	0.00497538372496	-0.00255557	0.00046422	2.155002084e-07	6.5309380249e-06	0.00144861	-0.00018191	3.3091248100000076e-08	2.0984709321e-06	0.000576209	2.544400000000001e-05	3.320168116810001e-07	6.473971360000005e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.056886344565	0.389701519459436	0.1518672742689931	602264.290842821	805.5751105459367	-3.2300175494574432	10.433013369803067	648951.2587310981	786.8474894259934	0.6355636478352835	619128.9716159889	0.4039411504496923	784.6752997222069	547.6054438342393	0.934427	21.314846	0.140782479	0.0663477	0.0409204331	0.0769737856	0.0760190294	-0.0195347312	0.0861913483	-0.0229362092	0.0870593427	-0.0388955397	-0.0881038374	-0.0887091544	0.054597955	0.0009910021	-0.059733498	-0.0932511033	-0.1099410208	-0.0903618448	-0.0141369896	0.1189372975	-0.1053544938	-0.1755497839	-0.005061395	0.0547140753	0.004705813	0.039391137	-0.0667553249	0.0106412204	0.0372597453	0.0291140902	0.0027055722	0.2024622918	-0.0130796561	-0.0583248608	0.0480023597	0.0622861027	-0.0861498743	0.158207766	0.0168756853	0.0149911186	0.0851170484	0.0557412525	0.0435034081	-0.0047290791	0.0958397572	0.0530657134	-0.0566001937	0.0821243627	-0.131580914	-0.1012529403	0.0197643173	-0.0837946968	0.0711816354	0.0730326443	-0.0110164468	-0.1223251405	0.0211307432	-0.0807708574	0.0342888987	0.0611805454	0.0248441488	0.0658592461	0.0532708319	0.0638784903	-0.177379423	-0.021237231	0.0766593401	-0.0536350429	-0.0925708943	-0.0379293632	-0.0499700006	-0.0551206648	0.0114242305	-0.0141438277	-0.1617892819	-0.0298023639	-0.0222757079	-0.0272750439	-0.0028404141	0.0430479592	0.1683984871	-0.1637736516	-0.0262094805	0.1167425568	-0.1068893832	0.1169637691	0.0849261051	0.0757501231	0.0662507695	0.0241314143	0.0541383895	0.1133324686	0.1092392569	0.1025263906	0.0088264299999999	0.0085941789999999	7.38599126840393e-05	7.790586654489825e-05	0.0105025	-0.0180559	0.00032601552481	0.00011030250625	0.0336965	-0.0368399	0.00135717823201	0.0011354541122499	-0.00208208	0.00047349	2.2419278010000002e-07	4.3350571264e-06	0.000644072	-0.0008045379999999	6.472813934439999e-07	4.14828741184e-07	0.0008440309999999	0.0002678219999998	7.123883289608313e-07	7.172862368394643e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
776.1916398131884	0.1347534686234439	0.0181584973060494	602473.4617158865	807.7674176352733	2.192307089336623	4.806210373955616	652488.200993158	787.2640459889315	0.4165565629380126	619784.6781068624	0.1735193701267304	784.96658850118	546.33268393664	0.883283	20.148212	0.0864694192	0.0420801	0.0466391029	0.0553542914	0.0667616475	-0.0126095999	-0.021111952	-0.039887944	0.1072162522	-0.0014280812	0.079848372	-0.0817087129	0.0434267122	0.0269013929	0.009642027	-0.0586322846	0.0346354533	0.0704337985	0.0776602214	0.0775099359	0.0081140959	-0.0732476048	0.0202800756	0.0425852302	-0.0737372022	0.0231044738	0.0864795089	-0.0655749149	0.0189590563	0.0393469507	-0.0111005345	-0.0068223254	0.1833920396	-0.0128409284	0.0382673999	0.0098130334	-0.0216140686	-0.0745518106	0.2118257256	0.0444955045	-0.1016535361	-0.0150487775	0.1600622651	0.0382998276	-0.1635250009	0.0446553895	-0.13908701	-0.0124199777	0.1000772433	0.0585093791	-0.1510705689	-0.0847662934	0.0441141035	0.0121128755	0.0273997362	-0.0319532972	-0.0468270179	0.0266246604	-0.0621362147	-0.0976512193	0.0023808089	0.0075292442	0.0616471593	-0.0407716356	-0.1172589109	-0.0854689668	-0.0111119103	0.0243224814	0.0215887576	-0.0308626733	0.0833142499	-0.1290272419	0.1161645089	0.0359355015	-0.0044043292	-0.1485393256	-0.0717966214	-0.092965906	-0.1076802773	0.0941435547	-0.0884474049	0.05187531	-0.0313334232	-0.1669164133	-0.122379198	0.0580542965	0.0960445441	0.0091704749	-0.0560801832	0.049064239	0.2048004606	0.1129422506	0.1076997553	0.099141769	0.0169333	0.00810687	6.572134119690159e-05	0.0002867366488899	8.882079999999998e-05	-0.0104136792	0.0001084447144805	7.889134512639997e-09	-0.00128182	-0.03497832	0.0012234828700224	1.6430625123999998e-06	-0.00221307	-0.00013099	1.7158380100000027e-08	4.8976788249e-06	0.000992463	0.000348391	1.2137628888100005e-07	9.84982806369e-07	0.000664001	-0.0001800299999999	4.40897328001e-07	3.2410800899964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777.2273791856835	1.0357393724950723	1.0727560477364866	604082.3989558462	810.843721866469	3.0763042311956497	9.463647722872258	657467.5412902677	786.7468068882756	-0.5172391006558428	618970.5381488976	0.2675362872472651	784.871796220565	549.5291147556788	0.933694	21.29813	0.2040419992	0.113893	0.0515800391	0.0184092459	0.0709087755	-0.0147509958	-0.0696673431	0.095660219	0.0682736648	-0.0272230295	-0.0715395862	-0.0943828897	-0.0059598731	0.1184387918	-0.0405059847	-0.0018214463	0.0228947241	0.0514358223	-0.0645679382	0.0499555264	-0.0298344172	0.0836877	0.0059787939	-0.0886431119	-0.0900496224	0.0634215829	0.0219352405	0.0052635675	-0.0942962964	-0.0958250957	-0.1384592549	0.0377333929	0.0989785721	0.0200188056	-0.0336625076	0.0318037905	0.0418441058	-0.064010225	-0.0193319713	0.1025505968	0.05171507	0.0420118627	-0.0726731294	0.0603654757	-0.0468538916	-0.0860471655	0.0805122189	-0.0151000056	-0.1505162341	0.0480890784	-0.0584034471	-0.0832966612	0.0102963272	0.0587349275	0.1327834385	-0.0527405852	0.0057684197	-0.0500414349	-0.0873994368	-0.0172333438	0.0284106102	0.0665105925	-0.1013140137	-0.0247591399	0.0424439808	0.0316234773	-0.0051071419	0.1011801347	0.0358162541	0.0809370313	0.042781465	0.0919366364	0.0705860316	0.1295229817	-0.0854533888	-0.1530626749	0.005664184	-0.0155433235	0.0336763748	0.0112670025	-0.0613982975	-0.0339570335	-0.0622537143	0.0237648519	-0.1177669151	-0.0663401098	-0.048760623	0.0087224964	0.0111009133	0.0670555602	-0.0602820125	0.1125037874	0.1059762505	0.0953761056	0.0262221	0.0092888	8.628180544000006e-05	0.00068759852841	0.0299755	0.0298866792	0.0008932135936037	0.0008985306002499	0.0959795	0.09726132	0.0094597643681424	0.0092120644202499	-0.000978031	0.001235039	1.5253213315210002e-06	9.565446369610002e-07	0.00103685	4.43869999999999e-05	1.970205768999991e-09	1.0750579225e-06	0.000591323	-7.267799999999996e-05	3.496628903290001e-07	5.2820916839999935e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
