global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
734.5579117449448	n/a	n/a	539575.3257070942	814.7958125374724	n/a	n/a	663892.2161286	717.4451478659116	n/a	n/a	514727.5401963398	717.9290976907707	571.3605679565306	n/a	n/a	n/a	n/a	-0.073499003	0.1182607701	-0.0166766422	0.0560026891	0.1159090256	-0.0380526417	0.0232281803	-0.0846223987	0.1293081122	-0.0549633674	0.0912505339	0.090288142	-0.0270463077	0.0881889963	-0.060952933	0.0766358476	0.0026620283	-0.0458554356	0.0008500621	0.0016997805	0.0998897063	0.1252946908	-0.204522189	0.0779469824	-0.0160833538	0.080950397	-0.0754314634	0.0313091386	-0.0937243221	0.0973319831	-0.0079460614	0.0582652564	-0.0411346066	0.0772791022	-0.0257606236	0.0448117444	-0.1178852245	0.0046090668	0.0447119373	-0.003877278	-0.0228542441	0.0958835076	-0.0860275024	-0.0434558102	0.0853460703	0.0030576598	-0.0230200107	-0.0151217494	-0.016839448	0.03402305	0.0976019678	-0.0725614296	0.0133124425	0.0058335432	0.0040784561	0.1188501573	-0.0120921693	-0.0140507432	-0.0122365387	-0.0570770411	0.1133518597	0.0173978457	0.0740524882	-0.0770116258	0.0877588699	-0.0385479819	0.0281442034	-0.0664734067	0.0340580157	-0.0875886913	0.0191328034	-0.0283843163	0.1083044505	0.0665741903	-0.0095579535	0.2056511836	-0.0752010469	0.0621881468	-0.0907017986	0.118995064	-0.0499475377	0.0205172317	-0.0283130157	0.001466429	-0.0976239179	0.0920143401	-0.0234990917	0.0230620578	0.0800243167	-0.0886983635	0.0564730889	0.0779379146	-0.018825458	-0.0224325306	0.1122534387	-0.062837225	-0.0736484129	0.0822548456	0.0621004741	-0.0575249082	-0.0091700521	-0.0440599084	0.0060550824	0.0652885737	-0.0093287871	-0.0902390071	0.1427472609	0.037462649	0.0029981152	0.0478294208	0.1147017419	0.1146833673	0.1146527451	-0.00754597	n/a	5.69416632409e-05	n/a	-0.0265159	n/a	0.00070309295281	n/a	0.0334508	n/a	0.00111895602064	n/a	2.17257e-05	n/a	n/a	4.7200604049e-10	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
732.5967224105651	-1.9611893343796964	3.8462636052846766	536697.9576867026	811.6597350608164	-3.1360774766560557	9.834981939589412	658791.5255189947	716.9794482611138	-0.4656996047978055	0.2168761219088322	514059.5292288112	716.3880238024433	568.3235749812515	1.150615	22.932714	0.0979236742	0.0680079	-0.0801579875	-0.0880109629	-0.027569227	-0.113408707	-0.0149974659	-0.0944633397	-0.0537037236	0.0464631102	-0.0583650626	0.0150072176	-0.0931663911	0.032059253	0.0817536501	0.0544985949	-0.0316899804	0.0684418276	-0.1802899217	0.1262421888	0.1021166979	0.1485750526	-0.0310913604	-0.0179453927	-0.004616767	-0.0368003585	-0.1364693168	-0.0638143349	-0.1327225551	-0.0259926569	-0.0422418777	0.0516726524	0.1251961165	-0.0683706161	-0.0105016715	-0.1073343881	-0.0135926808	0.0389524292	-0.0252483203	-0.0422211331	-0.0382072831	0.0113079287	0.051662414	0.0497926494	0.0589950615	0.0824204937	0.0707087957	0.0216972766	-0.0158119142	0.0005229829	0.0557482052	0.0258132581	0.0454096743	-0.0692473829	-0.0177669559	0.0743920297	-0.1008534767	0.0224317034	0.0924673099	0.1730177414	0.0788525448	-0.1331917652	0.0379222075	0.0893540778	-0.0405751405	0.0953598796	0.0822029798	-0.0473926432	-0.0067503699	0.0958380402	0.0510832493	-0.1038859848	-0.1077667245	-0.1316305052	0.0316664006	-0.1357493575	-0.012861572	0.0194464569	-0.0044349088	-0.0444325519	0.0010819554	-0.0110078481	0.1032085467	0.0224605404	-0.0226148815	-0.0022148056	-0.0159715726	-0.0731746491	0.0512386777	0.214698184	-0.1089834215	-0.0907903855	-0.014286974	0.0306501107	0.0506360808	-0.1208930935	0.0503319693	-0.1138862477	0.0323384396	0.1324856094	-0.0153713942	-0.0472790718	-0.0863708217	0.0440438526	0.0489673524	-0.0129882259	0.043271611	0.027328067	0.1117446383	0.0744807261	-0.0221112969	0.1770200742	0.1146527451	0.1144874327	0.1142120884	1.43242e-05	0.0075602942	2.0518270564e-10	5.715804839055363e-05	0.0382395	0.0647554	0.00146225936025	0.00419326182916	0.0516333	0.0181824999999999	0.00266599766889	0.0003306033062499	-9.8845e-05	-0.0001205707	1.4537293698490004e-08	9.770334025000002e-09	-0.0	0.0	0.0	0.0	2.79389e-05	2.79389e-05	7.8058213321e-10	7.8058213321e-10
733.2928495756927	0.6961271651275638	0.4845930300285384	537718.4032388395	805.7640585050586	-5.8956765557577455	34.75900205011151	649255.7179785436	716.9774875457581	-0.0019607153557217	3.844404706162996e-06	514056.7176474277	716.5593544403923	563.2453112719976	1.111598	22.155066	0.0606169582	0.0395394	-0.0919227466	0.0525495563	0.137586304	0.1588845822	0.02040413	-0.0881857843	-0.0826870011	0.0891247208	-0.0738173792	0.0122892432	-0.2083984378	0.1014161761	0.0233993671	0.0631457791	-0.0075225756	-0.0738494381	0.1325258895	-0.2170436484	0.0264982809	-0.1005747112	-0.0651848056	0.0333618594	-0.016486335	0.2332462849	0.0613165244	-0.0032208634	-0.185146611	0.036264103	0.1016844429	-0.1236836108	0.0394336179	0.0772088484	-0.033182954	-0.0660537675	0.054673528	0.0643608004	0.0510415717	-0.1020038757	0.0648386004	-0.0621910587	0.0119388892	-0.0802629743	0.0349321665	0.036262719	0.000207387	-0.0824745028	0.0183207851	-0.1067011089	0.1179557287	0.0235588279	0.1328143818	-0.0706919751	0.1473706777	-0.0818951377	-0.0028266042	-0.0057795202	0.051770069	-1.81167e-05	0.0010132201	-0.0283207334	-0.0146989523	0.0154334314	-0.0384742176	-0.154885301	-0.0239399237	-0.1184373872	0.0587743357	-0.0070109883	-0.1454763299	0.1255229464	-0.0218116957	0.1281478169	0.2145552949	0.0216348542	0.0621244003	0.0756858507	0.0041264713	0.0647808602	-0.0029466493	0.1132876954	0.1447280341	0.0392904723	0.0803843397	-0.1339687023	0.089830059	-0.0445970569	0.1249868554	-0.1140656538	-0.0228714986	-0.1519918002	-0.1301111046	-0.097136631	0.0924302499	-0.0894965973	0.0100996696	0.0521139868	-0.0246474515	0.0958030626	0.1001045441	0.0079387011	-0.0655978852	0.0825116191	-0.0267899771	-0.0626819322	0.0031623331	0.0657401782	0.0011806623	-0.0572725134	0.0585275135	0.0835561391	0.1145547726	0.1140958982	0.1133324686	-0.00939758	-0.0094119042	8.831450985640001e-05	8.858394066997766e-05	0.000783666	-0.037455834	6.14132399556e-07	0.0014029395006355	0.0586141	0.0069808	0.00343561271881	4.873156864000004e-05	-0.000106734	-7.888999999999992e-06	6.223632099999987e-11	1.1392146756e-08	0.000104184	0.000104184	1.0854305856e-08	1.0854305856e-08	5.12343e-05	2.32954e-05	5.426756611599999e-10	2.6249534964899997e-09
734.0483405827912	0.7554910070984988	0.570766661806704	538826.9663123494	809.4734623485699	3.709403843511268	13.759676874256169	655247.2862465816	716.8009340403158	-0.1765535054422571	0.0311711402839491	513803.5790410692	716.3286732718892	568.4174474247477	1.187627	23.670383	0.062801324	0.0359193	-0.0445847598	-0.0266241449	-0.1362564305	-0.0782478427	0.095783977	0.0314125917	-0.1418361217	-0.0028822249	0.0341920523	-0.0303221866	-0.1600322181	-0.0082927877	-0.0752715477	0.0404966446	-0.1184538991	0.1003904721	-0.0420106703	-0.1043627191	-0.1161055871	-0.1426255493	-0.0248496405	0.1068576024	0.1497500159	0.1126347649	0.1491394012	0.0378843888	0.1003498439	0.1223223577	-0.0996440763	-0.0096316648	-0.0634644571	0.0036161133	0.0992408682	-0.0285225806	-0.0584079907	0.0139071473	0.0398180012	0.0497703845	-0.025262552	-0.0215871531	0.1452925013	-0.1000015785	0.1156399507	-0.1141027129	0.026772154	0.0175298393	0.1063319152	-0.0442679089	-0.0068198498	0.1242780191	0.0428939677	-0.0667005087	0.0194735752	-0.0027994777	0.0680453877	-0.0625016527	0.1112118391	-0.0024116154	0.1155023823	0.1350312733	0.0901621216	-0.0255856268	0.0848676092	0.1283187269	0.0626384937	-0.0968967077	-0.0481938106	-0.0280956718	-0.0846955438	0.1497446985	0.0412976899	0.0483380452	-0.0807684228	0.1570511939	-0.0713362003	-0.0168168488	0.0237319088	0.0758451321	0.0848162435	0.1387666145	-0.0188882802	0.0891893736	-0.024255104	-0.0961054457	0.1397100844	0.1558245204	-0.0739805572	-0.0936434653	-0.0759952599	0.0750690078	-0.1324681035	-0.0295415106	-0.057659599	-0.1196073323	-0.0036975349	0.0587957182	0.0005853599	0.1074626645	-0.0645883432	-0.0585397776	0.0093767055	-0.060636931	0.13917457	0.0928750169	0.1102528032	-0.0833992986	-0.0698452347	-0.0015495758	0.0921649998	-0.2472113775	0.1144078661	0.1135094328	0.1120172664	-0.0109143	-0.0015167199999999	0.00011912194449	2.300439558399997e-06	0.0323072	0.031523534	0.00104375517184	0.0009937331958491	0.0426167	-0.0159974	0.00181618311889	0.00025591680676	-0.000275083	-0.000168349	2.834138580100001e-08	7.567065688900001e-08	-0.0	-0.000104184	0.0	1.0854305856e-08	5.39747e-05	2.7403999999999984e-06	7.509792159999991e-12	2.9132682400899996e-09
734.0976220539843	0.0492814711931259	0.0024286634029589	538899.3187053144	809.9550209966437	0.4815586480738147	0.2318987315346801	656027.1360376736	717.6587470084542	0.8578129681383189	0.7358430883062724	515034.0771577444	717.6002004127326	572.8430996311546	1.111854	22.16017	0.028666	0.0156033	-0.0770501038	-0.0554738215	0.0660301851	0.0008521246	-0.1388859835	-0.1098966482	-0.0478234097	-0.0555512155	0.1062465617	0.0738099007	-0.0210799537	-0.053860635	0.1003132176	0.0283780516	0.0237857507	0.0260144857	-0.0699111786	-0.0881927835	-0.0996646342	0.0814904283	0.091252679	-0.0985374473	0.0604701851	-0.128418358	0.0344882219	-0.1205051862	0.1184506191	0.0261136907	-0.000545763	-0.0242828271	0.0963197233	0.1798439076	-0.0118524329	-0.0060861875	0.0825889913	0.0208700271	-0.0196340593	0.150047336	-0.0449158978	0.0281094242	0.0353881068	-0.1810364869	-0.0583429963	-0.0928662505	-0.067301037	-0.1110714177	-0.0318534044	0.0850367901	0.0813917516	-0.0983890735	-0.0113757698	-0.1112156528	0.0121194422	0.0617018217	-0.0394875843	0.0140936884	0.0723701021	-0.0188891806	0.0559994393	0.005614116	-0.0131193773	-0.109301763	-0.1203467597	7.83921e-05	0.0641504657	-0.0066163438	-0.0396418062	-0.0219342266	0.1853161554	0.0152788891	0.0990057722	0.063112919	-0.0239211554	-0.1174085319	-0.0506507364	-0.0463121305	-0.0212756564	-0.0460237056	0.0396023191	-0.0500340406	-0.0148304656	0.0200129188	0.0698147622	0.052375084	-0.0158864219	0.1426170166	0.0749951961	0.0535786095	0.0436617256	0.1199930671	-0.1053641599	-0.0652360591	0.0032466559	-0.066032516	-0.0806618112	0.1131454886	-0.0999388196	-0.0001481177	0.2222792329	0.0467359117	0.0568537588	-0.0699313124	-0.0481123042	-0.0791520829	0.0314635252	0.0791887206	-0.0770561403	0.0027251255	0.1217338324	-0.0704739462	0.1142120884	0.1127290384	0.1102715368	-0.0182292	-0.0073149	0.00033230373264	5.3507762010000016e-05	0.0202602	-0.012047	0.0004104757040399	0.000145130209	0.0426217	4.9999999999980616e-06	0.0018166093108899	2.4999999999980617e-11	-0.00025695	1.813300000000004e-05	3.2880568900000136e-10	6.60233025e-08	-0.000101793	-0.000101793	1.0361814849000002e-08	1.0361814849000002e-08	-1.20813e-05	-6.605599999999999e-05	4.363395135999999e-09	1.4595780969000002e-10
733.4193860075867	-0.6782360463976147	0.4600041346330674	537903.9957717455	810.1745890201112	0.2195680234674455	0.0482101169294007	656382.864693906	717.6283559204401	-0.0303910880140847	0.0009236182306798	514990.4572210738	717.0281892754567	570.9866302354882	0.9982	19.894958	0.067198995	0.0340683	-0.0712985468	0.0329167391	-0.0578859593	0.0496492518	0.0787638436	-0.0247845556	-0.0909151575	0.0084011533	0.0247879991	-0.0179906854	-0.046430827	-0.0710162192	-0.0638279156	0.0630572492	-0.0595384642	0.042521049	0.0191862084	-0.1391941282	-0.0722526712	-0.1096158742	-0.1763064701	-0.0502969436	-0.0258417984	0.0843048224	0.0579948468	-0.0013536024	0.0111078801	-0.0588762991	-0.080658031	0.0777144445	0.0263340594	-0.0182898746	-0.0044004481	0.0738655262	0.0594154065	-0.0073348738	-0.0567592696	0.1475479725	0.1383455026	0.0319124892	-0.0159974136	0.0185359744	0.0362620823	0.0003950343	-0.1186101495	0.02839205	-0.0352384354	0.098774645	-0.0106684298	-0.1084591127	-0.048843667	-0.1003150884	-0.0844219518	0.0783982187	0.0220105399	-0.0619513888	-0.0498495759	-0.0177287143	0.0723266972	-0.1515165293	-0.1581034611	0.0209564497	0.0881073758	-0.0195791928	0.0294547509	-0.1119774088	0.0233522261	-0.0288532194	0.040833771	0.0811221048	0.0084720422	-0.065080419	0.16271646	0.1196657184	-0.047190952	-0.0625006582	0.0227784112	0.0301854697	0.0351056161	0.0616814614	-0.0552635436	-0.0685298016	-0.05794321	0.0165970174	-0.0196094202	0.0269069153	-0.1393482496	-0.0393887866	0.0076263973	0.0952425227	0.0242005257	0.0768516559	0.0839411064	-0.0587160141	-0.0251075222	-0.000760979	0.0252220645	-0.0503873911	0.1009613711	0.0700641217	0.0162902085	-0.1357898779	0.0845436911	-0.1589325555	0.104645705	-0.0024438534	-0.0919950324	-0.0518351052	0.0336265986	0.0430924729	0.1139675232	0.1117560484	0.1081019891	-0.0182277	1.5000000000015e-06	0.00033224904729	2.2500000000045005e-12	0.00716336	-0.0130968399999999	5.131372648959999e-05	0.0001715272179855	0.0626462	0.0200245	0.00392454637444	0.00040098060025	0.000264519	0.000521469	2.71929917961e-07	6.9970301361e-08	-0.0	0.000101793	0.0	1.0361814849000002e-08	-7.03424e-05	-5.82611e-05	3.394355773209999e-09	4.9480532377599995e-09
732.6462417442782	-0.7731442633084953	0.5977520518868359	536770.5155420153	811.1378838166819	0.9632947965707216	0.927936865100228	657944.666562605	717.080306270701	-0.5480496497390277	0.3003584185790709	514204.1656412824	717.1492093876865	571.7767322214264	0.967177	19.27663	0.09312338	0.0468436	-0.1238921864	-0.0342581624	0.0223182399	-0.0145122367	-0.0077538167	-0.0873974598	-0.1223848698	-0.0239642284	-0.0322750553	0.0088740744	-0.0426072048	0.0052710152	0.0444059282	0.0240032416	-0.0802748521	0.0192855802	-0.0537020741	-0.0894816938	-0.0179056438	0.0270839366	0.1771036719	-0.0798628533	0.0513151261	0.1239430846	0.0092066336	0.1346608035	0.0011716602	-0.0443670219	-0.0892282434	-0.0610180256	0.0254474098	-0.0080892071	-0.0372638933	-0.060064438	0.034300248	0.0126066972	-0.0407510439	-0.0567364328	0.0680786223	0.0122245478	-0.0593962056	-0.0030994997	-0.1301365603	-0.0223332561	-0.0097020158	-0.0312036725	0.151066888	-0.1388014876	-0.0653421142	-0.1141049299	-0.0190852818	-0.0690209036	-0.0324254862	0.0834310955	0.0433217195	-0.0414324396	-0.001233215	-0.04557978	-0.0388809553	0.1016710624	0.0002348401	0.0010882506	-0.0511390579	0.0265640466	0.0873173421	-0.0629583778	0.0466378147	0.0147715753	-0.0288680753	0.0150385222	0.1860591002	0.1103444545	0.0432589538	-0.1221428978	0.0511957527	0.0597098714	0.0149074897	0.0012000363	-0.009125395	0.0968140675	0.0827093984	-0.1267812742	-0.1147109727	0.0353539374	0.0694172091	0.1252379827	0.0151282255	0.0825365095	0.0443585844	0.0395900372	0.0138209006	-0.0054808419	0.0431134294	0.0321098396	0.1164895102	0.0714103764	-0.0091643116	-0.009118176	-0.075047045	0.085894736	-0.0412988552	0.045091596	0.0154006347	-0.0587204609	-0.0647765012	0.0185545585	-0.0052976913	0.0740555109	0.0305458708	-0.0788567334	0.1136742748	0.110592125	0.105516962	-0.0117441	0.0064835999999999	0.00013792388481	4.203706895999999e-05	0.0461684	0.03900504	0.0021315211585599	0.0015213931454015	0.0426521	-0.0199941	0.00181920163441	0.00039976403481	-4.4202e-05	-0.000308721	9.530865584100002e-08	1.953816804e-09	-0.000121665	-0.000121665	1.4802372225e-08	1.4802372225e-08	5.20844e-05	0.0001224268	1.498832135824e-08	2.71278472336e-09
732.9308571068259	0.2846153625476972	0.0810059045981571	537187.6412993465	808.5327101057424	-2.605173710939539	6.786930064170488	653725.1433109364	717.3885544908709	0.308248220169844	0.0950169652378766	514646.3381145012	716.7672745515918	561.8114819483324	0.998864	19.908182	0.069465525	0.0305939	-0.096140585	0.0052426353	-0.0485872508	0.029044914	0.0092151946	-0.0251547905	-0.1385198048	-0.002970247	-0.0620931363	0.0527296897	-0.0094314882	-0.0243704017	-0.0514016755	0.140319611	-0.0178684438	0.0236640943	0.0223417516	-0.0891480086	-0.0466023814	0.1407590582	0.0944685049	0.0825627211	0.0019558625	-0.0210319574	-0.0763187052	0.0345224146	-0.0457471621	-0.0495298033	0.1054996523	-0.0408255005	-0.0606367543	0.0437586875	-0.0573642825	-0.0614901237	-0.1331314482	-0.1388562802	0.1268661277	-0.0203999841	-0.025208413	0.0271597096	0.0641654098	0.1033035556	0.0451041578	0.0330667026	0.1033101132	-0.0563080003	0.0063364964	0.1281369532	-0.0342717617	-0.1762027232	-0.030559352	-0.085033049	-0.0160132869	-0.0637838325	-0.04286975	0.0985979582	-0.0222137344	-0.0244244518	-0.089797382	-0.0461299389	-0.0090361	-0.0906009273	0.0315118971	-0.026645044	0.0254268467	-0.1144122276	-0.0594996407	0.0084907759	0.0915234925	-0.0003877505	-0.0243238118	0.0811014029	-0.0854895733	0.0036833668	-0.0263745205	0.1233989784	0.0539077134	0.0986435577	-0.002431153	0.0859316568	0.0361011569	-0.0317629484	0.0533933914	0.0408823159	0.0408907145	-0.1365506558	-0.0497614023	0.0524319763	-0.0240817132	-0.1752131629	0.211481632	-0.0875640636	-0.0905921586	0.0565527869	-0.0895047308	-0.0132108301	0.0348707072	-0.0341691003	0.0471776019	0.1722593387	-0.0789183518	0.0055046965	-0.0090709654	-0.0162634598	-0.0152100245	0.0183195517	0.0682313622	0.0491268677	-0.0267732886	-0.0724424306	0.1133324686	0.1092392569	0.1025263906	-0.00368606	0.00805804	1.35870383236e-05	6.493200864160002e-05	0.0266301	-0.0195382999999999	0.00070916222601	0.0003817451668899	0.0589207	0.0162686	0.00347164888849	0.00026466734596	0.000281979	0.000326181	1.0639404476100004e-07	7.951215644100003e-08	-0.0	0.000121665	0.0	1.4802372225e-08	-1.20813e-05	-6.41657e-05	4.11723705649e-09	1.4595780969000002e-10
733.7741579560845	0.8433008492586396	0.7111563223603428	538424.514884161	811.9570482696346	3.42433816389223	11.72609186068881	659274.2482347377	717.5555123741933	0.166957883322425	0.0278749348035044	514885.9133385911	717.3489054564828	569.2790508841814	0.967984	19.29273	0.01873523	0.0118584	-0.0965014	-0.0418801456	0.0244099478	0.0079577216	0.0252356887	-0.0305184379	-0.0445791498	0.0122810849	0.0086264022	0.061957562	0.0150792783	0.0260601789	0.0391946167	-0.012931289	-0.0570988689	0.0252896974	0.1127963716	-0.0036474091	0.0507262659	0.0104033433	-0.0126687939	0.0015264711	0.0184152682	0.0829782359	-0.1099408627	0.0812457984	-0.0477827906	-0.0315006554	0.05465181	0.0100975877	0.0607369895	-0.0763567641	0.0407047973	-0.0787746118	0.006145823	-0.0950256866	-0.0411511159	-0.1534970628	0.0073808319	0.1049342675	-0.0787920438	0.0988693814	0.1587871527	-0.0007508856	-0.1518663964	-0.0355758642	0.016020231	0.02749273	-0.0618419956	0.0687458297	-0.0024294378	0.1345014452	-0.0270557029	-0.0115350771	-0.0992993774	-0.0119710472	0.0594625329	-0.0593185274	0.0195162967	0.1673973036	-0.0108979918	-0.0625701669	-0.0146643169	-0.0024348518	0.044280861	-0.0396472914	0.0584698084	-0.0475774545	-0.0642646768	-0.0096630405	0.0451257506	-0.0485879582	0.0222009252	-0.014492329	0.0963450019	-0.0046429549	0.0851882147	-0.0179560811	-0.0006736347	0.045080062	-0.0306187482	-0.0717801108	-0.0265388859	-0.074145794	-0.0730792491	-0.1556779603	-0.0276718539	0.0135683353	0.0808620295	-0.0403564722	0.0181093019	0.00988631	0.1408280404	0.0869930376	-0.0268840158	-0.1004451871	0.0751121265	-0.0391062649	-0.0327802273	-0.1305312133	-0.0503427686	0.0942531781	-0.05706077	-0.0053127046	-0.0259339035	-0.0622934827	0.0675227677	0.0318407365	-0.0244989183	-0.0097171254	0.1129422506	0.1076997553	0.099141769	-0.00390659	-0.0002205299999999	1.52614454281e-05	4.863348089999983e-08	0.0197822	-0.0068479	0.0003913354368399	4.689373441e-05	0.0493011	-0.0096195999999999	0.00243059846121	9.253670416e-05	0.000241035	-4.0944000000000006e-05	1.6764111360000003e-09	5.8097871225000006e-08	-0.0	0.0	0.0	0.0	-1.20813e-05	0.0	0.0	1.4595780969000002e-10
734.1497300176442	0.3755720615596374	0.141054373424156	538975.8260849798	812.584334765135	0.6272864955004707	0.393488347437262	660293.301105697	718.0428392635212	0.4873268893278464	0.237487497061955	515585.5190176189	717.5650925554766	562.6611506558278	0.976586	19.464161	0.032465225	0.0190117	-0.0713729398	0.0203869285	-0.0564642934	-0.0014404724	-0.0003043611	0.051031658	-0.0650771637	-0.0591646435	-0.0957891622	-0.0117269679	0.0761316685	0.0872009414	-0.0127946657	0.0710100332	0.0572650831	-0.0228522943	-0.0090419851	0.1130354211	-0.1627506981	0.0366570408	-0.0712819449	-0.0904337402	-0.0979288041	0.0058147699	-0.0475582165	-0.1118701213	-0.0129144771	-0.1093052245	-0.0547097616	0.0010549077	-0.0237919102	-0.02994522	0.063565223	-0.0852113465	-0.0028372582	-0.0529785149	-0.0230231752	0.1084950299	0.0931697813	-0.0786343885	-0.0713980818	-0.0261931739	0.1456825316	-0.0893877669	0.0325145384	-0.0359564233	0.0059648552	0.0120525621	0.0219582987	0.0336253322	-0.0575372437	-0.0123776325	0.0190162762	-0.029103995	-0.0802963657	-0.0561324481	-0.13264394	0.0825025161	-0.0572606771	0.0665242289	0.0876643773	-0.1184411737	-0.0018497708	-0.0103159739	-0.0179612035	-0.0095850416	-0.1202954747	-0.049776593	0.0621082237	-0.0691490154	-0.0207533208	-0.1042312734	0.039586831	0.0034859045	-0.1657593764	-0.0883376586	0.0254877145	0.1291344107	0.0077847083	-0.040352586	0.0051310983	-0.0117554356	-0.0137701647	0.0906823369	-0.0053071397	-0.0736545548	-0.0325105726	-0.0140107705	-0.0674104298	-0.0358118878	-0.0433872206	-0.0990222527	0.0346727213	-0.014899926	0.0401376119	0.01879292	0.081672582	-0.0893408452	0.0078510923	-0.0718644284	0.0215397653	-0.0580535333	-0.0138027989	-0.1090964574	-0.0728723316	-0.0793083127	-0.1197059069	0.133102418	0.0115966716	-0.0329512627	0.1125037874	0.1059762505	0.0953761056	-0.00127532	0.00263127	1.6264411024e-06	6.923581812899999e-06	0.0374	0.0176178	0.00139876	0.00031038687684	0.0426548	-0.0066463	0.00181943196304	4.417330369000001e-05	0.000185245	-5.5790000000000006e-05	3.1125241000000012e-09	3.4315710025e-08	-0.0	0.0	0.0	0.0	-6.76884e-05	-5.560709999999999e-05	3.092149570409999e-09	4.5817194945599996e-09
