global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
670.3040391461814	n/a	449307.5048956854	n/a	833.6960239297573	n/a	n/a	695049.0603162865	700.5934065390246	n/a	490831.121285955	n/a	710.6636226029191	522.865605802834	n/a	n/a	n/a	n/a	-0.0577468398	-0.0725872072	0.039756065	-0.0492306361	0.135176049	-0.0425591339	0.0671666781	-0.1476022569	-0.0717732629	0.1226452042	-0.0746642527	0.0104086131	-0.0601744665	0.331907187	-0.0050925289	0.1682544518	-0.0598303789	0.1460811807	-0.0739619281	0.0157815036	-0.0344130033	0.0737009137	-0.0306994806	0.1235356938	-0.00260136	0.0561551812	-0.097064158	0.0056546723	-0.0004139021	0.1396071392	-0.0874503969	0.0181671724	-0.171258498	0.0453235319	-0.0508071922	0.0442108974	0.0145856775	-0.1237856227	0.0409421889	-0.0209754883	-0.0338970443	0.1179296807	0.1428355029	-0.0899498721	0.0121182996	-0.1029862398	0.1977833525	0.2018038183	-0.1644926149	0.2419236451	-0.0194438581	0.0842733869	-0.0198563141	0.079918252	-0.0220321511	0.0117322617	-0.0199565456	0.0996801816	-0.090691747	0.0488790906	-0.1193211786	0.1636610387	-0.0838580688	0.1807258935	-0.1559351388	0.0295975726	0.1147017419	0.1146833673	0.1146527451	0.185469	n/a	n/a	0.034398749961	-1.27262	n/a	n/a	1.6195616644000002	-0.362871	n/a	n/a	0.131675362641	-0.00128834	n/a	n/a	1.6598199556e-06	2.88052e-05	n/a	n/a	8.2973954704e-10	0.0007414099999999	n/a	5.496887880998517e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
672.6383143244603	2.334275178278972	452442.3018972515	5.448840607929326	827.4700213742793	-6.226002555477976	38.76310782081829	684706.6362731503	702.3780055566682	1.7845990176435862	493334.862689763	3.184793653774453	710.777194291261	523.3100507382303	1.276655	28.78632	0.27880682	0.151251	-0.0837144198	-0.0634505924	0.0348454725	-0.1033864544	0.0707828276	-0.0824804941	0.0284929588	-0.1317330798	-0.0672781203	0.1026078961	0.0408578358	-0.0595308077	-0.0332859865	0.3474032761	-0.0190250415	0.0898748719	-0.0429311097	0.1028425676	-0.0997722438	0.0422120601	0.0840809361	0.0189986935	-0.0496859949	-0.0230146533	-0.0384384073	-0.0339644512	-0.0950946965	-0.0354533819	-0.024151735	-0.1684797315	-0.0072335485	-0.0315323429	-0.029472333	-0.128479049	-0.0650314836	0.0403846891	0.0755056962	-0.0110328215	0.1047085693	-0.0698815681	-0.0383201136	0.1026700145	0.1094756642	-0.070540275	0.1159459544	-0.1376377417	0.2712072699	0.1956061985	-0.0351580836	0.1360049147	-0.0706410828	0.0363165491	0.0779926201	0.0418994444	-0.0451867433	-0.0126541347	-0.1219749357	0.0093576698	0.0764124567	-0.0243333404	0.0551285202	-0.0305850178	-0.0653766065	-0.0109372333	-0.0066222803	0.1013373939	0.1146527451	0.1144874327	0.1142120884	0.221365	0.035896	0.001288522816	0.049002463225	-1.35566	-0.08304	0.0068956416	1.8378140356000003	-0.359436	0.003435	1.1799225000000146e-05	0.1291942380959999	-0.00329307	-0.0020047299999999	4.018942372899999e-06	1.08443100249e-05	0.000458979	0.0004301738	1.8504949820644e-07	2.10661722441e-07	4.75974e-05	-0.0006938125999999	2.26551248676e-09	4.813759239186213e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
668.8687318521423	-3.769582472318007	447385.38044949307	14.209752015607137	828.3281925483225	0.8581711740431501	0.7364577639585986	686127.5945703707	701.4450547794689	-0.9329507771992668	492025.1648745722	0.8703971526767157	710.8708199761387	532.2775103565306	1.131061	25.503422	0.1608816800000001	0.0702626	-0.088768121	-0.0697624993	0.0605456584	-0.0548446737	0.0625845375	-0.0610764498	0.0359577872	0.171668337	-0.1002058582	0.1040472053	0.0100860604	-0.0887896819	-0.0713572052	0.1940877672	-0.0237882177	-0.0783632847	0.1604666228	0.1364832769	-0.0512307102	0.0446501968	-0.1066911436	-0.1055486169	-0.0078012222	0.0935207455	0.0908204515	0.0283342565	0.0430320495	0.0985294223	0.0234279102	-0.1909767651	0.0350617304	-0.1459424246	0.3120765689	-0.1749857114	0.0729984799	-0.0025486791	-0.0472354845	-0.0679864872	-0.0502309765	-0.027465152	-0.0739626591	0.1187727973	0.0293202053	-0.1490378105	0.0292634371	-0.073307996	0.1909330561	0.0971998947	-0.0218669615	-0.1355711958	-0.1263938461	0.0958964985	0.003239016	-0.0930682642	-0.0728090402	-0.008795847	0.0272482265	0.0176346572	-0.1141085902	-0.2432915685	0.1099093006	0.003522608	0.1361880823	-0.0802079269	0.0331782783	-0.0902365506	0.1145547726	0.1140958982	0.1133324686	0.191169	-0.030196	0.000911798416	0.036545586561	-1.34419	0.01147	0.0001315609	1.8068467561	-0.409615	-0.050179	0.002517932041	0.167784448225	-0.00372535	-0.00043228	1.8686599840000013e-07	1.38782326225e-05	0.0008348859999999	0.0003759069999999	1.4130607264892486e-07	6.97034632995833e-07	0.000620144	0.0005725465999999	3.84578580736e-07	3.2780960917156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
666.4639767369176	-2.4047551152247024	444174.2322879866	5.782847164199372	826.1174209436829	-2.2107716046396035	4.887511087880768	682469.9931866421	701.7550102810075	0.3099555015385249	492460.09445449687	0.0960724129339985	711.2930492638995	520.2897665906697	1.122625	25.313213	0.15854985	0.0974552	-0.1025480041	-0.0836013252	0.0786089396	0.0283635241	0.1158090414	-0.0927960588	-0.1412272896	-0.1014768734	-0.0998261464	0.1121488952	0.0275361365	-0.1065656659	-0.0473352246	0.1149281106	-0.0407509907	-0.0228337002	0.2514283156	0.1450721508	-0.0894918879	0.0550746688	0.1932488365	-0.1672040214	-0.0089435319	-0.1076007221	0.0182353385	0.0286086433	0.0351654828	-0.0261351467	0.0234014531	0.1153895971	-0.091665747	0.0075277261	-0.0401485397	0.0305356024	0.0944161047	-0.1016987717	0.1210412521	0.1712855602	0.0017688875	-0.0466430486	-0.0836297579	0.1295481466	-0.0160826096	-0.0534428775	-0.0144635858	-0.0015671328	0.1526612448	0.0510395235	-0.0460212855	-0.0771623884	-0.2913093591	0.1602034164	-0.065635201	-0.0336880239	0.0822225093	0.000923199	-0.0690667722	-0.0052716367	0.080005281	-0.0848998948	0.1701061972	0.1188811225	-0.0480581815	-0.0874264171	0.0660469463	-0.0545348177	0.1144078661	0.1135094328	0.1120172664	0.195473	0.004304	1.852441600000002e-05	0.038209693729	-1.2664	0.07779	0.0060512841	1.60376896	-0.461404	-0.0517889999999999	0.0026821005209999	0.2128936512159999	-0.0034797	0.00024565	6.034392250000001e-08	1.210831209e-05	0.000803505	-3.138099999989996e-05	9.84767160993721e-10	6.456202850250001e-07	0.0008364499999999	0.0002163059999999	6.996486024998327e-07	4.6788285635956754e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.5381289370156	-1.925847799902044	441610.9248111096	3.708889748387544	828.503163864943	2.385742921260089	5.691769286342624	686417.4925342206	700.37247814882	-1.3825321321874071	490521.6081483194	1.911395096530658	710.2732369347242	514.0395015601068	0.947	21.353176	0.2282706499999998	0.112165	-0.1125111779	-0.091866612	0.0906289626	0.058832146	0.0665680001	-0.099513194	-0.0754667518	0.076508716	-0.1227491307	0.106857045	-0.058008487	-0.1059952565	-0.0886687098	0.0352389599	-0.0919985585	0.0882952332	0.1544846394	-0.0480235565	-0.0255746167	0.1152871038	0.040914527	0.0690062067	0.0900095	-0.0005645523	0.0141872841	0.1179271055	0.0949781279	0.0308354004	-0.0427168572	0.0961203409	0.0937150947	-0.0535172981	0.0833401709	-0.0349288483	0.1337522447	-0.0433902788	0.0503898809	0.0583749721	-0.0333368617	-0.0289072699	-0.1040600546	0.1317224048	0.0036946648	-0.0564360331	-0.1261536934	0.0634588854	0.0964636148	0.0586160161	-0.0746071454	-0.0699967534	-0.109023679	0.0441392476	-0.0424667738	-0.0159725059	0.0078417637	-0.0852979221	0.094352841	0.0635953321	0.033313105	0.0427335791	0.0022620177	-0.0528783052	-0.030810396	-0.1504791692	-0.0128898144	-0.1633540553	0.1142120884	0.1127290384	0.1102715368	0.241793	0.04632	0.0021455424	0.058463854849	-1.19863	0.0677699999999998	0.0045927728999999	1.4367138769000003	-0.4952	-0.0337959999999999	0.0011421696159999	0.2452230399999999	-0.00361775	-0.0001380499999999	1.9057802499999943e-08	1.3088115062499998e-05	0.000985708	0.000182203	3.319793320900001e-08	9.71620261264e-07	0.00212389	0.00128744	4.510908732099999e-06	1.6575017536002566e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.8062537179728	0.2681247809572369	441967.3549825256	0.0718908981633662	827.995566663943	-0.5075972009999532	0.2576549184629869	685576.6584151441	700.0315132040079	-0.3409649448121854	490044.11947869306	0.1162570935907766	709.904935730404	508.7486684303731	0.955102	21.535866	0.22183035	0.0986964	-0.1151784992	-0.0999268373	0.0793783803	-0.0352581082	0.1464202243	-0.0603958259	-0.0543519261	-0.0881411527	-0.1174149595	0.0989004513	-0.0760351758	-0.1109408771	-0.0740386863	0.0762169573	0.0647958175	-0.0926377831	-0.0457117983	-0.0739224235	0.0991843522	0.0794889702	0.0781692312	0.0675690609	0.0586032801	0.0206093618	-0.0272872022	-0.0098901941	-0.0049224483	-0.0988695844	0.0229355963	0.0632997472	-0.0538186421	0.0138240856	0.0797230949	0.1217261989	-0.0426890001	-0.0159733368	-0.0121732492	0.0484210765	-0.0767937954	-0.0731988864	-0.0983244624	0.1215569704	0.0501460587	-0.1182493917	0.0423644997	0.0864232708	0.0107970948	0.0616965815	-0.0989476169	0.0488278991	0.0432201726	0.0195964729	-0.0185233648	-0.0673287625	0.0515859093	-0.1005823933	0.0582462082	0.0521014968	0.0460567139	0.1322672355	0.0015467848	-0.0626942735	-0.0357608475	0.0380881473	0.0985881484	-0.0066543804	0.1139675232	0.1117560484	0.1081019891	0.192565	-0.049228	0.002423395984	0.0370812792249999	-1.19022	0.00841	7.072810000000049e-05	1.4166236484	-0.546433	-0.0512329999999999	0.0026248202889999	0.2985890234889999	-0.0049244	-0.00130665	1.7073342224999995e-06	2.424971536e-05	0.000463051	-0.000522657	2.7317033964900005e-07	2.14416228601e-07	0.00169401	-0.0004298799999999	2.8696698801e-06	1.847968143999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
667.6235071046565	2.81725338668366	445721.1472387213	7.9369166447805535	829.6044910542483	1.608924390305333	2.588637693719388	688243.6115773785	700.1229577181776	0.0914445141697797	490172.1559240492	0.008362099171747	710.1967189331299	507.8042191743851	1.038539	23.417227	0.2690378500000001	0.117631	-0.1235984222	-0.0994735476	0.0761467568	-0.0042063983	0.1202531899	-0.016353619	-0.0762300436	0.0291439578	-0.1301693718	0.1157052044	-0.044271932	-0.0789990032	-0.0048481866	-0.0336369182	0.0178013799	0.0600009903	-0.0908071914	-0.0405782186	0.1253761365	0.1881785625	0.0989889321	-0.0755980729	-0.0193892245	-0.0089274733	-0.0438007307	-0.0103610142	0.1453253419	-0.0738577258	0.1138762971	0.0670128153	0.0306817403	0.0145023122	-0.0994750885	0.08939317	0.0445007712	0.0376236251	-0.0437637652	-0.0271729026	-0.0197605106	0.1563573988	-0.1066075105	0.1272545046	0.0204687097	-0.0271487157	-0.0011759896	0.0915727449	0.0238681408	-0.0309722285	-0.0767620516	0.1095565903	-0.055656028	-0.0428109268	0.1308018651	-0.0338498731	-0.025068837	0.1337197329	0.1001514842	0.0314093994	0.0707153228	0.1822738031	0.1031111605	-0.0676344745	0.0659524969	-0.0894255469	0.1634267847	-0.0589886985	0.1136742748	0.110592125	0.105516962	0.150771	-0.041794	0.0017467384359999	0.0227318944409999	-1.12977	0.0604500000000001	0.0036542025	1.2763802529	-0.596772	-0.050339	0.002534014921	0.356136819984	-0.00603388	-0.00110948	1.2309458704000008e-06	3.64077078544e-05	0.000473074	1.0022999999999956e-05	1.0046052899999908e-10	2.2379900947600002e-07	0.000484416	-0.001209594	2.34658861056e-07	1.463117644836e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.8895732663493	2.2660661616928337	448752.0403709716	5.135055849169292	825.8589323903662	-3.745558663882093	14.029209704582213	682042.9762089555	701.2519682012357	1.1290104830580958	491754.3229061069	1.2746646708550748	710.5642230749335	513.9153596457094	1.046482	23.596327	0.244829285	0.121096	-0.1334947631	-0.0925704128	0.1297015656	0.0464528757	0.0135500965	-0.150979372	0.0013295473	0.0382139445	-0.1559372251	0.0772682575	0.011970727	0.033702091	-0.021952759	-0.0757023409	-0.0358741309	-0.0068778045	-0.1969576408	-0.0385095407	-0.0266478733	0.0165253973	-0.1166428643	0.0292547032	-0.0834201198	0.0483491283	-0.1471223196	-0.0956175945	-0.0223996047	0.070856793	-0.0789876612	-0.0333303907	-0.0348728465	0.0055550937	-0.0604542821	0.0375421981	-0.0142242498	0.060971741	0.0308701893	-0.0086314127	-0.1233348003	-0.0024442499	-0.1419737491	0.0846782183	0.019182598	0.0747823313	-0.0574364398	0.0035508381	0.0234779437	-0.0402682505	0.0263773475	0.0589240135	0.1972046652	-0.010183286	0.0720239909	-0.0580663171	-0.162432221	0.0176974284	0.1042634377	-0.0962443599	-0.0034821249	0.0588244025	0.0018263898	0.0238560576	0.0110145574	-0.0800633159	-0.0175121138	0.037865281	0.1133324686	0.1092392569	0.1025263906	0.216098	0.065327	0.004267616929	0.046698345604	-1.04579	0.0839799999999999	0.0070526403999999	1.0936767241	-0.63351	-0.036738	0.001349680644	0.4013349201	-0.0056004	0.00043348	1.879049104e-07	3.1364480160000004e-05	0.000314837	-0.0001582369999999	2.5038948168999997e-08	9.9122336569e-08	-9.95527e-05	-0.0005839687	9.91074007729e-09	3.410194425796901e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670.2207664382781	0.3311931719288168	449195.875765113	0.1096889171322708	830.7229546096146	4.864022219248341	23.658712149341557	690100.6273153278	702.2591082378799	1.0071400366441594	493167.8551030623	1.0143310534115988	712.3627266017359	522.7005253940821	1.068154	24.08499	0.249252795	0.112639	-0.1392550492	-0.095575594	0.1118393534	-0.0189790104	0.1199360629	0.0293643415	0.0478317069	0.1171587963	-0.1371852637	0.0588053304	0.0990467742	-0.0208652958	-0.0253591051	-0.0584741888	0.1130465608	-0.0913193765	-0.1633848649	-0.0367387896	-0.029235096	-0.0977169503	0.0456773211	0.0466838253	0.0101505157	0.0597596807	-0.0106396654	0.0706186333	-0.001824269	0.061705427	0.0132211082	0.0233718736	-0.0330183473	0.101268861	0.0557997214	0.049783392	0.0113470856	0.0297369809	0.0210615758	-0.0970525623	0.0310645801	0.2480849116	-0.1287422801	0.0861028513	-0.093497362	-0.0250241081	0.0816149438	0.0397183848	-0.0588167566	-0.0212602102	0.0138686288	0.0001724094	0.152684224	0.0709435913	0.0350069832	0.074572476	-0.0726922562	0.0411082294	-0.0169268823	0.0223028658	-0.1253093183	0.1048851229	0.0081324698	-0.0558636377	0.0111156809	0.0102960431	0.085902601	0.0243441606	0.1129422506	0.1076997553	0.099141769	0.144242	-0.071856	0.005163284736	0.020805754564	-1.00075	0.0450399999999999	0.0020286015999999	1.0015005625	-0.693998	-0.0604879999999999	0.0036587981439999	0.481633224004	-0.00547348	0.0001269199999999	1.6108686399999995e-08	2.9958983310400003e-05	-3.02602e-05	-0.0003450972	1.1909207744784001e-07	9.156797040399999e-10	0.000865806	0.0009653587	7.49620029636e-07	9.3191741966569e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
671.4871277498746	1.2663613115964836	450894.9627337764	1.603670971508366	829.9167336821556	-0.8062209274589804	0.6499921838728187	688761.784845658	703.6494760896041	1.3903678517242497	495122.5852011744	1.9331227631083048	713.7878160597822	516.8427333075554	1.227115	27.66927	0.48020746	0.281281	-0.1668712262	-0.0558101694	0.149883375	0.0866654586	0.0652965253	-0.0078054773	-0.0334367701	-0.0787307768	-0.1254870716	0.0185906102	0.1802617575	-0.0029263551	0.0434250896	-0.1419324272	-0.0283203837	-0.026712292	-0.0571109428	-0.0093885311	-0.087601386	0.0250315811	-0.0632529682	-0.040330981	0.1073332307	-0.0069715395	0.0080310564	0.0687633994	-0.0043113361	-0.0508601265	-0.0040817204	0.0918865458	0.0626947791	-0.031230837	0.0083878667	0.1222356478	-0.1382805347	-0.0476056519	0.1104636594	-0.115252833	-0.0522286459	-0.1027457894	-0.1397743225	0.0463888592	-0.1579955936	0.1517824703	0.0905641175	0.0383654608	-0.0674804293	-0.0740001935	0.0230815775	0.0698447786	0.0159775004	0.0353954917	0.0519148944	-0.0256319398	0.0904073336	-0.0138471212	0.0885795255	-0.0170704071	-0.0883251736	0.0403263692	-0.0290213065	-0.0004091275	-0.0614660206	-0.0265125611	-0.0070426434	0.0808945564	0.1125037874	0.1059762505	0.0953761056	0.199165	0.054923	0.003016535929	0.039666697225	-0.8031589999999998	0.1975910000000001	0.039042203281	0.6450643792809998	-0.747765	-0.053767	0.002890890289	0.559152495225	-0.00256477	0.00290871	8.460593864100001e-06	6.5780451529e-06	0.000202135	0.0002323952	5.400752898304e-08	4.0858558225e-08	0.00120323	0.000337424	1.4477624329e-06	1.1385495577600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
