global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
690.1501350117076	n/a	n/a	476307.20885667816	829.1779988415637	n/a	687536.1537629003	n/a	706.9025045887674	n/a	n/a	499711.1509938724	703.9869552413596	587.4788759525302	n/a	n/a	n/a	n/a	0.2169766729	-0.0738343746	0.0591381107	-0.0104487202	0.0232560044	-0.032033395	0.09955217	-0.01328608	0.1675243787	-0.0584588163	0.0033419631	-0.2162228774	0.1670138681	-0.0727357919	0.0537702427	-0.0259079082	-0.0672755473	-0.2156936633	0.0801513045	-0.056312552	0.0692063099	-0.0017693748	0.0234562128	-0.1489064645	0.0867411142	-0.1141226191	0.2257179936	0.0509950083	-0.0450050035	0.0776213957	-0.1169733011	0.0658177779	-0.0394828745	0.1882372004	-0.0245148339	0.1523425943	-0.1230112803	0.0458375067	-0.0068530801	0.165268361	-0.0591888283	0.059632147	-0.0602302325	0.0252420779	0.0451939842	0.0285881355	-0.1348984336	0.0899491148	0.0754169556	-0.1269971645	-0.0306225535	-0.0317669849	0.1022876282	0.064843432	-0.0398809606	-0.0290559867	0.0076604869	0.0277910549	-0.0536908908	-0.0804196858	0.0923702235	0.0114712229	0.0829423577	-0.0230679625	-0.0222916836	-0.0196924297	0.2101318468	-0.0379280941	0.1027539042	-0.0005621846	0.0291131931	-0.1727982156	0.0691774283	-0.1095969526	0.0663417658	-0.009821637	0.0749555082	-0.1821405675	0.179255374	-0.1598015083	0.055016212	0.0294061664	-0.0530112087	0.1281881558	-0.076602951	0.0585215587	-0.0040369032	0.0113271527	-0.0458886852	0.0225449815	-0.0284218457	0.2087927438	-0.1770670094	0.0887311115	-0.0829508722	0.1183359591	-0.0270724483	-0.087048141	0.1053851179	0.0391064914	0.0156491554	0.0413114975	-0.0749321756	0.044727557	0.0430990045	-0.0539109605	-0.0555135274	0.0905088874	0.0028914842	0.093984311	-0.0699396262	-0.0056627602	0.1147017419	0.1146833673	0.1146527451	-0.00874479	n/a	7.64713521441e-05	n/a	-0.00418975	n/a	1.75540050625e-05	n/a	9.62931e-05	n/a	n/a	9.27236110761e-09	-0.00323603	n/a	1.04718901609e-05	n/a	0.00132504	n/a	n/a	1.7557310016e-06	-0.00150263	n/a	n/a	2.2578969169e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.2183918202364	-5.931743191471128	35.18557728956408	468154.8077050706	805.9095317828962	-23.26846705866751	649490.173418527	541.4215592602951	705.4641748840551	-1.438329704712373	2.068792339457983	497679.7020448406	700.346505552094	527.7560152997489	1.575713	45.123264	0.2341476031	0.145567	-0.0992928126	-0.1640055678	0.0418634907	0.0741088787	0.0981636652	-0.0888204864	0.0351806369	0.0101318028	-0.1647976564	-0.1328108763	0.0692422981	-0.1088424993	0.147737312	0.1121207413	0.0057096153	-0.0981828893	-0.1101123963	-0.194321663	-0.023895336	0.1359802149	0.0804699692	0.1488836676	-0.023652164	0.0598721593	0.036541018	0.0014673877	-0.0633274703	-0.1241480808	0.0247191555	0.0358975683	-0.0723327517	0.0602329408	-0.0606577511	-0.0720225916	-0.0103630443	0.1081354276	-0.0973162021	0.0252061234	0.0138933005	-0.1909709555	0.0292020813	-0.0015474929	0.0486179757	0.0683919549	0.1263675513	-0.0358312695	0.0141292549	0.0509172125	-0.0299932134	-0.042947835	-0.0110833709	-0.0161000137	0.0557190136	-0.0101168876	-0.0634180018	0.1319871587	0.017991275	-0.0856077421	0.0481091966	0.0764051783	-0.0387188872	0.0780522795	-0.0643984331	0.0249142537	-0.0391768557	0.0229828888	0.1888297966	-0.0605026143	-0.1526906965	-0.0598919811	-0.1299716978	-0.0343271683	-0.0764385009	-0.0151226642	-0.0037288511	0.1112576748	-0.0783536884	-0.0036899931	0.021787717	0.0228699575	0.1009024261	-0.147077942	0.0302797741	0.0628758061	0.0283434154	0.0743117238	-0.0156944368	-0.0654754986	-0.0443421979	-0.0745571475	0.0132747582	-0.0419146645	0.0338587848	-0.0600117722	0.1126049827	-0.000432992	0.11987033	0.0102676776	0.0250480658	0.136623185	0.0626686605	0.0711187115	0.0438239731	0.0384699486	0.0378675782	0.0456947742	-0.0904050913	-0.0285348992	0.0077718196	-0.0393530314	-0.0323673387	-0.0127949615	0.1146527451	0.1144874327	0.1142120884	-0.0154869	-0.0067421099999999	0.0002398440716099	4.545604725209999e-05	0.0182573	0.02244705	0.00033332900329	0.0005038700537025	-0.0722406	-0.0723368931	0.0052326261033608	0.00521870428836	-0.000897429	0.002338601	8.05378810041e-07	5.469054637201e-06	0.00136666	4.1620000000000025e-05	1.732224400000002e-09	1.8677595556e-06	-0.00123042	0.0002722099999999	7.409828409999997e-08	1.5139333764000005e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.4786291144379	-1.739762705798512	3.0267742724873594	465777.0791979225	807.5621029255474	1.6525711426511407	652156.5500815323	2.730991381523297	703.0641162990706	-2.400058584984436	5.760281211357492	494299.1516273931	698.9180504574202	564.5694491021304	1.575076	45.105026	0.41949365	0.214725	0.0664823111	0.0251812155	0.0519141501	0.0565527902	-0.1282323165	-0.0139348937	0.1317635352	-0.1387462196	-0.0668180057	-0.0907577163	-0.1392200658	-0.1380756656	-0.2645184698	-0.060560539	0.0946838389	-0.0460556305	0.1281357119	-0.0487035778	-0.0826938661	-0.0231356576	-0.1406505343	-0.0372962857	-0.1738048692	0.0014977794	0.0058857072	0.0400321326	0.0660060841	0.0663121334	0.0207145676	-0.0725698792	-0.0641230401	0.1120748102	0.0896671961	-0.14729907	-0.0002466238	0.0341505893	-0.152641265	0.0180430567	-0.0254473318	-0.1613617736	-0.2230092897	0.0833635522	0.0331027519	0.1109768277	-0.022225942	0.0747582627	-0.0577067187	0.0268729041	0.1017443491	0.092833903	-0.0297715337	-0.1062486204	-0.0969901728	0.0380728251	-0.0917072373	0.0416643186	-0.0791308137	0.0498765307	0.1198275842	-0.075509641	-0.1642832734	0.0190672777	0.0203961705	0.0432621812	0.0538123599	0.0793188574	0.0745863278	0.0443764862	-0.0028446867	-0.0135469147	0.0297487339	0.2387352116	0.0477982174	-0.005297983	-0.0665946657	0.0241825526	0.0995608163	-0.2765384547	0.1164144915	0.127369783	0.0867100851	-0.0256700325	-0.2489864624	0.0873723667	-0.1084354791	0.0462537369	-0.0162256798	-0.0433293762	-0.1026975441	-0.0634735297	0.0028755407	-0.1193329692	0.0101463789	-0.1699805217	0.0720925118	0.0902822313	0.1022714958	0.0656161902	0.0595262186	-0.091958614	0.0046605874	-0.1327185863	0.056209324	0.1060763763	-0.0315568359	-0.0650543557	0.1036331331	0.0394489187	-0.1688109652	0.0760765769	0.0436629074	-0.0536812034	0.1145547726	0.1140958982	0.1133324686	0.0418143	0.0573012	0.0017484356844899	0.0032834275214399	0.0704987	0.0522413999999999	0.00497006670169	0.0027291638739599	0.105964	0.1782046	0.0317568794611599	0.011228369296	-0.0023042	-0.001406771	5.309337640000001e-06	1.9790046464410007e-06	0.000573751	-0.000792909	6.287046822810001e-07	3.29190210001e-07	-0.000795171	0.000435249	1.8944169200100009e-07	6.32296919241e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.9479089769266	0.4692798624886336	0.2202235893373509	466417.8463759564	822.4156614612139	14.85355853566648	676367.520216686	220.6282011724705	702.2279645530016	-0.8361517460690493	0.6991497424543199	493124.1142002517	698.4353092173568	559.4686759607475	1.193053	34.165119	0.1379978499999999	0.0800205999999999	0.0224236519	0.0400673084	-0.0327626659	0.0328532544	-0.0779306138	-0.0675583136	-0.0577265645	-0.1436954901	0.0684115671	-0.049849649	-0.0512715729	-0.0137559572	0.1174130298	-0.098204528	-0.0541025198	-0.0114380881	0.0242513427	0.0047649832	0.009671827	0.0440235845	0.0624093121	-0.101597303	0.0350995514	-0.05439705	0.0792092212	-0.0371605928	-0.1130393149	-0.0170724236	0.0926389526	0.0295646084	-0.0344029716	0.0007899452	-0.0182158783	0.0671685771	-0.0109788474	0.1017958507	-0.0841193146	0.088500558	-0.0147091955	-0.0201981096	-0.1041735872	-0.1925723124	0.000290012	-0.0935844531	0.0674711713	-0.1130818782	0.0136274073	0.0769875558	0.0052533136	0.1203529841	-0.0882467444	-0.0656093866	0.0067734705	0.0122224906	-0.1170467327	-0.0803878058	-0.0650965434	-0.048032407	0.0858646582	-0.0341170919	0.1077217627	-0.0912746364	-0.0367102207	-0.1113588109	0.073995048	0.0409113813	0.0153870606	-0.1292797299	0.028316023	0.1436456221	0.0438730565	-0.0547732217	-0.0047366694	-0.0342037742	0.0672779034	-0.0333903955	0.0427491884	-0.1278367872	0.0145356952	-0.0363912679	0.2364306151	-0.0155866343	0.0354523574	-0.1979009401	-0.0090379113	0.0519258748	0.1669200114	-0.0375299976	-0.1504592514	0.0431285189	0.0371301355	0.000259559	0.078592692	-0.1002710694	-0.0948118836	-0.0081219062	0.0335871353	0.1233789909	-0.1701122203	-0.0250467581	0.0181298579	0.0950500428	-0.0302728861	-0.0611598388	-0.0213979786	0.1568034336	0.2161394898	0.0294625853	-0.0157861536	0.0904490567	0.0366258002	0.0859106607	0.1144078661	0.1135094328	0.1120172664	0.0283212	-0.0134930999999999	0.00080209036944	0.0001820637476099	0.00114525	-0.06935345	1.3115975625e-06	0.0048099010269024	0.0712923	-0.0346717	0.00120212678089	0.00508259203929	-0.00232634	-2.213999999999992e-05	5.4118577956e-06	4.901795999999963e-10	0.0008764639999999	0.0003027129999999	9.163516036893949e-08	7.681891432958247e-07	-0.00087991	-8.473900000000002e-05	7.180698121000003e-09	7.742416081000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.9937664595271	1.0458574826005815	1.0938178739116258	467847.47255549015	819.4718719827449	-2.943789478468944	671534.1489709043	8.665896493544453	702.2111411235825	-0.0168234294191051	0.0002830277774196	493100.4867180839	698.0664667754696	546.4291993571022	1.268993	36.339802	0.3311918000000001	0.196435	-0.0253754085	0.1386509838	-0.0193100768	-0.042330477	0.0178692528	0.1236752989	-0.0302872881	0.0144486912	0.0821019647	0.0047770037	0.0085611202	0.0378551917	-0.0521911483	-0.0278291002	-0.0582350248	-0.0072250123	0.0655014915	0.030992369	0.0630922442	-0.0822441532	0.0570707272	-0.0063811354	-0.1114623693	0.0472268783	-0.1091695303	-0.0879955717	0.0156758858	0.1050343449	-0.0555569366	0.1677400369	0.0684259987	-0.1352520509	-0.1290042356	0.0260772887	0.0353657233	-0.020995262	0.1101638629	0.0377218446	-0.0038610564	-0.0209591758	0.0177074363	0.0190607405	-0.0070179478	-0.0228092565	0.044605895	-0.0419166544	0.0079457648	-0.0636974134	-0.1192898107	0.1970902029	0.1340968253	0.010919019	-0.0542635826	0.0401949371	0.0221085566	0.010575321	-0.1409810027	-0.1599383832	0.0181689172	0.0911108164	0.1079074108	-0.0134440398	0.0128093103	-0.122731242	-0.0321489959	0.0759053515	-0.0310716269	-0.0180475666	0.1068288522	0.0355246091	0.0070461164	0.0123274167	-0.062490451	0.0902869515	-0.1324986922	0.10092425	-0.028155013	0.0184009822	-0.0116843809	0.0243104676	0.0681861817	0.1157198808	0.1046805246	-0.0428204001	0.1503128715	0.139436801	0.1652725173	0.0174496123	0.0286683014	-0.0593504353	0.0597920673	-0.0562196126	0.0294018656	0.1427072837	0.0650040964	0.0323689448	-0.0756210535	-0.0810258095	0.0142338967	-0.0483676838	-0.0783418572	-0.0787802728	0.0096769396	-0.0858359392	0.0044576097	0.1675321539	-0.0249283299	0.0716321973	0.0175222247	0.0736140571	-0.0017360837	0.0459143291	0.1142120884	0.1127290384	0.1102715368	0.0571483	0.0288270999999999	0.00326592819289	0.0008310016944099	0.165022	0.16387675	0.027232260484	0.0268555891905625	0.170844	0.0995516999999999	0.0099105409728899	0.029187672336	-0.00287869	-0.00055235	8.2868561161e-06	3.050905225000001e-07	0.00078838	-8.808399999990003e-05	7.758791055982387e-09	6.215430244e-07	-0.000741619	0.000138291	1.912440068100001e-08	5.49998741161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.5960466617622	0.6022802022350788	0.3627414420043274	468671.7471049137	811.9314008708902	-7.540471111854686	659232.5997201663	56.85870458871504	702.0661991929697	-0.144941930612731	0.0210081632497457	492896.9480492627	696.9493245574113	518.7695524665926	1.331385	38.126499	0.6548552	0.356712	-0.1712606422	-0.0911056649	0.0632208227	0.0192793311	0.0468879806	0.0351695981	0.0977334062	0.1237502633	-0.0947590213	0.0296918406	-0.1104001785	0.0495973671	0.0433047352	-0.0402170156	0.1170467929	-0.0350091968	-0.1743021688	0.0235883583	-0.1435667078	0.0412668425	-0.0437362343	0.1685025331	0.0551072568	0.001962749	0.015019229	0.000860387	0.0468529705	-0.067260512	-0.0092335775	-0.0457235681	-0.0774900939	0.1288353012	0.0979475101	0.0148448803	-0.0597749206	-0.0427445654	0.1473384699	0.0722963715	-0.1448324255	0.0369767006	-0.1075026789	0.0185855318	-0.0886757576	0.0346422808	-0.01307894	-0.0707808674	-0.0545143658	0.018391896	-0.189833862	0.0674475315	-0.182060136	-0.1142890995	-0.0070285617	0.0232555509	0.069035646	0.0784807076	-0.0889705611	-0.0254380808	-0.1068777582	-0.0348196578	-0.0237518905	-0.0970023765	-0.095157158	-0.1196300935	-0.0736424097	0.0572805722	-0.0410516281	0.1777690937	-0.1043265821	-0.0723024898	-0.1036010296	-0.0394883619	0.0419759252	0.1265111938	0.1291397486	0.0750331472	-0.0059887766	-0.0138845169	-0.0107770896	0.0374640047	0.008832509	0.0418631951	-0.12483765	-0.1025419885	-0.1820412281	0.036475018	-0.0010349623	-0.1516228085	-0.0720249119	-0.0337287083	0.1071977668	0.1637071512	-0.0217898887	-0.0585739851	-0.0167177696	-0.1137855217	0.0469257344	0.0983672248	-0.014245097	-0.1307544024	-0.1884488477	0.0961868362	-0.0168634874	-0.0465653546	-0.0622945367	-0.0899333036	-0.0443454108	-0.0321620511	0.0749357074	-0.0103019003	0.1015670718	-0.1230142984	0.1139675232	0.1117560484	0.1081019891	0.0146369	-0.0425114	0.0002142388416099	0.00180721912996	-0.0675808	-0.2326028	0.0045671645286399	0.05410406256784	-0.0626731	-0.2335170999999999	0.0545302359924099	0.00392791746361	-0.000558906	0.002319784	3.12375916836e-07	5.3813978066560005e-06	0.00113104	0.00034266	1.1741587560000004e-07	1.2792514816e-06	-0.000479585	0.000262034	6.866181715600001e-08	2.3000177222500003e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.6297480314483	1.0337013696861277	1.0685385216909764	470088.1513856673	815.1735177480714	3.242116877181161	664507.8640377653	10.511321845302922	700.5261938055887	-1.540005387381029	2.371616593162594	490736.94820774527	696.208874931083	549.5223209411218	1.267569	36.299011	0.1842566	0.0872143999999999	-0.0012117421	-0.0433980813	0.0612874476	0.0110830658	0.1259020412	-0.0963527989	-0.0853851066	0.1154935069	-0.1116680853	0.0638852689	0.1367748581	-0.0688879346	0.1258210472	-0.0977653586	0.0700142888	0.1102141259	0.1099077193	0.1183174406	0.0505236319	0.2266327333	0.0520073266	-0.0101548564	0.1195712236	0.1350333789	-0.0261504608	-0.0025765166	0.019198275	-0.045858565	-0.1496278925	0.0122110914	-0.0209075741	0.0337821605	0.1045284829	0.0345826088	-0.1142310528	-0.177653482	0.0604349173	0.0456383914	0.0061806076	0.0358500229	0.0159805411	0.0859820955	0.073333206	-0.0130134261	-0.0205100539	-0.0106148495	0.0920899258	0.0241450868	0.1370844714	-0.004848852	0.001783846	0.1105420248	0.0027182013	0.0713947194	-0.0190647755	-0.0684043781	-0.1529794719	0.0725894396	0.0186844841	-0.0552556112	0.107838021	-0.0534870264	0.0363442916	-0.0359330007	-0.0585342084	0.0819684784	-0.131383877	-0.1051158053	-0.0967251631	-0.0736829884	-0.163319339	-0.0774247019	0.080663056	-0.1150124106	-0.1078969165	-0.0538700364	-0.0758841822	-0.0229192671	-0.0167286818	0.0433029847	-0.0398049263	0.1552672543	0.0341939909	-0.0446410753	-0.0969255873	-0.0706727862	-0.0010282331	-0.1299645132	0.0442813941	0.0823376825	-0.1173862107	0.074123286	0.0596330262	-0.1098810347	-0.0293878995	0.0286231527	0.0429186985	-0.0775235319	0.027571746	0.0237925445	0.1015576949	-0.0758473911	-0.0473356581	-0.0682570548	-0.1031884331	0.0973501137	0.053810189	0.0478417482	0.1227589072	0.009383198	-0.1246324623	-0.0748058702	0.1136742748	0.110592125	0.105516962	0.0338576	0.0192207	0.00114633707776	0.00036943530849	-0.0178269	0.0497539	0.00031779836361	0.0024754505652099	-0.0146285	0.0480445999999999	0.0023082835891599	0.0002139930122499	-0.00139716	-0.000838254	1.9520560656e-06	7.02669768516e-07	0.000687008	-0.000444032	1.9716441702400005e-07	4.71979992064e-07	-0.000542047	-6.246200000000005e-05	3.901501444000006e-09	2.9381495020900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.6090461154599	-0.0207019159884112	0.0004285693255912	470059.7641153509	819.3627278124843	4.189210064412919	671355.2797283153	17.54948096377849	702.1314136103806	1.6052198047918864	2.576730621696102	492988.52197851136	697.8690813472126	560.980968211707	1.18289	33.8741	0.4456708	0.240973	0.070438689	0.0323812162	-0.0160904875	-0.0681443611	-0.0012933857	-0.0375718693	0.1486188691	0.0889007678	0.1529200371	-0.022378774	0.0590859756	-0.0819494048	0.0050963434	-0.0529891487	-0.1394709953	-0.0322710156	-0.0626537152	0.0555013141	0.0773132726	-0.1054860601	0.082812041	0.0939657391	-0.0175635808	-0.0718289843	0.0098157642	-0.1254805578	0.0185836705	0.0532417585	-0.1643493201	0.0745047009	-0.0204029986	0.0416073561	-0.0535027515	-0.2001548594	0.0189138768	-0.0086833887	-0.0821547172	-0.0141138084	-0.0158302013	0.131334572	-0.0188753653	0.0550705773	0.1249492084	-0.0934334684	-0.0901986001	-0.061469578	0.0329815316	-0.0256332801	0.145900031	0.1493774598	-0.0136531621	0.088073	-0.0498026046	-0.0290754868	-0.0332542115	0.1328051902	-0.1894978613	-0.0012930156	-0.0656603101	0.0335988231	-0.0841488527	-0.1782193764	-0.0790220706	0.2270637382	0.0764385736	-0.1757063496	-0.0597155422	0.0241917952	0.1298592223	-0.0029911323	0.0302330836	-0.1717117834	-0.0903078998	-0.1192182016	-0.045289881	0.1117359988	-0.0348690447	-0.0646403414	0.0373153981	0.1218537355	-0.0281007579	0.1006252972	0.0712828301	0.0376665717	-0.0305397122	0.1203479238	-0.0559605871	-0.0072589673	0.1605620718	-0.0296837155	-0.0920228834	-0.0840635033	-0.0134994574	-0.0974356352	5.38734e-05	0.0096427557	0.0260980293	-0.0032376102	-0.104917013	-0.0381905459	-0.0024880594	-0.1951477885	-0.0818794117	0.0744278303	0.0305003616	0.0910042502	0.0776968423	-0.071247841	-0.0981779056	0.0234886521	-0.0825627603	-0.154764112	0.1133324686	0.1092392569	0.1025263906	0.0192982	-0.0145594	0.00037242052324	0.00021197612836	0.141205	0.1590319	0.019938852025	0.02529114521761	0.124852	0.1394805	0.01945480988025	0.015588021904	-0.00350521	-0.00210805	1.22864971441e-05	4.443874802500001e-06	0.000302196	-0.000384812	1.48080275344e-07	9.132242241600001e-08	-0.000701165	-0.0001591179999999	2.5318537923999997e-08	4.91632357225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.125690766731	-1.4833553487288782	2.200343090602572	468027.9607670569	812.8427546925659	-6.519973119918404	660713.3438561988	42.51004948445853	701.7690482823324	-0.3623653280482131	0.1313086309714891	492479.79712709057	697.5672946560818	553.3990577433979	1.019096	29.183577	0.3697309	0.213915	0.0214053704	-0.0628900498	0.0199815094	-0.0324565097	-0.054081864	-0.012292661	0.0979075474	0.0638657801	-0.013381779	-0.0473077398	-0.0917993216	-0.0453270712	-0.0485483303	0.0454430759	-0.0154944018	0.0209589441	0.1072361726	0.0307618052	-0.0363307084	-0.0036800562	-0.0482722936	-0.0587635306	0.0739022531	-0.0405178923	0.0914716243	-0.0886512027	-0.0865874742	0.0520714615	0.1151321991	-0.0671677631	0.0821615255	-0.022374839	-0.0115708335	-0.0508305646	-0.0860546388	-0.0851794394	-0.0686085015	-0.1855377467	0.0913252081	-0.0032305458	0.0131022486	-0.1537370735	0.1105720946	-0.0465442944	-0.0282639493	-0.0482679742	-0.0351469032	0.0782917616	0.0481654965	-0.0210464353	0.0346344705	0.1413240687	0.0202271687	0.0640267176	0.0308994554	0.014309026	-0.0490585383	-0.0171514869	0.0700493766	-0.0586459433	0.0058333619	0.0982530969	-0.0885434376	0.0125139528	-0.0758503715	-0.0210587951	-0.0188174806	0.0976424343	-0.0253838958	0.0220673304	0.0556220539	-0.0044475152	0.0653865966	-0.1181337283	0.0399567766	-0.1025141451	-0.0397095087	-0.0556794475	0.0046677062	0.0936448503	-0.1266692894	-0.0732102359	-0.0086893038	-0.1246097367	0.1351948929	-0.0702370051	0.026764144	0.0379927445	0.0183854657	0.0803743281	-0.1280448321	-0.0956568234	0.0388784568	-0.008302872	-0.0862690851	-0.0107714215	0.0080266566	0.0047317031	-0.1491160572	0.1538514199	-0.1596559537	0.0717848459	-0.0922638406	0.0509440777	-0.0224511899	0.0341813718	-0.176989032	-0.0421185703	0.008564818	-0.0994844671	-0.145610668	-0.0489096478	0.1129422506	0.1076997553	0.099141769	0.0111857	-0.0081125	0.00012511988449	6.581265625000003e-05	-0.0379682	-0.1791732	0.00144158421124	0.03210303559824	0.0356496	-0.0892024	0.00795706816576	0.0012708939801599	-0.00216658	0.00133863	4.6940688964e-06	1.7919302769e-06	-0.000149026	-0.000451222	2.0360129328400006e-07	2.2208748676e-08	-0.0007761689999999	-7.500399999989997e-05	5.625600015984995e-09	6.024383165608448e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
683.3184389214844	-0.8072518452466966	0.6516555416541966	466924.0889700944	814.5061332481546	1.6633785555886789	663420.2410988605	2.76682821919228	701.8108023119017	0.041754029569347	0.0017433989852779	492538.4022416752	697.7810823134813	554.5212549644702	1.096933	31.412571	0.2172661	0.128681	0.0593603202	-0.0096808684	-0.0704574046	0.054429326	-0.0691797371	-0.1079348621	-0.0167448429	-0.1217523548	0.0157821125	-0.0086027206	-0.0025193825	0.0240504532	0.0453247153	0.0314614995	-0.0174701283	-0.065216636	0.0249531983	0.0311466253	0.0548345934	-0.0133373904	0.0347071199	0.0353047139	0.0773465215	-0.0947260193	-0.0338219988	0.0743142122	-0.0630686904	0.0474830018	-0.0196494246	0.0834318896	0.1514473568	0.0861118465	-0.0614801507	0.0264857674	0.0256263912	0.1120630628	0.0991607769	0.0955520436	0.0770139207	0.0743898774	-0.0836766419	-0.0560278745	-0.0795088672	0.1378930329	-0.0334528572	0.0429529298	-0.1667587705	0.0949660006	0.0626473177	0.0905673224	-0.0069389533	-0.1091162237	-0.0338553601	-0.0754682859	0.0149176666	-0.0588374146	0.0730812093	-0.011182351	0.1961993516	0.026215832	-0.0073677616	0.1252523954	-0.112123186	-0.0009183111	0.0298904935	-0.0654158486	-0.0215828465	-0.0851545947	0.0319335486	0.0684673293	0.0216273964	0.0091321909	-0.0318938508	0.0117103675	0.1353032826	0.0168912613	0.1235877218	0.0117786941	-0.05730339	0.0313850489	-0.0536426412	-0.0078301129	0.0778086564	-0.0154011144	-0.0252714506	-0.0055237572	0.0806631715	0.091849394	-0.1142608915	-0.0980835672	0.2052874645	0.0323739266	0.0166827106	0.1014227615	-0.0127006317	0.0835577153	0.0794845803	-0.0561811194	-0.1033750285	-0.0088972407	-0.0448646161	0.0617386201	-0.1653852818	0.06654349	-0.0106708637	-0.0406100602	0.0908069899	-0.0530283452	-0.0349344828	0.0075109133	0.0842398692	-0.0043246892	0.1125037874	0.1059762505	0.0953761056	-0.0063445	-0.0175302	4.0252680250000006e-05	0.00030730791204	0.079698	0.1176662	0.006351771204	0.01384533462244	0.0795514999999999	0.0439018999999999	0.0019273768236099	0.0063284411522499	-0.00190958	0.000257	3.6464957764e-06	6.604900000000005e-08	0.000186851	0.000335877	1.12813359129e-07	3.4913296201e-08	-0.00060569	0.0001704789999999	2.9063089440965904e-08	3.668603761e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
