global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94
731.2926286778859	n/a	n/a	534788.9087586122	911.453054686994	n/a	n/a	830746.6708982525	671.4769567643986	n/a	n/a	450881.303465578	731.8998109552726	545.0256537128486	n/a	n/a	n/a	n/a	-0.0885367438	0.0389436216	0.1277020381	-0.003770062	-0.0489160039	-0.0121341032	0.0195083504	-0.1129690334	-0.0270082681	-0.0711241105	0.043699696	-0.0351208495	0.0468272796	-0.003769386	0.0016933121	-0.0736194859	0.0620520635	-0.1255163579	0.0210186633	-0.0260492191	-0.038453542	0.0133688521	-0.0081364157	0.0038834224	-0.0036830281	0.0418067619	-0.0278255779	0.0179752509	-0.0621217752	0.0743336758	-0.0994150565	0.0759455099	-0.0546604799	0.0345843549	-0.0035536248	-0.044041118	0.0813617106	-0.1141900557	0.0158324664	-0.0316022606	0.0289288893	-0.0452787778	0.1086637139	-0.0447408571	0.077151757	-0.075460731	0.06262213	-0.0765613248	0.0950803386	-0.0398541466	0.0111291664	-0.0631902305	0.0194651504	-0.0091416126	-0.0335300438	0.0501317474	0.0567109939	0.1147017419	0.1146833673	0.1146527451	-0.0714422	n/a	0.00510398794084	n/a	0.368521	n/a	n/a	0.135807727441	0.36484	n/a	0.1331082256	n/a	-0.000929592	n/a	n/a	8.641412864640001e-07	-0.000691861	n/a	n/a	4.78671643321e-07	0.00127	n/a	1.6129000000000005e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
730.2458337718258	-1.046794906060086	1.095779575353344	533258.9777411091	904.9769765762328	-6.47607811076125	41.939587696681	818983.3281330594	672.6835743923203	1.206617627921787	1.4559261000116002	452503.1912572284	732.064470624783	554.5071691859727	1.002395	38.48312	0.527295385	0.334767	0.02548667	-0.1519303445	-0.0177247094	-0.0874718649	-0.0787749396	0.0076136805	-0.0654232912	0.0459742874	0.1045731283	-0.0346314645	0.0545144507	0.0053543954	0.0909550901	0.0361421943	0.0153798166	0.1371491953	0.114731661	-0.0365645407	-0.0606030713	0.0704217597	-0.0572047113	-0.0132520645	-0.1212094519	-0.0320937322	0.0646464632	0.0357817863	-0.0439112916	-0.011953866	-0.0493639981	-0.1007287894	-0.0028600107	0.0875066813	-0.0168833786	8.74695e-05	0.1878241583	-0.0839069314	0.145108167	0.0136331809	-0.1242552741	-0.0114282413	0.0583300715	-0.0054375183	-0.0177762677	-0.0028452695	0.065701157	0.0903919915	0.0622046048	-0.1082967561	0.1093088803	-0.0178614793	-0.0327056741	0.0560753483	0.0536255663	0.0950765278	-0.0596786532	-0.0075552176	-0.0771381916	0.1146527451	0.1144874327	0.1142120884	-0.0693486	0.0020936	0.00480922832196	4.383160960000004e-06	0.106165	-0.262356	0.068830670736	0.0112710072249999	0.167297	-0.197543	0.027988286209	0.039023236849	-8.05883e-05	0.0008490037	7.2080728261369e-07	6.49447409689e-09	-0.000504669	0.0001871919999999	3.5040844863999996e-08	2.546907995610001e-07	0.00100014	-0.00026986	1.0002800196e-06	7.282441960000001e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.2396372083415	-2.006196563484309	4.024824651336251	530332.9692013368	891.7304066112337	-13.24656996499914	175.4716158376173	795183.1180750361	668.7557054186838	-3.9278689736365777	15.428154674056865	447234.1935300413	728.8719482590734	565.2081344634094	0.807814	31.012903	0.112154165	0.0526617	0.0406635993	0.0227902169	-0.0884589193	0.0680560388	0.0921175256	-0.0051418157	0.0457863003	0.0345905747	-0.0925918885	0.0783627456	-0.0107395627	0.100787721	0.0682404741	0.0749142874	0.0830684883	0.0080228968	0.0957288347	-0.0716537974	-0.019153279	-0.1194094219	-0.0375029451	-0.0070097805	-0.0641075916	-0.0227690949	0.01972896	-0.0345847618	0.1592850518	-0.0945664019	-0.0729294772	-0.1516070536	0.0250049627	-0.0139868703	0.037541079	0.0631525453	-0.0298322399	-0.0185753393	0.000651484	0.0504408664	0.0741239123	0.0284008037	-0.0433510477	0.0493405745	-0.1525555558	0.1072724677	-0.0105252595	0.0609480923	0.059977779	0.0302367439	0.0587987656	-0.0786606813	-0.0149620335	-0.0344509243	0.0477056356	0.1367695381	0.0398664604	-0.0642981902	0.0576549375	0.1145547726	0.1140958982	0.1133324686	-0.05303	0.0163185999999999	0.0028121809	0.0002662967059599	0.11271	0.006545	4.283702500000012e-05	0.0127035441	0.131527	-0.0357699999999999	0.017299351729	0.0012794928999999	0.000223433	0.0003040213	9.242895085369001e-08	4.992230548899999e-08	-0.000796389	-0.00029172	8.51005584e-08	6.34235439321e-07	0.00147481	0.0004746699999999	2.1750645361e-06	2.2531160890000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.4754557103187	1.235818501977178	1.527247369829117	532134.4404837771	906.6972541743748	14.966847563141188	224.0065259783053	822099.9107273509	671.5334927636528	2.777787344969056	7.716102533870237	450957.23190335097	730.4398922446821	537.3221406454986	1.063462	40.827549	0.67428945	0.390273	-0.1110189802	0.0661392021	0.0884923229	0.036453396	-0.0315113778	-0.0147966252	0.0847427476	-0.0978276187	0.0625510675	0.0652608224	-0.0323810135	0.0292383449	0.0231267067	0.1318553262	0.083739539	0.0881914646	-0.0125870944	-0.0624641527	-0.0208454259	-0.010203819	-0.0554718222	0.1465127741	0.0794214298	0.0435604905	-0.0053561488	-0.1035318658	0.09781653	-0.0069502942	0.0545048649	0.0535985121	-0.0034626776	0.0799303978	-0.0191512952	0.0372437327	-0.0708931418	0.0763987014	-0.0736641588	-0.1148019527	-0.043184208	0.0243300097	-0.046748577	-0.0292439021	-0.0994466784	0.0149061285	0.0030208914	0.0015961635	0.0563154988	0.0767894934	0.1075240004	-0.0324375782	0.0817237821	0.0046578628	0.0087844778	-0.069053839	-0.0618556606	-0.1033581935	0.005284874	0.1144078661	0.1135094328	0.1120172664	-0.0163994	0.0366306	0.00026894032036	0.00134180085636	0.359617	0.246907	0.060963066649	0.129324386689	0.417723	0.286196	0.174492504729	0.081908150416	-0.00118533	-0.001408763	1.984613190169e-06	1.4050072089000002e-06	-0.000114035	0.000682354	4.656069813160001e-07	1.3003981225e-08	0.00147481	0.0	2.1750645361e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.3146691931514	-2.160786517167253	4.668998372771787	528986.6280235433	895.0284778466234	-11.668776327751402	136.1603409870915	801075.9761564437	670.0279313588518	-1.5055614048010284	2.2667151436264463	448937.4288010222	729.4564889749212	565.4892911111472	1.27029	48.767929	1.01242807	0.571272	0.0950874287	0.0695791546	-0.1117205079	-0.0677016544	0.0293287144	0.023260949	0.0468849788	0.1170188862	0.004612313	-0.089165211	-0.0077976505	0.1154687699	0.0589096255	0.1000630298	-0.0339265108	0.0605121826	0.117301318	-0.016773265	-0.0360219463	-0.0320453677	-0.0982504946	0.0239137413	-0.1309351466	-0.0065232732	0.0190415758	0.0086187133	0.0134642125	0.0634555841	0.0151199198	0.2157981957	0.0084012643	-0.0141585559	-0.0534715714	0.0496634443	0.0866248327	0.0090003901	0.1417170262	0.0933267164	-0.0692662499	-0.0853580702	-0.0125623233	0.0427274604	-0.1265375112	0.1385115289	-0.0253723846	-0.0435558603	0.090760882	0.000379375	0.0344118295	-0.0600371895	-0.1180863656	0.0073268204	-0.046224177	-0.0422366837	-0.1539665443	0.1344997534	0.034378352	0.1142120884	0.1127290384	0.1102715368	-0.0627261	-0.0463267	0.00393456362121	0.00214616313289	0.0096356	-0.3499814	0.1224869803459599	9.284478736e-05	0.00302408	-0.41469892	9.1450598464e-06	0.1719751942491664	0.0015443	0.00272963	7.4508799369000015e-06	2.38486249e-06	-0.000927437	-0.000813402	6.616228136040001e-07	8.601393889690001e-07	0.000989421	-0.0004853889999999	9.789539152410002e-07	2.356024813209999e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.1923593634107	0.8776901702592568	0.7703400349697231	530264.1122352506	899.7667523768325	4.7382745302090825	22.451245523628103	809580.2086827522	671.9927509493766	1.9648195905248256	3.860516023310144	451574.2573285109	730.905787347902	545.8860467791267	0.993426	38.138771	0.63840742	0.375446	-0.0346691452	-0.0239966536	0.0662749891	-0.0500306168	0.1233500922	0.0655051439	-0.0705467831	-0.0508974919	-0.0316826089	-0.1119382599	0.093397485	-0.0850426646	-0.0925160962	-0.025445342	0.0135840928	0.0460559202	-0.0641224299	0.0074501811	0.0290031757	-0.0229538985	0.006977281	-0.0192524519	-0.0068594937	0.181534904	2.56491e-05	0.061616609	-0.0564994484	0.0857629348	-0.1000187669	0.0405388496	0.0606336555	0.0082170918	-0.0700747573	-0.1271576542	-0.0634879552	-0.196453331	-0.0134503265	-0.0384923712	0.0484992793	-0.0706406606	0.126740486	-0.1105047471	0.016752585	0.0871435069	0.064862503	-0.0254689366	0.0127857922	-0.0662265912	-0.1107409718	0.0199216696	-0.0471550089	0.0367186665	0.0039212855	0.0048745176	0.076051799	0.1044099316	0.0801593569	0.1139675232	0.1117560484	0.1081019891	-0.0434756	0.0192505	0.00189012779536	0.00037058175025	0.276171	0.2665354	0.0710411194531599	0.076270421241	0.235295	0.23227092	0.055363737025	0.0539497802776463	-0.000539482	-0.002083782	4.342147423524001e-06	2.91040828324e-07	-0.000871626	5.581100000000001e-05	3.114867721000001e-09	7.59731883876e-07	0.00125684	0.0002674189999999	1.5796467856e-06	7.151292156099993e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.0088939150405	-0.183465448370157	0.0336595707456627	529996.9496194007	901.3888161904284	1.622063813595901	2.631091015377277	812501.797953182	672.6482808820226	0.6555299326460045	0.4297194925948751	452455.7097735404	732.4554234711875	559.6972403169132	0.951438	36.526821	0.57582927	0.368518	0.0761754846	-0.0854929774	-0.0556493104	-0.0932605679	-0.0207538661	0.0827128957	0.0398552842	0.1077747721	0.0448141582	-0.0218904008	0.0390150279	-0.0542610584	0.0370243391	0.0114029787	-0.0945983532	0.0149611145	0.0074034913	-0.0381105187	-0.0179891757	-0.1671571501	0.1378602904	0.080799401	0.0413948962	0.0821110756	-0.0565462528	0.0402944581	0.0209334159	0.0020695659	0.1086125523	-0.0004772816	-0.0267189808	-0.0398697619	0.0900379527	-0.1767226577	-0.1359695529	-0.0100061818	-0.0030943065	0.0788398376	-0.0910271348	-0.0366445514	0.0560734237	-0.068857486	-0.0686274561	0.0382111844	-0.0808657222	-0.0863438723	0.0672854184	-0.0060543935	-0.0288113306	0.1488977824	-0.0395324215	-0.0619028757	-0.0634820949	0.0425278252	0.0779863538	-0.025836289	0.0321681112	0.1136742748	0.110592125	0.105516962	-0.0641519	-0.0206762999999999	0.00411546627361	0.0004275093816899	0.0614887	-0.2146823	0.04608848993329	0.00378086022769	-0.0582895	-0.2935845	0.00339766581025	0.08619185864025	-2.04796e-05	0.0005190024	2.6936349120576e-07	4.1941401616e-10	-0.000807891	6.373499999999999e-05	4.062150224999998e-09	6.526878678810001e-07	0.000901854	-0.0003549859999999	8.13340637316e-07	1.2601506019599997e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.5560834643055	0.5471895492649992	0.2994164028248329	530793.9667528481	900.0565001120051	-1.3323160784233323	1.775066132825327	810101.7033938718	672.0838059931855	-0.5644748888371396	0.3186319001277011	451696.64227828576	733.2044683285891	551.2813443548491	0.950787	36.501823	0.6062736200000001	0.39634	-0.0279714035	-0.0567811181	0.0414027657	-0.0174869646	0.1129920563	0.0302399179	-0.1017506399	-0.058019794	-0.1049068375	-0.1157969617	0.063035819	-0.1064038988	0.0274230519	-0.0779002146	-0.0275144618	0.0131148029	0.0317324356	0.0703930781	0.0430871226	-0.0227298506	0.1862127153	-0.0050936945	0.0581437771	-0.0795721542	-0.0407614639	-0.0699858836	0.0768980881	0.1267098927	0.0099121532	-0.04844371	0.0470100283	0.0465972298	0.0728900945	-0.0889707497	0.222851528	-0.0209714797	0.0112744842	-0.0337217393	0.0960593703	-0.0692316273	0.0714032775	-0.0492988984	0.0570202825	-0.0021553299	0.0292685313	0.149215865	-0.0667148536	-0.0526776121	0.0532315836	0.1447482617	-0.090010761	-0.0409632297	-0.0578455724	-0.0059888903	0.0493639873	0.1587628947	0.0409623311	0.1133324686	0.1092392569	0.1025263906	-0.0618375	0.0023144	0.0038238764062499	5.356447360000006e-06	0.307288	0.2457993	0.0604172958804899	0.094425914944	0.246319	0.3046085	0.060673049761	0.09278633827225	-0.000615912	-0.0005954324	3.545397429697601e-07	3.7934759174400003e-07	-0.000807891	0.0	0.0	6.526878678810001e-07	0.00137745	0.0004755959999999	1.8973685025e-06	2.261915552159999e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.2087955357588	-0.3472879285467343	0.1206089053142816	530288.0498956406	901.6669558073812	1.6104556953761175	2.5935675467693744	813003.2991949499	673.1745303545341	1.0907243613486344	1.1896796324393863	453163.9483180476	731.9562453852492	555.4067361482332	0.8742809999999999	33.564663	0.3960929	0.231536	0.0266043136	-0.1471601103	-0.0295138547	-0.0271309588	-0.0417696215	0.0457457292	-0.1189388989	0.0592215958	0.1048905837	-0.0222168914	0.0078636303	0.0629403529	0.0562388995	-0.0100231866	-0.0755409304	0.0571833971	0.0994135241	0.0755805752	-0.0417203438	0.0782100501	0.1456268492	-0.0013290348	0.0553587804	-0.0081329159	0.0226114991	0.0818405402	0.1129020207	0.0117324362	-0.0171996718	-0.1040482318	0.0468524015	0.0392927639	0.0139612825	-0.0213939896	0.0050645486	0.0797544908	0.12977898	0.0323917001	-0.1008333036	0.0197990822	0.0288179003	-0.022963215	-0.0092217826	0.0815706647	-0.1070341271	0.1212045563	-0.0224568972	0.0276273186	0.0354916236	0.018951201	-0.0692214075	0.0860015291	-0.0391554362	0.0846385363	0.0608942587	0.0906249526	-0.0538205558	0.1129422506	0.1076997553	0.099141769	-0.0286635	0.0331739999999999	0.00082159623225	0.0011005142759999	0.128159	-0.179129	0.032087198641	0.016424729281	0.110172	-0.136147	0.012137869584	0.018536005609	-0.000489212	0.0001267	1.6052889999999996e-08	2.39328380944e-07	-0.000375715	0.000432176	1.8677609497600007e-07	1.41161761225e-07	0.000983468	-0.0003939819999999	9.672093070239998e-07	1.5522181632399998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.8055877930251	-2.4032077427336844	5.775407454735131	526793.7512715787	892.4638803556121	-9.20307545176911	84.6965977709552	796491.7777393963	669.6320687261081	-3.5424616284260537	12.549034388870968	448407.1074664071	731.7941630361629	558.5816572996629	0.858998	32.97794	0.122865	0.0651052	0.0649732686	0.0023484692	-0.0920102945	0.134430713	0.1227050839	0.0079068469	-0.0332364948	0.0271861728	-0.1594314487	0.0898067321	0.1320383628	0.0381748191	-0.0054846884	-0.0391251782	0.0012647076	-0.0335241655	0.0320596096	-0.0603884253	-0.1242488923	0.0332358332	-0.0694032338	0.0209791327	-0.0471958665	-0.06448874	0.0586304612	-0.0547704288	0.0427543525	-0.0180122948	0.0236622185	-0.0735107221	-0.013626287	-0.0067504147	0.1099965874	-0.0299217125	-0.0156387636	0.0057448521	-0.0543095481	0.0792820873	0.1613139286	0.0802952074	0.0326479944	0.0750337673	0.0144821298	0.0804830971	0.0400665965	-0.0340585755	0.0907707095	0.1042962458	0.0880283709	-0.0216761034	0.0194734048	-0.0216790948	0.0678935199	0.0635576789	0.0145969746	0.0620671112	-0.0324712865	0.1125037874	0.1059762505	0.0953761056	-0.0463593	-0.0176957999999999	0.00214918469649	0.0003131413376399	0.124474	-0.0036849999999999	1.3579224999999956e-05	0.015493776676	0.154445	0.0442729999999999	0.023853258025	0.0019600985289999	0.000450691	0.000939903	8.834176494090002e-07	2.0312237748100002e-07	-0.000514284	-0.000138569	1.9201367761000015e-08	2.644880326560001e-07	0.00104922	6.575200000000008e-05	1.1008626084e-06	4.323325504000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
