global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
695.8580010127998	n/a	484218.3575735297	n/a	805.195232461182	n/a	n/a	648339.3623782168	643.3407038161341	n/a	n/a	413887.2611866388	670.7013532284258	553.1277002868045	n/a	n/a	n/a	n/a	-0.0103439886	-0.0843935894	-0.0653619758	0.0337576988	-0.0875101184	0.0620632419	-0.0274753729	0.0741143023	-0.1187434746	0.1064741295	-0.0127039165	0.0762577188	-0.0076287722	0.0749333701	-0.041912154	0.015338896	-0.0711452918	0.003085706	-0.0952201915	0.0093668592	-0.0302507538	-0.0386850017	0.1140861833	-0.0281778437	0.0009808537	-0.0658361397	0.0006808669	-0.1828682995	0.159010184	-0.0178903803	0.1219699263	-0.0197873042	0.0175959955	-0.0068368121	0.0398600707	-0.1479954989	0.0342842569	-0.0086819212	-0.1176494997	0.0253076113	-0.0068679921	-0.0048379485	-0.2239181364	0.0088356482	0.0668521147	-0.0452701048	0.0800328917	0.0265566322	0.085199033	-0.0169985312	-0.0345624531	0.1248122152	0.0963762839	-0.0413313628	-0.0764680816	0.0628524617	-0.1067806645	0.0361394547	-0.1115120268	0.0316348325	-0.0172749726	0.0651090546	-0.0053264917	0.225285241	-0.0723302547	0.0225279366	-0.0245884981	-0.1778422613	0.15964444	-0.0029147081	0.0870033662	-0.1656096235	0.042885182	-0.0187420896	0.012810661	-0.0862727833	0.081819713	-0.0017104924	0.0996919143	-0.0227505346	0.0362681946	-0.0123057916	-0.0811740061	0.0257982207	-0.0191375491	-0.1945482596	0.1147017419	0.1146833673	0.1146527451	-0.0457454	n/a	n/a	0.00209264162116	-0.16106	n/a	0.0259403236	n/a	-0.27586	n/a	0.0760987395999999	n/a	0.00238213	n/a	5.674543336900001e-06	n/a	-0.00130928	n/a	n/a	1.7142141183999997e-06	0.000972802	n/a	n/a	9.46343731204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.6915950615983	-1.1664059512015683	482596.4122492277	1.3605028429984354	806.5573471025028	1.3621146413208862	1.8553562961007264	650534.7541650272	642.3845829066573	-0.9561209094767946	0.9141671935387328	412657.9523561601	669.2963135608536	568.628679516503	1.044687	34.237823	0.43688795	0.228173	0.1200018612	0.059415342	-0.0365755551	-0.0218886046	0.0423503947	0.0425161369	-0.0736910169	0.0007026651	0.0899442403	0.0685548545	0.0646929397	-0.0161786151	-0.1366278217	0.0636927304	-0.0547264323	-0.0914585548	-0.001064891	0.0477534297	-0.1348818459	-0.0562360363	-0.0248441444	-0.1465534392	-0.0417711133	0.1218349245	0.0326141097	-0.0855539266	-0.0258157969	-0.0502709201	0.1019637533	-0.0111622184	-0.0216799285	-0.0442651287	-0.0539511288	0.0669313875	0.1009768874	0.0416549928	-0.0510625351	-0.0572469609	-0.0239079618	-0.0169795485	0.0452697426	0.1635414933	-0.1787230582	-0.0494877788	-0.1001544294	0.0427873625	-0.0019386207	-0.0539548886	0.0179777353	-0.109908708	0.0619460843	0.1611271987	0.0838157336	0.0017826558	-0.1331319882	0.011683898	0.0037247635	-2.7062e-05	-0.1093939269	0.0910725507	-0.0334818684	0.0288314937	0.0538522588	0.1819032979	0.0939046712	0.0543809079	-0.1252123432	-0.1726032773	0.0070563042	0.0075104061	-0.1072765508	0.0249467569	-0.0004242852	0.0322881319	-0.0726793432	-0.0936487463	-0.1043723707	0.0721402819	-0.0807492937	0.020522242	0.0461621253	0.0738828577	-0.157186257	-0.1605013705	-0.0705125959	-0.0834910833	0.1146527451	0.1144874327	0.1142120884	-0.135747	-0.0900016	0.00810028800256	0.018427248009	-0.0712588	0.0898012	0.0050778165774399	0.00806425552144	-0.100674	0.175186	0.010135254276	0.030690134596	0.00100032	-0.00138181	1.0006401024e-06	1.9093988761e-06	-0.00113911	0.0001701699999999	2.895782889999996e-08	1.2975715921e-06	0.0008867989999999	-8.600300000010004e-05	7.396516009017208e-09	7.864124664008227e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.1354269399191	-0.5561681216792067	481823.9909330637	0.3093229795721768	806.5782590002085	0.0209118977056732	0.0004373074656525	650568.4878918075	643.1377619918512	0.7531790851938922	0.5672787343735083	413626.1808998871	668.3019831457212	547.023064019831	1.194863	39.159588	0.23607455	0.132351	-0.0959977895	0.0613904503	0.0990393245	-0.0339091918	0.1046658757	-0.0657921431	0.0783962035	0.0935835278	-0.0664100657	0.0368088966	-0.0333616701	-0.0382529036	0.0693009438	0.0246449253	0.0067518977	0.0089404259	0.0962546546	0.0653202272	-0.0331972231	-0.0128285255	0.0146143075	-0.1235651589	-0.0418562853	0.1256049204	-0.0150313792	-0.0682074539	0.0738104568	0.0132926813	0.0036181741	0.2139220467	-0.1273833665	0.0161799673	-0.0137371366	-0.0401221661	-0.127491133	0.0459693604	-0.028551824	-0.0440368965	0.0721998188	0.0236765326	-0.0488295326	-0.134703506	0.0329426667	-0.0525222781	-0.0137888097	-0.0138592648	0.0517804079	-0.073742729	0.0190411984	-0.009657535	-0.0728848054	0.1078113665	-0.210255525	0.0643004964	0.0597597275	-0.0080048861	0.0947199388	0.0946346971	-0.0493029089	-0.096733648	-0.0369053671	0.1271049026	0.03507809	0.0481981749	0.1292858308	0.0225157211	0.0526323701	-0.081833996	-0.1111846768	0.1525400564	-0.0599767863	0.1099731981	-0.1702846575	-0.0189508455	0.066910729	-0.0662284575	-0.1095882088	0.0004435734	0.0211185231	-0.0086815374	0.0223359278	0.0737950109	0.0871487416	0.1012382766	-0.0259457394	0.153979653	0.1145547726	0.1140958982	0.1133324686	-0.029114	0.106633	0.011370596689	0.000847624996	-0.09661	-0.0253512	0.0093334921	0.00064268334144	-0.169397	-0.0687229999999999	0.0286953436089999	0.0047228507289999	0.000943403	-5.691700000000008e-05	8.90009220409e-07	3.2395448890000084e-09	-0.000519724	0.000619386	3.83639016996e-07	2.701130361760001e-07	0.000855755	-3.1043999999899965e-05	9.63729935993789e-10	7.323166200250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.867473754746	-0.2679531851730417	481452.0711347932	0.0717989094443783	803.8327768650071	-2.745482135201428	7.537672154710191	646147.1331625083	643.3040509017146	0.1662889098633968	0.0276520015435569	413840.1019065558	669.3175943134494	559.5928734284319	1.168244	38.287189	0.2993114999999999	0.16334	0.0650181331	-0.0887872726	-0.0215676699	0.0780913113	-0.0646629508	-0.0788237009	-0.0709729497	-0.0041879152	-0.1113433127	-0.0169872505	-0.0379867694	0.0873382211	0.0035665956	0.047688346	-0.0197977542	-0.0540608459	0.0232868105	-0.0840535916	0.0226298452	0.0291027731	-0.0386491452	-0.1482132757	0.1445177127	0.0741963508	0.0584998683	-0.0010358202	-0.0555899255	-0.0314466841	0.0591781169	-0.0032776473	-0.0558034067	0.0707041708	0.2098784974	-0.0843051702	0.0483265628	-0.0138351603	-0.0929922493	0.0447877139	-0.147766847	0.0835754473	-0.093645087	-0.055663632	-0.0466588966	-0.0434102515	-0.0096033307	-0.0217130379	-0.033676018	-0.0800593361	-0.0333728446	-0.0263197868	0.0155082822	-0.1047431062	0.0215531036	-0.0867533391	-0.0286923621	-0.0242098544	-0.0796411641	0.0185296105	-0.0886273957	-0.0745711256	-0.0880152581	-0.0667064937	-0.190869945	0.0630667597	0.0634030505	-0.0352978973	0.0814569193	-0.1073584683	0.0386924339	-0.0683569869	-0.1091949186	-0.0618927317	0.0575376037	-0.0080980654	-0.0200621006	-0.1737021068	0.0489086873	0.0301920237	0.0733217639	-0.0096237908	0.145415373	-0.0914547693	-0.054157305	0.0979879561	0.0267147687	0.0669783169	0.1144078661	0.1135094328	0.1120172664	-0.163179	-0.134065	0.0179734242249999	0.0266273860409999	-0.0457989	0.0508111	0.0020975392412099	0.00258176788321	-0.0997206	0.0696763999999999	0.00994419806436	0.0048548007169599	0.000943403	0.0	8.90009220409e-07	0.0	-0.00131137	-0.000791646	6.26703389316e-07	1.7196912769000002e-06	0.000959289	0.0001035339999999	1.0719289155999993e-08	9.20235385521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.1982357900201	0.3307620352741196	481911.1905739764	0.1094035239786779	805.6224488931156	1.789672028108498	3.202925968193985	649027.5301605406	644.2763007064254	0.9722498047108274	0.945269682760242	415091.9516519564	669.4118740746771	555.9781360048231	1.155541	37.870865	0.30867835	0.149167	-0.0125503664	0.0753472353	-0.0940275693	-0.0858676015	0.0567137436	0.0869107134	-0.044174976	0.0326219184	0.0944550017	0.0455455633	0.0059046222	-0.089863722	-0.0616570079	0.087000005	0.0310844274	-0.1774634959	0.046101805	0.0109255967	0.1592150227	0.0705340102	0.0163874643	-0.0114853675	0.0418482362	-0.005650655	-0.0426601788	0.0646756518	0.1374918427	-0.0746211977	-0.0535637928	-0.0230842125	-0.009684435	-0.1607663715	-0.056710097	-0.0622532108	-0.0375997001	-0.0489756095	-0.0985586046	-0.0225164969	0.0099737919	0.1605610383	0.0723469658	-0.0311687728	0.0392080203	0.0702347062	-0.1501750502	-0.0452674064	0.0237005615	0.0990971922	-0.0946987075	-0.1109375442	0.1010991014	-0.0703616586	0.0244342338	0.1147442284	-0.0963705727	0.0174039105	-0.0069888287	0.0214928588	-0.0654259483	-0.0226034152	-0.081745383	-0.0107933934	0.0281519013	-0.1253246042	0.0109385905	0.0337702393	-0.0171483428	-0.142717796	-0.0865430687	0.2153536426	0.1822783879	0.114565853	0.0798064966	-0.0721693827	0.0977804886	-0.0420611582	-0.1003771559	0.0725888465	0.0208472454	0.0990567519	-0.1066678377	-0.0107187361	-0.0209098206	0.0727884482	0.0103436057	-0.1069199005	0.1142120884	0.1127290384	0.1102715368	-0.050894	0.112285	0.0126079212249999	0.002590199236	-0.0214378	0.0243610999999999	0.00045957926884	0.0005934631932099	-0.0275954	0.0721252	0.00076150610116	0.00520204447504	0.00148758	0.000544177	2.2128942564e-06	2.961286073290001e-07	-0.00014396	0.00116741	1.3628461081e-06	2.07244816e-08	0.000672735	-0.0002865539999999	8.211319491599999e-08	4.525723802250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.8126152407133	-0.3856205493068501	481375.945067158	0.1487032080477168	805.1278370517281	-0.4946118413874956	0.2446408736407291	648230.833995594	643.6532011612945	-0.6230995451309127	0.3882530431423503	414289.4433651819	668.681513081994	547.7016328986703	1.241301	40.681522	0.29763655	0.13865	-0.039261685	-0.0590046405	0.1297780244	0.0829757353	0.0741542985	0.0350918682	0.0832483213	-0.0162284145	-0.0252933878	-0.0461009032	-0.0652405386	0.1057719317	0.0975350239	0.0272399482	-0.0031692853	-0.0742269601	0.0116608081	0.0433489445	-0.1627596958	0.0232903941	0.0743623356	-0.0164301757	-0.0273373328	-0.027514056	-0.0592183096	0.1597015101	-0.0405036248	-0.1919976759	-0.0099262632	0.0734378523	-0.0015845787	0.0474582354	0.0363681068	0.1517313012	0.1154058543	0.0866097335	0.073244852	0.0874258401	0.0186691301	-0.098444536	-0.0193899451	-0.0763839938	0.031819513	0.0655263605	0.0402153237	-0.0429114887	-0.0495469549	0.1280378707	-0.0507127387	-0.0113416463	-0.0445926361	-0.1476379054	0.0020326635	-0.0861447284	0.0411837402	0.0637973581	0.0720350037	-0.0141085242	-0.0796727724	-0.0302128639	-0.0351431963	0.1832191892	0.0146902707	0.1484375345	0.0413051805	-0.0228875296	0.058153596	-0.0588808228	0.1359599268	-0.0362413678	-0.0370774816	0.0106155619	-0.0233068371	0.0105243801	0.0476080492	0.1055439389	0.203308019	-0.0523380388	0.1361745602	0.0372046825	-0.0927790167	-0.0631464299	0.1218065967	-0.0578013037	-0.0113925461	0.0901004885	0.1139675232	0.1117560484	0.1081019891	-0.0775687999999999	-0.0266747999999998	0.0007115449550399	0.0060169187334399	-0.0755285	-0.0540907	0.00570455431225	0.00292580382649	-0.121234	-0.0936385999999999	0.0146976827559999	0.0087681874099599	0.00031623	-0.00117135	1.0000141290000003e-07	1.3720608225e-06	-0.00130785	-0.0011638899999999	1.3546399320999998e-06	1.7104716225e-06	0.000543326	-0.000129409	1.6746689281000008e-08	2.952031422760001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.2916206299633	0.4790053892500054	482040.85447698087	0.2294461629305492	807.4581498265003	2.33031277477221	5.430357628266557	651988.663721235	643.6521124608663	-0.0010887004282267	1.185268622421065e-06	414288.0418753357	669.3522276951248	571.5440043267159	1.274202	41.759785	0.32921457	0.17886	0.1335919356	0.0551089764	0.0194878869	-0.0687533387	-0.0390570933	-0.1509956115	-0.0056749622	0.0880071096	0.119323115	-0.0359889189	0.0628275608	-0.0513995523	-0.0636337649	0.0179966233	-0.1328927073	-0.0477393355	-0.0768680679	0.116348737	0.1165705815	-0.09030674	-0.0343989324	-0.0972450567	-0.1410500552	-0.002715421	-0.0246770627	0.1180350952	0.0440484342	0.1345438259	-0.0909337924	0.1983524972	0.013966944	0.0595892019	-0.0124252224	-0.0605457463	0.055387675	0.1420196924	-0.0095300154	-0.0372913642	-0.0539964464	-0.0930859492	0.036180445	0.0251410217	0.0840032005	-0.0465588048	-0.0080939133	-0.1373325494	0.0639342436	-0.0210825772	0.0599330682	0.0835752121	0.0614707279	0.0991746514	0.1405100055	0.0047888278	-0.0293554196	-0.1327790578	-0.0404105757	0.1291322609	-0.0228150141	0.1790847474	-0.0211584588	0.015947635	-0.014667699	0.0002187767	0.0183847022	0.2003409305	0.0575944472	0.0306790982	-0.1172157994	0.0025328738	-0.1287113299	0.0887888001	0.0469131276	0.1166363079	-0.0073815028	-0.0107954431	0.0727091311	-0.0188284734	-0.2752922292	0.0523537768	-0.0205169279	-0.0122817819	-0.1013519778	-0.002485963	0.0810975834	0.0921091144	0.1136742748	0.110592125	0.105516962	-0.136822	-0.0592532000000001	0.00351094171024	0.018720259684	0.00437857	0.07990707	1.91718752449e-05	0.0063851398359848	0.024584	0.145818	0.000604373056	0.021262889124	-0.000149731	-0.000465961	2.2419372361e-08	2.1711965352100005e-07	-0.00106896	0.0002388899999999	5.7068432099999926e-08	1.1426754816000002e-06	0.000723201	0.000179875	3.2355015625000005e-08	5.230196864010001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.1077582620485	0.8161376320852014	483174.7955960904	0.6660806345056396	808.2864428182355	0.8282929917352249	0.6860692801576893	653326.9736437567	644.4750893401856	0.8229768793192989	0.6772909438941318	415348.1407800402	668.3127626119053	538.5377777444616	1.303184	42.709633	0.42610314	0.211099	-0.1325987486	-0.0224266381	-0.1072854313	-0.1140689125	-0.040681279	0.0964136341	0.0488625237	0.0618425469	-0.0106143059	0.029567504	-0.0357364435	-0.0554640232	0.1194516338	0.0665844815	0.098457535	-0.0030119721	-0.04603628	0.055612075	0.0424278853	-0.0973756185	0.10073193	-0.0101852754	-0.0195593197	0.0577604023	-0.1337797075	0.1022107626	-0.1910671901	0.0712448735	-0.0258362018	0.0066833302	0.0110648258	-0.1245220369	-0.0809737926	0.0072894506	-0.1482573147	0.0568925149	0.0327193747	-0.0056950855	-0.0943489888	-0.0211843822	0.0321032139	-0.0794583131	0.0225878959	-0.1781247448	-0.1028152535	0.0956586325	0.0082284328	0.0855506364	0.1065498987	-0.018226294	0.0200247265	0.0403168694	-0.0748372126	0.1122769452	0.0432111057	0.1154796886	-0.0790838529	0.021962142	-0.014465307	-0.0636315661	0.0308796876	0.1533862674	0.129946497	-0.0731293774	0.0421347759	-0.05598574	-0.0303968155	-0.0753487947	-0.0846923372	0.0166844937	0.0169043091	0.1153482894	-0.0631687701	0.0885657968	-0.0447856311	0.0437871296	-0.0528450766	-0.0619514038	0.1191308103	0.0967774048	-0.1039270549	0.050830862	-0.0966312621	0.1751989277	-0.0443740645	0.065256537	0.1133324686	0.1092392569	0.1025263906	-0.00147138	0.13535062	0.0183197903343844	2.1649591044e-06	-0.0489732	-0.05335177	0.00239837431824	0.0028464113621329	-0.113386	-0.13797	0.012856384996	0.0190357209	0.000960437	0.001110168	9.22439230969e-07	1.232472988224e-06	-0.000370387	0.000698573	4.880042363290001e-07	1.3718652976900002e-07	0.000543327	-0.000179874	3.2354655876000005e-08	2.9520422892900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.8777879190953	-0.2299703429531518	482855.1401433352	0.0528863586379902	801.4152932992552	-6.87114951898036	47.21269571218403	642266.4723339311	643.4433642342991	-1.031725105886494	1.0644566941164972	414019.3629771529	669.4536937671421	561.813312771216	1.203322	39.43681	0.22226227	0.131038	0.0717745534	-0.0711393994	0.0209392986	0.1080963874	0.0085085358	0.0978606802	-0.04810819	-0.0372876092	0.0368374854	0.1146162987	-0.0259963284	0.1172305893	-0.0099116354	0.0438642742	0.0391775493	-0.0901003725	-0.097897282	-0.0550237906	-0.1096160633	0.0553522706	0.0855884253	-0.0434280354	0.0745014867	-0.0670196279	-0.1337025447	-0.0557785838	0.0087678032	0.1425284996	0.0446091453	-0.0116366425	-0.0575625663	-0.0427062525	0.0932691261	0.0387595433	-0.0275332198	-0.0386009277	-0.0045891533	0.0679398518	-0.0852175666	-0.1300857334	-0.0271355526	0.0010009848	0.0491538884	0.1122087257	0.1288784282	0.06485983	-0.2181125656	-0.1369425329	0.0248090009	-0.0585740457	0.0108731669	0.1395492337	-0.0516450493	-0.1194482782	-0.0899955932	0.0628264284	0.0003511369	-0.0588755647	-0.0924622162	0.0458041647	-0.0149823417	0.0887508536	-0.0402363301	0.0730456642	-0.0854477471	-0.0902864525	0.1470282202	-0.0963666485	-0.0430240308	-0.0037483146	-0.1346379153	-0.0521679151	-0.0162239957	-0.0164180143	0.0053968364	0.0034142945	0.0648644756	-0.0928274366	-0.0009791025	-0.0814162494	0.0506191767	0.0458971147	-0.0424830626	0.0662387623	0.0512245113	-0.0352976901	0.1129422506	0.1076997553	0.099141769	-0.120725	-0.11925362	0.0142214258831044	0.014574525625	-0.0672767	-0.0183034999999999	0.0045261543628899	0.0003350181122499	-0.148925	-0.035539	0.022178655625	0.001263020521	0.000865897	-9.453999999999996e-05	7.497776146090001e-07	8.93781159999999e-09	-0.00118355	-0.000813163	6.61234064569e-07	1.4007906025e-06	0.000618947	7.561999999999998e-05	5.718384399999998e-09	3.83095388809e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.79518335625	0.9173954371547096	484130.9371817577	0.841614388112281	810.9911240225872	9.575830723332048	91.69653404190994	657706.6032434194	644.2105754583466	0.7672112240475144	0.5886130623044854	415007.2655323741	669.8216792428564	561.082744590783	1.224293	40.124115	0.35472605	0.235606	0.0552814484	0.1570282893	0.0766185896	-0.0761527453	0.1244091801	-0.0977939275	0.058350372	0.0412776213	0.1030160519	-0.0826469006	0.1558922161	-0.1055474164	0.0177933747	-0.0081644358	-0.0747289999	-0.0768662362	0.008172323	0.1672032763	-0.0656803708	0.0989071487	-0.0267117667	-0.0454711237	-0.0892791524	-0.0040098119	0.1092496981	0.0662025037	0.0809231178	0.0296220395	0.0976191613	-0.006608773	-0.1461335128	-0.1061468213	0.0726819435	0.0083074609	-0.0551582072	-0.0881146271	0.0792324557	-0.1216187725	-0.0252386822	-0.1352164507	0.0301616022	0.1445248597	0.0810913375	0.1458899844	0.0155073383	0.143990921	-0.0768938292	-0.0558608252	-0.0651298357	-0.0721411846	-0.0173509045	-0.039064169	0.0215302012	0.0720579785	0.0103090162	-0.0811291649	0.0992503884	0.0445091066	-0.0505025088	0.1590520032	-0.106305675	0.0588229087	-0.0484324772	0.0550665732	0.0950293513	0.047808511	-0.011387615	-0.0041154684	0.0418692627	0.040669086	0.0503781187	-0.0242908892	-0.0236763321	-0.0066208664	0.090585328	0.1365056974	0.0019067376	0.0592492911	-0.1074198705	-0.0585278932	0.0184880414	-0.0005354372	-0.0971718519	-0.0690790822	-0.0785975507	-0.0396203879	0.1125037874	0.1059762505	0.0953761056	-0.123324	-0.002599	6.7548010000000215e-06	0.015208808976	0.0205729	0.0878496	0.00042324421441	0.00771755222016	0.0670286	0.2159536	0.0044928332179599	0.04663595735296	0.000468553	-0.000397344	2.1954191380900005e-07	1.57882254336e-07	-0.000655563	0.000527987	2.7877027216900005e-07	4.29762846969e-07	0.000660093	4.114600000000004e-05	1.6929933160000034e-09	4.357227686490001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
