global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
727.986841237981	n/a	529964.8410156533	n/a	907.3544085421278	n/a	823292.0227008346	n/a	702.5124866703608	n/a	n/a	493523.7939277738	725.0067914178802	481.3776886257493	n/a	n/a	n/a	n/a	-0.138177796	0.0342017679	0.0393503779	-0.0224287629	0.0374960846	-0.0134453498	-0.1325347236	0.0488924427	-0.090104528	0.0221688342	-0.025884944	0.0234428011	-0.2275576417	0.1568499933	-0.143267729	0.0872258739	-0.1120278802	0.0853865803	-0.0129233771	0.0150751123	0.0164082744	-0.0133000784	0.0488991007	-0.0121052377	0.0186072323	-0.0291948365	0.0074081455	-0.0039659092	0.0330888296	-0.0282708131	0.004607477	-0.0334538032	0.0269208172	-0.0060505439	0.0586846309	-0.0072635814	0.0507512582	0.0058231528	-0.0450810642	0.001263717	-0.0124320758	0.1243390278	-0.0110279798	0.0583261574	-0.10741699	0.0745715314	-0.0135867088	0.0165791979	-0.0866415551	0.0783214362	-0.0440533611	-0.0347587133	0.0299520374	0.0239813503	-0.0396984359	0.1554599335	0.0033416554	-0.0854719458	-0.0580039085	0.149552401	0.0670996712	-0.1484128359	0.0149222005	-0.021939569	0.0667329555	-0.040552253	0.0294441394	-0.005121732	-0.0308984451	0.0317197161	-0.0226879622	0.0834297945	-0.0064697536	0.0305224909	-0.0241427746	0.0674726564	-0.0354036576	0.1509608841	-0.0159039224	0.0996463954	-0.0366696689	0.0439616427	-0.0043240477	-0.0075367442	-0.0238833418	0.0033920068	-0.0685863389	0.0199530786	-0.0669247618	0.0044289173	-0.0318157088	0.0074436306	-0.0968484179	0.0999410173	-0.0154256719	0.0570356854	-0.0236664709	-0.0680180947	0.0890912542	-0.2465836179	0.0814901539	0.0669993796	-0.0275852409	0.1147017419	0.1146833673	0.1146527451	-0.0156566	n/a	0.00024512912356	n/a	0.0267707	n/a	n/a	0.00071667037849	0.0679574	n/a	0.00461820821476	n/a	-0.000530061	n/a	n/a	2.80964663721e-07	-0.00128153	n/a	n/a	1.6423191408999995e-06	-0.000421997	n/a	n/a	1.78081468009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.3356534575339	-1.651187780447117	527563.4814835828	2.726421086297876	901.2281779336666	-6.126230608461128	812212.2287016367	37.530701468046	702.4952097413205	-0.0172769290402357	0.0002984922770613	493499.51970950194	723.7340960002963	494.1372723190505	1.050928	26.570389	0.1832521379	0.0962449	-0.1391107931	0.0177505765	0.0048755963	0.1072714758	-0.1063122711	-0.0295334385	-0.0201740489	0.0910346116	0.0452367977	-0.0134939147	-0.0111235618	-0.0045989301	-0.0118132088	0.073961996	0.0172320155	-0.0744555985	-0.0587688184	0.047914224	-0.0524470681	0.1270082086	-0.0072268262	-0.0447094095	0.0591362888	-0.0452630026	0.0388262378	0.0017568187	-0.0003093464	-0.0048698345	-0.0022139287	-0.0167252998	-0.0058819688	0.0220282189	0.0096885703	-0.0148847612	0.0790584521	0.0702914591	0.0467948831	-0.1440178426	0.0020959571	-0.0115498783	-0.0954449204	0.0320864116	0.0081017918	0.0534134382	0.0785436291	0.1178960776	0.0192502201	0.004181874	0.0417473036	0.0173254116	-0.0779855555	0.00462803	0.0168935502	0.0104767523	-0.0633517999	0.1055333152	-0.1421501228	-0.044245528	-0.0404157887	0.0185005549	-0.0449501355	-0.1713161688	0.1862103092	-0.0303161592	0.0312213065	-0.0455217813	0.0072836196	0.0099186746	-0.0149562896	-0.0099590059	0.0350727941	0.0251420232	-0.0161803409	-0.0184927249	0.0477235056	0.06779533	0.0202103164	0.0946882469	0.0688085556	0.0129742663	0.0141825682	0.0810596775	-0.0010729659	0.0450890143	0.0952284609	-0.0265781622	0.0347913559	-0.0366351621	0.0061871997	-0.001919855	-0.0802235924	-0.060201562	-0.0507891904	0.0512921362	0.0763541002	0.0077159633	-0.062221923	-0.0082398115	-0.0942293241	-0.0529449808	0.1600343436	-0.0192692823	-0.0265943336	0.1146527451	0.1144874327	0.1142120884	5.97379e-05	0.0157163379	3.56861669641e-09	0.0002470032769869	-0.0152888	-0.0420595	0.00176900154025	0.00023374740544	0.052339	-0.0156184	0.0027393709209999	0.00024393441856	0.00098699	0.001517051	2.3014437366010003e-06	9.741492601000002e-07	-0.00102342	0.00025811	6.66207721e-08	1.0473884963999998e-06	0.0	0.000421997	1.78081468009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
725.0078908070664	-1.3277626504675482	525636.441732511	1.7629536559766084	901.2678974193972	0.0397194857305294	812283.8229187811	0.0015776375466977	703.0075517668089	0.5123420254883513	0.2624943510815063	494219.6178411625	724.3606957208779	485.0794240451153	0.95238	24.078835	0.2763323679	0.146468	-0.1568394477	0.0830682093	0.0507599923	0.0113161962	-0.0303349748	-0.0579789878	-0.0096537733	0.06774392	-0.0358507821	-0.0510078413	-0.0857500714	-0.0244315262	0.0047953468	0.1221390713	0.0073284414	0.0699978329	0.1043250943	0.0359051451	-0.0238332184	0.113479994	0.01356542	-0.011725781	0.0213533226	-0.0036561019	0.0255992973	-0.0091859248	0.018661916	-0.0565449733	-0.0441705261	0.0067338225	0.062002995	-0.0486292443	-0.064796982	-0.0204273063	0.1540564905	0.0334770233	-0.0041176993	-0.0964949201	-0.0261078912	0.0382954956	0.0001889426	-0.0016462135	-0.022294984	-0.0112691055	-0.0706172011	-0.1283087284	-0.1730030973	-0.1014906005	0.0779064272	-0.1125105352	-0.0435384577	-0.0394686206	-0.0738047235	-0.00614384	-0.0242682632	-0.0935300489	0.0872175286	-0.0407844087	-0.0506377094	-0.083334035	-0.0027516006	0.032109029	0.0443979722	-0.0153091273	0.0505548633	-0.0468824682	0.0068331625	-0.0025560212	-0.0157414395	0.0251728539	0.0095527045	0.0354766736	-0.0542668876	-0.0060033347	0.0756214031	0.1510412773	0.0650698065	-0.0147639162	-0.0120749571	-0.0437750293	0.0383403939	0.0908026065	0.0007415262	-0.0593619368	-0.0438901301	-0.0452801713	-0.0117679017	0.0743966256	0.0331333294	-0.0186736052	0.0053031372	0.0109169846	-0.084699227	-0.0883394104	0.123433831	-0.1497326856	0.022518627	-0.0137026226	-0.014964541	0.0011887471	-0.0213053291	0.0581116908	-0.0761840226	0.1145547726	0.1140958982	0.1133324686	-0.00828453	-0.0083442679	6.86334373209e-05	6.962680678697042e-05	0.105849	0.1211378	0.01467436658884	0.011204010801	0.0964901	0.0441511	0.0093103393980099	0.00194931963121	-0.000206488	-0.001193478	1.424389736484e-06	4.2637294144e-08	-0.00061277	0.0004106499999999	1.6863342249999994e-07	3.754870729e-07	-0.000449856	-0.000449856	2.02370420736e-07	2.02370420736e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
724.9603974637913	-0.0474933432750503	525567.5778908583	0.0022556176554417	898.5583998388464	-2.70949758055076	807407.1979209482	7.341377139010423	703.3433608139932	0.3358090471842843	0.1127677161708168	494691.883201123	724.897580294725	480.42019819315567	1.046016	26.446199	0.20186527	0.131551	-0.2129731865	0.0093101744	-0.0855163824	-0.0020615545	-0.0738878376	-0.0674609284	0.1465446418	0.0418303557	0.0065480847	0.0679165482	-0.0906715018	0.0169145623	0.0122439567	0.0817207225	-0.0651365457	-0.014734402	-0.0262110391	-0.0916181448	0.0207446436	0.0469880599	-0.0156624176	-0.0540649074	0.0193103582	-0.0479451344	-0.0046361062	0.0120717969	0.0241099736	0.0283166775	0.028638439	-0.0315839153	-0.0344943333	0.061698095	-2.78895e-05	0.0700079019	0.0264780253	0.091949844	-0.0166857923	-0.0174469687	-0.0240159934	-0.0601127855	0.1540492412	-0.1842029251	-0.144454519	0.1469495487	0.041231902	0.1480702349	0.0707847114	-0.0921844354	-0.0286737062	-0.0473739421	-0.1100437796	-0.0188350508	0.0328490145	0.0767257713	-0.1589805511	0.0990452	-0.0175324647	-0.0009923851	0.076703365	0.0189686188	-0.1176066701	0.0078244479	-0.0420563718	-0.1258619261	-0.0377037105	0.0132102415	-0.046848993	-0.0106584619	0.0043735358	0.0107815885	0.0119963547	0.0408770547	-0.0445308331	0.014563642	0.1650520245	0.0531987342	-0.0285992519	0.0997319768	0.0552598077	-0.0304312298	-0.0652009192	-0.0058080241	-0.0458277903	0.0194751237	0.0711304586	0.1544286501	0.1545724571	-0.0907920698	-0.124964636	0.1242342482	-0.1160212884	0.0423456896	0.0288123369	0.0354370575	-0.1530002844	-0.1267104461	0.0115160507	-0.0458206268	0.0582037951	-0.0164340901	0.1351795043	0.044409575	-0.0290012791	0.1144078661	0.1135094328	0.1120172664	-0.0202461	-0.01196157	0.00040990456521	0.0001430791568648	-0.0225973	-0.1284463	0.01649845198369	0.00051063796729	0.0897160999999999	-0.006774	0.0080489785992099	4.588707600000135e-05	0.000222539	0.000429027	1.84064166729e-07	4.9523606521e-08	-0.000238362	0.000374408	1.4018135046400004e-07	5.6816443044e-08	-0.000159623	0.000290233	8.4235194289e-08	2.5479502129000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.0761248679062	1.115727404114864	527186.5391031953	1.244847640292893	902.1863033700288	3.627903531182369	813940.1259884776	13.161684031565503	703.3322699464518	-0.0110908675413838	0.0001230073428205	494676.2819480285	724.6295767273695	481.0496626122866	0.973382	24.609819	0.0840034999999999	0.0529746	-0.1924463722	0.0505498252	-0.0279405537	0.0531078687	0.0474490425	-0.032491004	-0.0633864972	-0.0120150403	-0.026168766	-0.0300030391	-0.0363553571	0.0228595958	-0.0706415074	0.1168437247	-0.0942334143	-0.00488204	-0.0249989729	-0.0819364693	0.0534880071	0.0223280735	-0.0078741623	-0.0211842842	0.0611882217	-0.0150555819	0.0452987301	0.01297669	0.0169181842	-0.0608992233	-0.0238972858	0.0156167235	0.0472510504	0.0608331617	-0.0748747873	0.0484717498	0.0504359912	0.0726156577	-0.0365087515	1.45876e-05	-0.084085512	-0.0681628865	-0.0948182521	-0.1234202874	0.1563229186	0.1350762725	-0.024950629	-0.0045927918	-0.1474366611	0.1023327162	-0.0736164818	-0.0319496693	0.1281565111	0.0289514381	-0.0717403089	-0.0685800115	0.0931250794	-0.0963544053	-0.0326670397	0.1444763921	-0.0148326604	0.0665979193	-0.0417479267	-0.0150200518	-0.0431280442	-0.0082830635	0.0330470552	-0.056450273	0.0412769999	0.0034364612	-0.0137501463	0.0098786212	0.0156035503	0.0581692267	-0.0250741326	0.0013351611	0.0727830605	0.0948061268	0.0172409629	-0.0063887411	0.1116576368	0.0539777739	0.0492413139	-0.0025220283	-0.1787998836	-0.1350741744	0.1283293519	-0.088952593	-0.0434852543	-0.0861333181	-0.0292016615	-0.063971671	0.0175358556	0.083919847	0.0291358443	-0.0440924739	-0.0374144043	0.1309313196	-0.011072098	0.0057597218	-0.0614026715	0.0077027092	-0.0654727853	-0.0531185879	-0.0052005882	0.1142120884	0.1127290384	0.1102715368	-0.0152541	0.004992	0.0002326875668099	2.4920064e-05	0.0267573	0.0493546	0.0024358765411599	0.00071595310329	0.0850357	-0.0046803999999998	0.00723107027449	2.190614415999897e-05	-0.000117368	-0.000339907	1.1553676864900004e-07	1.3775247424e-08	-0.000238362	0.0	0.0	5.6816443044e-08	0.0	0.000159623	2.5479502129000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
726.5128672908648	0.4367424229586731	527820.9463391938	0.1907439440118125	902.6201696949748	0.4338663249460524	814723.1707401852	0.1882399879221935	702.457012313037	-0.8752576334147761	0.7660759248508346	493445.8541477582	724.2414120772291	482.9744034853982	0.925413	23.39702	0.0624721599999999	0.0320999	-0.1633786786	0.0242364689	-0.0132309242	-0.0490736156	-0.080299202	-0.0253636384	0.0361353595	0.064043039	-0.0035856177	0.0608974004	-0.0368168781	0.0154020066	-0.1285042364	0.081775232	-0.0215177264	-0.0827220553	-0.0859499851	-0.0331853059	-0.0461133987	0.1110795719	-0.0079432923	-0.0470867557	0.0360225088	-0.0291716538	0.0242530622	-0.039721321	-0.0609840619	-0.0403901907	-0.0047599814	0.0268543797	-0.1106533774	0.0183763994	-0.0187243574	0.0600250463	0.0662228086	0.0242184403	-0.0022790517	0.0171263498	-0.1926470568	-0.0319139143	0.0478684238	-0.0519055682	-0.085090244	0.0950899612	-0.056680521	-0.0178135089	0.0969805829	0.1912777602	-0.0373664549	0.0154478793	0.0841696397	0.0058562878	0.061300049	0.0709819047	-0.0202249469	0.0154136857	0.0409924755	-0.0763598645	-0.0294646065	-0.0872571847	0.0686651231	-0.0330638475	-0.1018187311	-0.0670484952	-0.0012888214	-0.0191035328	-0.023853112	-0.012532626	0.0015285066	-0.0078460628	0.0349663874	0.0642713544	-0.0663195157	0.0465174311	0.001791386	0.0236695787	0.0186005812	0.156153471	0.0269187584	0.0231397641	-0.0237547169	-0.0340893378	-0.1565902576	-0.0807797336	0.0015874359	0.1084443052	-0.0058243492	-0.0497240363	-0.0100099565	0.0177433123	0.048755758	0.1176981789	0.0291038902	0.0242630793	-0.0345275799	0.0394591054	-0.0449763493	-0.0923160563	0.1457495118	0.013197097	-0.0297547235	0.0768309466	0.0704591469	0.1139675232	0.1117560484	0.1081019891	-0.00233812	0.01291598	5.4668051344e-06	0.0001668225393604	0.0422624	0.0155050999999999	0.0002404081260099	0.0017861104537599	0.0869105	0.0018747999999999	0.00755343501025	3.514875039999985e-06	-3.5467e-05	8.1901e-05	6.707773801e-09	1.2579080889999999e-09	-0.000712131	-0.0004737689999999	2.2445706536100002e-07	5.07130561161e-07	-8.78556e-05	-8.78556e-05	7.718606451360001e-09	7.718606451360001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727.5758440319441	1.0629767410792963	529366.6088187959	1.1299195520755618	901.9598927763086	-0.6602769186662272	813531.6481770502	0.4359656093233676	702.302300716719	-0.1547115963180658	0.0239356780352841	493228.5215919967	723.8671542364099	488.99195319885087	0.887482	22.438026	0.041699227	0.0215293	-0.1379123355	0.033411551	-0.0335996275	0.0591394143	0.0455315352	-0.018093539	-0.0078006799	0.0040659851	-0.0525139501	0.0056979943	-0.0257051935	-0.0196950788	-0.0641354783	0.066631488	-0.0518378551	-0.072377362	-0.0653038212	-0.0034413774	0.0546044832	0.1247846547	-0.0032521233	-0.0286255474	0.047800321	-0.0348395259	-0.002309672	-0.0080427305	0.0091814781	-0.0652748119	-0.0728464589	-0.0183978171	0.0200491666	-0.0342103546	-0.0125159922	-0.037005066	0.0197969966	0.0246658235	0.0153796265	-0.101037584	-0.0415778517	0.0794228573	-0.1311219717	-0.0908369666	-0.0461705144	0.0206120672	-0.0090663534	-0.0444007978	-0.003621015	-0.0104813254	-0.0476074139	-0.0066554618	0.050140517	0.0667909928	0.1354615979	-0.0556647339	-0.0566127632	0.0950822243	0.0541333521	0.000294018	-0.0271834434	0.0624012587	0.0400432952	0.046815357	-0.0050885188	-0.0078609196	0.0248299842	-0.036571983	0.0072527818	0.0418643755	-0.0188265531	0.0293769685	0.039848839	0.0411309698	-0.0244023841	-0.0399364084	0.008756589	0.0472133311	0.0009587282	-0.0024711288	-0.0044512151	0.0619813152	0.0592379931	0.0845002081	0.0348824754	-0.1468247692	0.0229541053	-0.0125401819	-0.0502231888	-0.0786905412	0.0703714379	-0.0003085721	0.0218521072	-0.0183334204	0.0637169306	-0.1186016445	0.0438571807	0.0156523898	-0.0479374655	0.010404221	0.0389646983	-0.0269175143	-0.0172839692	-0.0076492943	0.1094981434	0.1136742748	0.110592125	0.105516962	0.000381027	0.002719147	1.45181574729e-07	7.393760407608999e-06	0.0267528	-0.0155095999999999	0.0002405476921599	0.00071571230784	0.0744496999999999	-0.0124608000000001	0.0055427578300899	0.00015527153664	-1.4058e-05	2.1409e-05	4.583452809999999e-10	1.97627364e-10	-0.000601202	0.0001109289999999	1.2305243040999991e-08	3.6144384480400003e-07	0.0	8.78556e-05	7.718606451360001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.2524118890171	0.676567857072996	530351.5754221707	0.457744065224346	903.1422380433892	1.1823452670805636	815665.9021380218	1.3979403305878093	702.7465159872551	0.4442152705361195	0.1973272065774778	493852.6657322253	723.9805121609616	492.15539239571416	0.857731	21.68585	0.0823044329999999	0.0464517	-0.1080626584	0.0372786069	0.0227158559	0.003708443	-0.0929405476	-0.006340572	0.0204655053	0.0950683744	0.0140522688	-0.012544362	-0.0846818969	-0.0017491272	-0.0186688093	0.012341879	-0.0404268302	-0.042535254	-0.0484541817	-0.0351630584	0.0004431633	0.0595341717	0.0037951884	-0.0244687036	0.0020548426	0.0052621989	0.0341032015	-0.0255017542	-0.02489138	-0.0219447968	0.015129797	0.0342439338	-0.0502388189	-0.0676627476	0.0406960494	0.064680931	0.0739349751	0.0323306833	-0.0258210493	0.0182492326	-0.0327475765	0.0768338622	0.0218099553	-0.0598467501	0.0678223547	-0.0418445231	-0.0556484691	0.019884769	-0.0914449366	-0.065787608	-0.0103970796	0.0699210023	-0.1405745253	0.0654395913	-0.0061688828	0.1577644082	0.1656318803	-0.1961663273	-0.0452204521	0.0161992122	0.1340405061	0.0706657601	-0.03631872	0.0022362292	0.0198413102	-0.0244578718	0.0185317165	-0.0304305957	-0.0076407021	-0.0110154113	0.0111841638	-0.0128411627	0.0042371505	0.0303428836	-0.0461142224	0.0149437561	0.041231972	0.0156139394	0.0580277378	0.071018901	-0.0222328647	-0.0355113456	0.0249148338	-0.0729520604	-0.0389087347	-0.0587491223	-0.0505712138	0.0421913223	0.0201577736	-0.004083144	-0.0158363447	-0.0365592673	0.0217318846	-0.0904990656	0.0451856407	0.002183906	0.0505934892	-0.064433782	0.0068695472	-0.0882669193	-0.0641932066	-0.0063856071	-0.2130797882	-0.113927681	-0.1657631577	0.1133324686	0.1092392569	0.1025263906	0.00501371	0.004632683	2.51372879641e-05	2.1461751778489003e-05	0.0682507	0.0414979	0.0017220757044099	0.0046581580504899	0.0657083	-0.0087413999999999	0.0043175806888899	7.641207395999824e-05	-0.000420626	-0.000406568	1.65297538624e-07	1.7692623187600001e-07	-0.0007432829999999	-0.0001420809999999	2.018701056097158e-08	5.524696180888513e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728.7065009961482	0.4540891071310398	531013.1645940493	0.2061969172150649	902.445861160474	-0.6963768829151604	814408.5323256695	0.484940763058635	702.2727317431472	-0.4737842441078328	0.2244715099648305	493186.9897499824	723.7067992293645	491.8974813817092	0.9239210000000002	23.359303	0.0768997199999999	0.0611447	-0.1074742542	-0.0274934347	-0.0900413313	-0.0010852173	0.05679595	-0.0184815556	0.047788549	0.0355834181	-0.049233001	0.0346002272	-0.0224853049	0.017643192	-0.0432866803	0.0598495944	-0.074752834	-0.0522184547	-0.0509155707	-0.0701533546	0.1491136718	0.0482558625	-0.0127951344	-0.059492628	0.0451447651	-0.0027995069	0.0184042208	-0.0879209906	-0.0375780416	-0.0720380637	0.0398161257	-0.0276776362	-0.1042667639	0.0647048318	-0.0235776085	-0.0125906348	-0.0229284787	0.0364938291	-0.0396933744	-0.103185862	0.0145329417	0.197894417	-0.0439918065	-0.1082448302	-0.0862708882	0.0131035729	-0.0605920564	-0.0424036349	0.0304731233	-0.1108735088	0.047774546	-0.0397094841	0.132796318	0.0636012259	0.0368142137	-0.0611338413	0.090477721	0.0740754833	0.0417449109	0.1028928709	0.0117604061	0.0477516423	0.000564947	0.012349097	0.0431104159	-0.0652995004	-0.0058409756	-0.0098387971	-0.029427363	0.0382920462	0.03842921	0.0185685569	0.0413808822	0.1013570283	-0.0161372638	0.0489710637	0.0095634975	0.0054243096	-0.0257888643	0.0245548866	1.78717e-05	0.035825058	-0.0246214571	0.0830641482	0.0392825808	-0.0961212815	0.0336059088	0.0825536561	-0.0369570656	-0.0562295372	0.1024692557	-0.0518426676	-0.0777086825	-0.0732313794	0.0775783404	-0.1386151071	0.0135507586	0.0179310167	0.0541960677	0.0036018499	-0.0222213465	-0.0824067368	0.0273557193	0.0019733357	0.0622507761	0.1129422506	0.1076997553	0.099141769	0.013474	0.0084602899999999	0.000181548676	7.157650688409998e-05	0.0080083199999999	-0.06024238	0.0036291443480644	6.41331892223984e-05	0.0600933	-0.0056149999999999	0.00361120470489	3.152822499999994e-05	-0.000420626	0.0	0.0	1.7692623187600001e-07	-0.000691642	5.164099999989999e-05	2.66679288098967e-09	4.78368656164e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729.9517646856955	1.2452636895473006	532829.5787677609	1.550681656504956	903.4455158433076	0.9996546828335796	816213.8000973802	0.9993094849111044	703.0918944111268	0.8191626679795263	0.6710274766113357	494338.211986627	723.3135983189775	502.83429945711	1.043654	26.386505	0.21732115	0.105185	-0.0488499603	0.0802170298	-0.0354400732	0.0343443101	0.0310639349	0.0067381438	0.0392848061	-0.0261610325	0.0688211079	0.0361920841	-0.0117358418	-0.0792567259	-0.0946222702	0.0542190939	-0.0520372282	-0.0283576737	0.0060279816	-0.0385710606	-0.0665470558	0.0064078534	-0.0151378002	0.0133848735	-0.0465640219	-0.0046846924	0.020359314	0.006015712	-0.0397577762	0.0245657629	0.0087502391	-0.0009728824	0.0456905778	0.0156082422	0.003772742	0.0290139134	0.1708155617	0.0614996973	0.1353424597	0.0307765209	-0.1261217231	-0.0812905127	0.0208852125	-0.0263666148	0.1683221714	-0.0462478826	0.0066462538	0.0138081609	-0.1288893966	-0.0188024678	-0.0085569874	-0.0124857638	0.0126671971	0.0037872297	-0.0571089922	-0.0651338248	-0.0546550874	-0.0283636982	0.1021851425	-0.0751891353	0.0672731188	0.0574552463	0.1593271256	-0.0010440901	0.1153447333	0.0193152827	-0.0438350084	0.0342973793	-0.0319062934	-0.0329130152	0.0230914323	-0.0694207969	0.0130442535	-0.0002126431	0.0041703627	-0.0377009658	0.036542991	0.0739058335	0.0357272327	0.1140849503	0.0646185263	-0.0112666348	0.1316528989	-0.0894953855	-0.1324785154	0.0132473817	-0.073618551	-0.0830224124	-0.0334155625	0.1066062462	-0.0363192531	0.0209075461	-0.0033007948	-0.0618761068	0.0318723281	0.0812871405	-0.0044084413	0.0814332924	0.0258419337	-0.0474414736	-0.0034475149	0.0124190974	-0.0570276419	0.0388629666	-0.1096229334	0.1125037874	0.1059762505	0.0953761056	-0.015263	-0.028737	0.000232959169	0.0008258151689999	0.0875509	0.0795425800000001	0.0063270220330564	0.00766516009081	0.103128	0.0430346999999999	0.010635384384	0.0018519854040899	9.97024e-05	0.0005203284	2.707416438465601e-07	9.940568565760001e-09	0.000108167	0.000799809	6.396944364810001e-07	1.1700099889e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
