global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
687.4862892763032	n/a	472637.3979429008	n/a	882.0593518829979	n/a	n/a	778028.7002442543	701.2594559402985	n/a	491764.82454568346	n/a	718.3836909151097	514.4178609364718	n/a	n/a	n/a	n/a	-0.0385695471	-0.0678202933	-0.1340345785	-0.005374739	-0.0450828924	0.1510883908	-0.1434651071	0.1248740101	-0.0083419367	0.2228736447	0.1594848145	-0.0480440306	0.0414307026	-0.0335709942	0.0821345603	-0.0924406359	0.0045934728	-0.0077629237	0.0279402293	-0.0377567627	0.0389031934	-0.0572343254	0.0362342246	-0.0368234382	0.0124730859	-0.0526820051	0.0121345902	-0.111951754	0.0504698616	-0.0318148551	0.0269389349	-0.1451155798	0.0053724152	-0.0089971834	0.0352771993	-0.1009817375	0.0460461116	-0.0006205101	-0.0441209496	0.0829834828	-0.1047396201	-0.0802089678	0.0295463789	-0.1469466418	0.0310614835	0.0304767594	-0.095959905	-0.0310866126	0.0328687268	0.0042708138	-0.053516862	-0.0006430535	0.1281418841	0.0537130133	-0.0644035915	-0.0411358888	-0.1125536649	0.0436038197	0.0882702343	-0.0337894597	-0.0159547324	-0.1405297448	0.0679215385	-0.0056539973	-0.0661163294	0.0219135304	-0.0445286495	0.1018480578	-0.0343256691	0.1293563348	-0.0313056337	0.0695282888	-0.0082174923	0.0203136128	0.0890135663	-0.0272309176	0.0374841182	-0.0665342875	0.0381376165	-0.0513937453	0.0719268578	-0.1339483449	0.1102837576	-0.1221314182	0.0537387227	-0.0195969154	0.0890647843	-0.1157222607	0.1836848816	0.0315790239	-0.0503030922	0.0301201362	0.0687486605	-0.04051411	-0.0061432076	0.0429007397	0.0753507197	0.1553035975	-0.1646992141	0.0824876502	-0.0341487686	-0.0154114103	-0.0276159493	0.0327680424	0.0127790119	0.0054354307	0.1150196072	0.1147017419	0.1146833673	0.1146527451	-0.000124483	n/a	1.5496017289e-08	n/a	-0.04354	n/a	n/a	0.0018957316	-0.0347488	n/a	n/a	0.00120747910144	-0.00148409	n/a	2.2025231281e-06	n/a	-0.00050925	n/a	n/a	2.5933556250000004e-07	0.000677459	n/a	4.589506966810001e-07	n/a	0.0	0.0	0.0	0.0	0.0
685.7265195052025	-1.7597697711006504	470220.8595527189	3.0967896472796355	875.2944952100256	-6.764856672972314	45.76328580585805	766140.4533449735	700.7212406164437	-0.5382153238548426	491010.2570510479	0.2896757348321731	716.4593227286188	513.8529228716401	0.89712	22.608274	0.115675072	0.0508958	0.0663445571	-0.0543716121	-0.0867956817	0.0737862096	-0.0099045183	-0.0050983001	-0.1100926542	-0.0308725064	0.1301153562	-0.0692860971	0.1187596088	0.0781311913	0.0204364967	0.0711474521	-0.0722537943	-0.0349915659	0.0815418744	-0.0495596592	-0.0507324115	-0.1108477001	-0.0132820249	-0.0602607553	0.062817565	-0.0943458065	0.0145374007	0.0426795293	-0.0374131659	-0.1632695555	0.0086002128	0.0606070518	0.0922765787	0.116527896	-0.004455902	0.0077548263	0.0093166115	-0.0582192877	0.0711317798	0.0141169068	0.0830926774	0.1637874787	-0.1112436222	-0.0222882476	-0.1096153396	-0.0388173585	-0.0467144646	0.0604235196	-0.0348156456	0.0071040269	0.0505000322	0.0191441867	0.0631293652	-0.0447699094	0.0252264877	-0.040446529	0.1203752394	0.156913076	-0.1291266753	0.0105362869	-0.1575629951	-0.0496458918	0.0433931811	0.0321142039	0.0529531154	0.0715247695	-0.0135458107	-0.0886997824	-0.0757884623	0.0251703012	0.0177548953	-0.1083576964	-0.0670296801	0.0031509244	0.0180056396	0.075481297	0.1129843161	-0.0715685255	-0.0058448769	-0.0955517305	-0.0566085344	-0.1315129889	0.0960207663	-0.1188051453	-0.0479781859	-0.0933409865	0.0691391576	0.0343852502	0.0754106314	0.0867916579	0.0839231568	0.0096857821	0.0465705213	-0.0283797796	0.0285854367	-0.025836093	-0.0364480891	-0.0620883883	0.1006822546	0.0782816	0.0574626523	-0.0894713724	-0.0044301941	-0.0852751006	0.0285228865	0.0133710045	0.0128983334	-0.1336655625	-0.0242967791	0.1146527451	0.1144874327	0.1142120884	-0.00613631	-0.006011827	3.76543004161e-05	3.6142063877929e-05	-0.0117598	0.0317802	0.00100998111204	0.00013829289604	-0.0128641	0.0218847	0.00047894009409	0.00016548506881	-0.00181171	-0.00032762	3.2822931241e-06	1.0733486440000004e-07	-4.47701e-05	0.0004644799	2.1574157750401007e-07	2.00436185401e-09	0.000349592	-0.000327867	1.2221456646400004e-07	1.0749676968900003e-07	0.0	0.0	0.0	0.0	0.0
685.4198080588611	-0.30671144634141	469800.3132794461	0.0940719113168396	874.1669879469514	-1.1275072630742216	1.271272628285122	764167.9228162455	701.6029179080537	0.8816772916100035	492246.6544170951	0.7773548465407512	717.2725292657905	516.2652501613786	0.83514	21.046322	0.052179437	0.0239	0.0645915919	0.0257770225	-0.0673525762	0.0129831612	0.0966176791	-0.070020997	-0.0276511761	-0.0750914365	0.0698856006	0.023505052	-0.047819543	-0.0078466366	0.0845296565	-0.0204316536	-0.0577534299	0.0701547306	0.0436833419	-0.0431703592	-0.0451145939	-0.0600684322	-0.0751818415	0.000657762	0.0151601273	-0.0282537274	-0.0117128378	-0.0695974758	0.0247523424	0.048789925	0.0478445627	0.0471248148	0.0932966605	0.046867132	0.1242383094	-0.0419507054	0.0020736707	0.1085622589	-0.1439706556	-0.0018942829	0.0791171805	0.0493804999	-0.0410730053	-0.0998912906	0.0267145696	0.0037379971	-0.0258727717	0.0080210602	7.34781e-05	0.0601442243	-0.0284718469	0.1315063564	0.0594535562	-0.0941657762	0.0182266699	0.0079890266	0.0187599045	0.0206997496	-0.0782951836	-0.152829168	0.0537592289	-0.2528555698	-0.0783807636	0.062845134	-0.0608457118	0.0152582845	0.0726248294	-0.0391098367	-0.0479173205	-0.0260462406	0.0811420497	-0.0944113031	-0.0724130855	-0.0271368161	0.0387120138	0.0510715999	0.0291672244	-0.0017332377	-0.1022872713	-0.0068824823	-0.0586803638	-0.0506252388	0.0942948662	0.0452279426	-0.0744709795	0.0206329137	-0.0381689851	-0.0346221395	0.0262311558	-0.0254311611	-0.0096178403	-0.031995017	0.1455587273	0.0367143478	-0.050148577	-0.1278281315	-0.1006430059	-0.0497186623	0.0033292027	0.0300178651	-0.0709421005	-0.1436046595	-0.0643401751	0.180333417	0.01954846	0.0365014286	-0.0749601976	-0.0923391201	-0.0584400207	0.1145547726	0.1140958982	0.1133324686	-0.000105788	0.006030522	1.1191100944e-08	3.6367195592484e-05	-0.00468019	0.00707961	5.0120877752100016e-05	2.19041784361e-05	0.00559975	0.01846385	0.0003409137568225	3.13572000625e-05	-0.0018808	-6.908999999999995e-05	3.53740864e-06	4.773428099999993e-09	0.000139599	0.0001843691	3.399196503480999e-08	1.9487880801e-08	0.000190942	-0.00015865	3.6458847364e-08	2.516982250000001e-08	0.0	0.0	0.0	0.0	0.0
684.6490774429591	-0.7707306159020391	468744.359243495	0.5940256822887364	872.7714582362605	-1.3955297106908802	1.947503173420972	761730.0183118486	701.5155252910901	-0.0873926169635979	492124.032224434	0.0076374694997461	716.6176401213557	513.310028926462	0.822821	20.73587	0.097964238	0.0500607	0.0058158965	0.0595234919	-0.004023675	-0.0590468216	0.0863360908	-0.0982992511	-0.000824341	0.0051080258	0.040314951	0.1082615718	-0.1246484854	0.0241024492	0.0910428697	-0.0559167636	-0.0089974313	0.0577334224	0.0022290075	-0.0776205551	-0.0853480395	0.0193968438	0.0051597099	0.018292672	-0.0568731683	0.0233254346	0.0737635227	-0.2254715223	-0.1434665542	0.0972491564	-0.1059128829	0.0296374255	0.1027566981	0.0790649151	-0.0258341947	0.0171143188	-0.0497640506	0.0152487804	0.0401473242	-0.0296263335	0.0597629189	0.0639831407	-0.0993683082	-0.0475269384	0.0296272633	0.0465429458	0.1186246141	-0.1209046691	-0.2673864671	-0.0314418661	0.0981339026	-0.0107080856	-0.0575605324	-0.0498062757	0.0079483488	-0.008233645	0.1361303541	-0.1697662613	-0.0480325118	-0.0368229247	0.0737231423	0.0078002851	0.0432410886	0.0765659712	0.0477764812	-0.0485702587	0.0598499316	-0.0832930458	-0.0046217104	-0.0701667381	0.0970819295	-0.001404284	-0.1271865886	-0.0076575462	-0.0390542718	0.0845802055	-0.0024928676	-0.0544479667	-0.0979958247	0.1150388307	0.1982824627	-0.0078832859	-0.0320364461	0.0161146042	-0.0943330878	-0.0080069818	0.1902807621	-0.0053805303	0.0632035061	0.0447081861	0.0613000739	0.0042278289	0.088946463	-0.062536825	-0.043376551	-0.0724309104	0.0320654172	0.173368933	0.0452931808	0.157400945	0.0168415246	-0.051772217	-0.0905134495	0.0500292869	-0.0113140914	0.0422213745	-0.0589849524	0.0897758312	-0.0417111962	0.1144078661	0.1135094328	0.1120172664	0.00848136	0.008587148	7.19334674496e-05	7.373911077390401e-05	-0.0415832	-0.03690301	0.0013618321470601	0.00172916252224	-0.0115205	-0.01712025	0.0002931029600625	0.00013272192025	-0.00132836	0.00055244	1.7645402896e-06	3.051899536e-07	6.3784e-06	-0.0001332206	1.7747728264359996e-08	4.068398656e-11	0.000212358	2.1416000000000013e-05	4.5095920164e-08	4.586450560000005e-10	0.0	0.0	0.0	0.0	0.0
684.4667623298591	-0.1823151131000031	468494.7487343198	0.0332388004646669	872.6143641865939	-0.1570940496666253	0.0246785404406601	761455.8285847735	700.5179148274318	-0.9976104636582476	490725.348994173	0.995226637200424	716.3337211479223	512.4084492013016	0.791045	19.935081	0.0649106254	0.0359479	-0.0412726358	0.0488097108	-0.0175162705	-0.0655748875	-0.0136760816	-0.0831649053	-0.0041126572	0.0372593818	0.0430248018	0.111210483	-0.0593794366	0.0555754709	0.108432128	-0.0204943866	-0.0918379961	-0.006628346	-0.0032742459	-0.1130780809	-0.0773192541	0.0625588147	-0.0257982121	-0.0679256546	0.0689963444	-0.0145236558	-0.0789429677	0.0697015367	0.041337772	0.2096567904	-0.1284417727	-0.0208813039	0.1413961305	-0.0176722601	-0.2052223298	0.0603674623	-0.0370358602	-0.0270187552	-0.116823693	-0.0884184493	0.0925253063	-0.044990768	-0.1476502222	-0.0404887535	0.0146909376	-0.043624383	-0.0060239829	0.0583802253	-0.0505745339	-0.0785272949	-0.0317957641	-0.0046075914	-0.0198389925	-0.0001057991	-0.0451856084	-0.0027324228	-0.0792121684	0.0311528095	0.0996360795	-0.0024919197	0.0529066612	-0.0712965931	0.0896863116	0.0718087746	0.2081652461	-0.0571718062	-0.001656347	-0.0891778773	-0.0027631498	-0.072409044	0.0590652723	0.0195071603	-0.0415518088	-0.0135784353	0.0878057203	0.1233055729	0.0146935926	0.0144542605	0.0547089598	0.0908007925	0.1098338448	0.0004975754	-0.0049667267	0.0089256336	-0.0144477679	0.0735579031	0.0631700573	-0.2365550223	-0.1623806254	-0.0607348932	-0.1338755712	0.0757806382	-0.0464461533	-0.016351777	-0.0083751431	-0.130938982	-0.1362578911	0.0280368293	0.0046489174	0.0129970738	0.0470448604	0.0403586388	0.0832962965	0.0589011692	0.0217286089	-0.1172947393	0.0146053034	-0.0104973353	-0.0331192744	0.1142120884	0.1127290384	0.1102715368	-8.411039999999998e-05	-0.0085654704	7.074559388159996e-09	7.336728317327617e-05	-0.00924439	0.03233881	0.0010457986322161	8.54587464721e-05	-0.00244704	0.0090734599999999	8.232767637159998e-05	5.988004761600001e-06	-0.00147354	-0.0001451799999999	2.1713201316e-06	2.1077232399999992e-08	2.26221e-05	1.6243700000000002e-05	2.6385778969000004e-10	5.117594084100001e-10	0.000349592	0.000137234	1.2221456646400004e-07	1.8833170756000005e-08	0.0	0.0	0.0	0.0	0.0
684.4954987428915	0.0287364130324476	468534.08779927983	0.0008257814339714	872.2175638683997	-0.3968003181942094	0.1574504925190258	760763.4787205259	700.3300399504352	-0.1878748769966023	490462.16485697817	0.0352969694064884	715.7846834856709	509.8671125050506	0.779502	19.644186	0.0218666586999999	0.0130084	-0.0665286198	-0.0130457999	-0.0131797665	-0.0120582048	-0.0935292978	-0.0902816244	0.0189546658	-0.0029053638	0.0052074521	-0.0210661052	-0.0254383965	0.065016572	0.0461553946	-0.0407034311	-0.1059435773	-0.1032039677	-0.0338336457	-0.0923809041	-0.0799794596	-0.0286290292	-0.0007284582	-0.0606160003	-0.0445684515	-0.0544173785	-0.0464037025	0.0130171408	-0.0379749345	0.0369238642	0.076304119	0.1390268057	0.018566786	-0.0933864336	-0.0331182113	-0.0849969212	0.1024965705	0.0115303361	0.0673933755	-0.0616498633	-0.0615042733	-0.1280314824	0.0653724565	0.0469554451	-0.0150507244	0.1215421854	-0.0964359803	-0.0053560309	0.1659070609	-0.0091404388	-0.0869784239	-0.0856556436	-0.0081953652	0.1309978759	0.016265547	-0.1374300647	0.0314991421	-0.0335628419	0.0114276285	0.0162910453	0.0520740078	-0.0114100679	-0.0993508807	-0.1309757671	0.0091964211	-0.0364878993	-0.0816302069	-0.0919515864	-0.0147369571	-0.0649032366	0.0382364063	0.0496667972	-0.0194469697	0.0068843621	0.0687028373	0.0822039273	0.0309993756	0.1206500799	-0.0368865069	0.0473796255	-0.0691563494	-0.0185708164	0.0280413653	-0.0548741873	-0.0156455583	0.0379662875	-0.0692733368	-0.0281559983	-0.1305209244	-0.0830047724	-0.0173327122	-0.0183025102	0.0019146412	-0.0229218727	-0.0564787498	0.1845701912	0.087279112	0.0422426151	0.0313916438	0.0239003196	0.0876271629	0.0087517979	0.011549145	0.0361970353	-0.1586196549	-0.0074154342	0.2256924167	0.0097829946	0.0390041071	0.1139675232	0.1117560484	0.1081019891	-8.578909999999998e-05	-1.6787000000000014e-06	7.359769678809996e-09	2.8180336900000047e-12	-0.00434797	0.00489642	2.3974928816400004e-05	1.89048431209e-05	0.00469656	0.0071436	5.103102096e-05	2.20576758336e-05	-0.00127854	0.0001949999999999	1.6346645316000002e-06	3.8024999999999945e-08	2.11229e-05	-1.4992000000000008e-06	2.2476006400000025e-12	4.4617690441e-10	0.000349592	0.0	1.2221456646400004e-07	0.0	0.0	0.0	0.0	0.0	0.0
684.9493975927869	0.4538988498953813	469155.6772627217	0.2060241659363499	873.6379520069379	1.4203881385382149	2.0175024641000543	763243.2711868767	701.7457490133113	1.4157090628760898	492447.09625825327	2.0042321507094965	717.3783807479737	511.745745642725	0.775791	19.550669	0.0413762599	0.0219769	-0.0320249337	-0.0656260074	-0.0135769894	0.0683419567	-0.1111894822	-0.0464019828	0.0218078724	-0.016815733	0.023458068	-0.1351093324	0.042182181	0.1423904733	0.1192485144	0.0403625201	0.0460882772	-0.1157805032	0.0164423051	-0.0097550634	0.0025771003	0.0495160342	-0.0168116851	0.0178378422	0.0289879152	0.0262803713	0.069751871	-0.1218632817	-0.0940373244	-0.1916292646	-0.0377427067	0.0556883374	-0.0640763991	0.0525854124	0.0357048884	0.1028240281	-0.0618384738	0.0226985475	0.043043955	-0.0480321251	-0.0188826324	-0.0228525632	-0.0215557886	0.0834134912	0.0813458886	0.0888456707	-0.1876508369	0.0444593916	0.1017772972	0.0479463302	-0.0270387421	0.0653033583	-0.072290723	-0.1979028957	-0.0043596493	0.0064078594	-0.1240508158	0.07394058	-0.0122935085	-0.0784025671	0.153285759	0.0507704051	-0.0446652519	0.0724256283	-0.0034384215	0.0393677803	-0.1104396629	-0.0220326472	0.0167032822	-0.0493589727	0.0074119836	0.0875737721	0.0633859458	-0.0219858933	0.1081410979	0.0413684491	0.0365621205	0.0444243415	-0.0044049937	-0.0194681847	0.074291465	0.017824863	-0.06036026	0.0299490566	0.0205961588	-0.0999740891	0.1572253007	0.0484155382	0.0642682035	0.0698613672	0.0206500961	0.0120618305	-0.031113788	-0.0364215013	-0.055881155	0.121420344	0.0436316306	-0.0947764317	-0.0286121933	0.0184449735	0.01535924	-0.0347424802	0.0516046311	-0.0773816317	0.2351670126	-0.0286715373	0.0706607736	-0.0534466044	0.0127419647	0.1136742748	0.110592125	0.105516962	-0.000100554	-1.476490000000002e-05	1.0111106916e-08	2.180022720100005e-10	0.00452922	0.00887719	7.88045022961e-05	2.0513833808399995e-05	-0.00987385	-0.0145704099999999	0.000212296847568	9.74929138225e-05	-0.00116227	0.00011627	1.3508715529e-06	1.3518712900000033e-08	-0.000220885	-0.0002420079	5.856782366241001e-08	4.8790183225000006e-08	0.000349592	0.0	1.2221456646400004e-07	0.0	0.0	0.0	0.0	0.0	0.0
684.2985421880936	-0.6508554046932886	468264.4948407501	0.4236127578184645	873.9744753102392	0.3365233033013055	0.1132479336648224	763831.3834938079	700.372234799859	-1.3735142134522675	490521.26727854885	1.8865412945554008	716.4299086506043	511.3453069555335	0.818272	20.621244	0.047917247	0.0233193	0.0405410552	-0.0578219395	0.0052005825	0.0817179988	-0.0302788298	-0.0901273101	0.0057179265	-0.0686845267	0.0957718875	-0.1073809072	-0.018150206	0.0506026471	0.0016987639	-0.1319577082	-0.0231030802	-0.0863321629	0.1041997853	-0.0347273962	-0.0284102773	0.0532363403	0.1060946786	-0.0411819216	0.0712262586	0.0363913738	0.0219746005	0.1619616673	-0.0040195684	0.0338744087	0.0235107889	-0.0499711497	-0.0252566969	-0.1636251544	0.1200892926	-0.1873231035	0.1326437267	0.0464169291	-0.0829054324	-0.0078075497	0.0013413107	-0.0609466094	-0.0333027278	-0.0816800396	0.0452469281	-0.0406020215	-0.0993488422	0.1428766329	-0.0893677918	0.0299193953	0.0468054108	-0.0669268595	0.0253266558	0.0173495566	-0.0856047923	-0.1482745978	-0.2412185644	-0.0521547677	0.0010607372	-0.0815616272	0.0507850729	0.0166923136	0.1547493715	-0.0634566576	-0.0229125262	0.0799742971	-0.047437806	-0.0769818016	0.0150893108	-0.0537582577	-0.0088020361	0.0472868993	-0.0025080787	-0.0152256538	0.0657634642	0.0119017413	-0.060450881	0.0179999762	0.0383887006	-0.1016324025	-0.1584615352	-0.1632564319	0.0435370861	-0.0384820919	0.0287707282	0.1915593061	-0.0502099367	0.0406562946	-0.0045827899	-0.188912533	0.0577115839	-0.0788444309	-0.1378704464	-0.0540885935	-0.0725699396	-0.0567328645	-0.0402119853	0.0080009994	0.0056181369	0.0229279221	-0.0817126792	0.0603387135	0.0707588997	-0.022190307	-0.0726721022	-0.256844798	0.1482126035	-0.0755459626	0.0427143582	0.1133324686	0.1092392569	0.1025263906	-0.000106111	-5.557000000000001e-06	1.1259544321e-08	3.088024900000001e-11	0.00105849	-0.0034707299999999	1.2045966732899996e-05	1.1204010801e-06	0.00820039	0.01807424	0.0003266781515775	6.72463961521e-05	-0.00096728	0.0001949899999999	9.356305984e-07	3.8021100099999974e-08	-4.33806e-05	0.0001775044	3.150781201936e-08	1.88187645636e-09	0.000194752	-0.00015484	3.7928341504e-08	2.3975425600000008e-08	0.0	0.0	0.0	0.0	0.0
684.3123568456151	0.0138146575214932	468283.40173160046	0.0001908447624361	871.5948882866456	-2.379587023593558	5.662434402854849	759677.6492874103	701.9620104495917	1.589775649732701	492750.6641144328	2.527386616483031	717.3153311968427	512.1304739139837	0.828982	20.891138	0.093728316	0.0435501	0.0799250953	0.0260749145	0.0309644395	0.0291868201	0.0775328227	-0.1485091767	0.0386458706	-0.118641947	0.0050553112	-0.0372791867	-0.0399707785	-0.0180288443	0.0549649408	0.0236537339	-0.0663375438	0.0433779083	0.0737222134	-0.0372726873	-0.0435031877	0.069909461	0.0078478101	0.1000283637	-0.0115452238	-0.0179959657	-0.0394018621	-0.001145799	0.036961233	0.0888163817	0.0187622172	-0.0168554113	-0.0015113332	0.016513698	0.1679487831	-0.0893296167	0.0023097068	0.0586025327	-0.0209121559	-0.0554627592	-0.0379713728	0.1075483927	0.0093971349	-0.0599750242	0.0263598227	0.1024624716	-0.1770757931	-0.1021409669	-0.0589318882	0.0395475781	-0.0438079669	-0.234412066	0.0221997654	-0.1281488113	-0.0531175178	-0.0813393124	0.08670757	0.0821552627	0.0563711199	0.0211873394	-0.1192388458	-0.0264743973	-0.0854035147	-0.0616124675	-0.1266870592	0.0388391657	0.0572699449	-0.0721477757	0.0296083015	-0.1011982745	0.0152756705	-0.0703306397	-0.0680974247	0.0364659597	-0.036002053	-0.0235180275	-0.0681370747	0.0061956432	-0.073698195	0.012636637	-0.0801494074	-0.0341660441	0.0473174115	0.1340664666	-0.0536347892	0.030509708	0.0303047322	0.091240915	0.0192976226	-0.0448696318	0.0899497318	0.0626344815	0.0759131451	0.0969112068	-0.0546173788	0.0867311892	-0.1027200317	-0.1039158552	0.0262591343	-0.0590978599	0.0921902333	-0.104310178	0.0797365492	0.1327084956	0.167843017	-0.0747849783	0.0547096488	0.1695825439	-0.1631268369	0.1129422506	0.1076997553	0.099141769	0.0152621	0.015368211	0.00023293169641	0.0002361819093405	0.0316663	0.03060781	0.0009368380329961	0.00100275455569	0.0204356	0.01223521	0.0001497003637441	0.00041761374736	-0.0014106	-0.0004433199999999	1.98979236e-06	1.9653262239999988e-07	6.88011e-05	0.0001121817	1.2584733814890005e-08	4.7335913612100005e-09	0.000349592	0.00015484	1.2221456646400004e-07	2.3975425600000008e-08	0.0	0.0	0.0	0.0	0.0
685.2893722370989	0.9770153914837464	469621.523701117	0.9545590751961384	874.1747445240617	2.5798562374160383	6.655658205734438	764181.4839637085	703.4104949520749	1.4484845024832111	494786.32440872304	2.098107353934036	719.066079433352	511.1385592972088	0.912174	22.987646	0.050577974	0.0256149	-0.0298042079	0.0856583327	0.0354702813	-0.082256996	0.0503612588	-0.0645840322	-0.0028394097	-0.0151850783	-0.027228881	0.0347289739	-0.0789440708	0.0452163256	-0.0222347793	0.0106180849	-0.0184312006	0.1055438925	-0.1025833214	-0.0171840349	0.0340179986	-0.0260254233	0.0564017673	0.0321143492	-0.004115121	-0.0724546854	0.0113158732	0.0799322005	0.0736544843	-0.0162262048	0.0095673651	0.0935126407	-0.0565404927	0.0670222654	0.0504969613	0.0235544013	0.0244314069	0.0613492963	0.0333081115	0.0666552029	0.0445918169	0.0679409186	-0.0278363047	-0.1088557237	-0.1451706163	-0.0855343181	0.092992791	0.1402512149	0.0855351494	-0.0454938196	-0.0195279906	0.1699675612	0.0311623066	0.0044119686	0.0992744137	0.0818119802	-0.1242122956	0.0367245426	-0.0165610906	0.0108030025	-0.0504796176	0.1624022667	0.0024350156	0.1698400228	-0.0841644649	-0.0703138437	0.0767879938	0.0190635069	-0.0036210986	0.0239420064	-0.0349563972	0.0191408402	-0.0021961317	0.0967344159	-0.0839243856	-0.0346388315	-0.0575111036	-0.0766592685	-0.0153962854	-0.0414934825	-0.0150500473	0.0490267199	-0.0298357284	0.0054522149	-0.0680326929	-0.0991436822	-0.082354983	0.0015707512	-0.0596778427	0.0310004616	-0.0262564847	0.0995031242	0.0639471601	0.0052302284	-0.00112607	-0.0667521498	-0.0564982819	-0.1503225307	0.0893162229	-0.0476448262	-0.099990794	0.0946333659	-0.0556091452	-0.0896434938	-0.0383783493	-0.0581576625	-0.0244483569	-0.1581267676	0.0294233894	0.1125037874	0.1059762505	0.0953761056	-0.000107879	-0.015369979	1.1637878641e-08	0.0002362362544604	0.0297459	-0.0019204	3.6879361600000095e-06	0.00088481856681	0.0304886	0.010053	0.000101062809	0.00092955472996	-0.00106047	0.0003501299999999	1.1245966209e-06	1.2259101689999998e-07	-4.57608e-05	-0.0001145619	1.312442893161e-08	2.09405081664e-09	0.000349592	0.0	1.2221456646400004e-07	0.0	0.0	0.0	0.0	0.0	0.0
